text,sentiment
ماشااللہ بہترین,positive
میں کب میں قرض ادا نہیں کر سکتا معاف کر دیں,positive
bykea app didn't open,negative
very bad very bad,negative
tunggu oder nak dekat 2 jam ea hahahahahah,negative
ایزی پیسہ کے ساتھ میرا بہت بُرا تجربہ رہا۔ میرا اکاؤنٹ بلاک ہو گیا اور مہینے سے زیادہ ہو گیا ہے لیکن آج تک مسئلہ حل نہیں کیا۔ بار بار صرف گھماتے رہے اور کوئی مدد نہیں کی۔ جو لوگ یہ ایپ استعمال کرتے ہیں وہ محتاط رہیں، کل کو اگر آپ کے ساتھ مسئلہ ہوا تو یہ صرف لٹکاتے رہیں گے اور آپ کے پیسے پھنس جائیں گے۔,negative
Microsoft Teams meeting recording permission required hai,neutral
ایزی پیسہ ایپ کا انٹرفیس پیچیدہ ہے,negative
چشززززد,negative
دراز پر جعلی ریویوز بہت زیادہ ہیں,negative
بہت اچھا لگا,positive
فٹنگ,positive
ارشد علی,negative
location jab kisi bhi city ki lagate hain to all lahore all faisalabad ki location nahin lagti city ke andar jo housing society hai unki location lagti hai jisse olx us karna mushkil ho gaya hai kyunki agar aap city ke andar ki society ko alag alag location laga kar check karoge to kafi zyada time lagega or result 100% no 40% tak hoga app developer se request karta hun isko check karen,neutral
اچھا ھے,positive
ان ڈرائیو کی ایپ کا سائز بڑا ہے,neutral
ان رائڈ سے بہت اچھا ہے,positive
amazing 🙌,positive
Daraz se mobile cover order kia lekin size fit hi nahi tha,negative
فوڈ پانڈا پر رعایتی کوڈ استعمال کر کے کافی بچت ہوئی,positive
eBay auction ending time notification aya tha,neutral
بہت خوب ہے,positive
bakwas app ha ride py fare kuch hor ata ha jb ride karwao tb koi ride leta ni phr khty fare barhao bakwas app ha. koi b instal na kry apna time waste na kry,negative
bykea aik bht bara fraud h mera 12700 fraud kr lia or transaction record b ura dia bykea me koi b topup na kry or na hi ye ghatiya app use krain,negative
مہرمحمدغنغیر,neutral
کریم کا پیمنٹ میتھڈ کریڈٹ کارڈ سے کئی بار فیل ہوا,negative
plz payment slip darick essue kari,positive
jafer,positive
ٹک ٹاک پر فالو کرنے والوں کی تعداد دیکھی,neutral
Outlook calendar event reminder notification set kia,neutral
vip app,negative
does not work properly,negative
ٹک ٹاک کی ویڈیو میں آواز بھی ہے,neutral
gud 👌,positive
দারাজে কেনাকাটা করে ভালো লাগলো,positive
Careem se ride book ki par driver 15 min tak wait krwata rha,negative
زبردست ایپ ہے فائدہ اٹھائے,positive
جاز کیش ایپ بار بار کریش ہو رہی ہے اور بیلنس چیک نہیں ہو رہا,negative
walang refund nung na double yung order punyeta mga mukhang pera,negative
goog,positive
بہترین ہے,negative
فوڈ پانڈا ایپ شام کو سست روی کا شکار تھی,neutral
اچھی چیز ہے,positive
update mn account open q nahi hota.,negative
খুব ভালো,neutral
مش متاح عربيات طول الوقت في دمنهور,negative
اولکس پر صارفین کے سوال زیادہ تھے,neutral
بائیکیا سواری نے جی-10 سے ایف-8 کا راستہ لیا,neutral
best experience,positive
good servies,neutral
helo i like it,positive
مائی فیورٹ ایپ ایزیپیسہ,positive
جیز کیش پر لین دین ہر بار کامیاب رہا ہے,positive
bad app i not like,positive
"Sui Gas ka bill itna zyada kyn aa rha hai, kuch use bhi nahi kiya tha",negative
"Careem ka driver location pe nahi aa rha, 15 min se wait kar rha hun",negative
very nice 🙂,positive
bhut acha hy,positive
فوڈ پانڈا پر ایک ریسٹورنٹ کا مینو کھولا گیا,neutral
i want post a add always reject what should i do please option hona chaiye ab banda kis se pche k kia masla hai,negative
پی ٹی سی ایل کا ڈیٹا پیکیج ختم ہونے سے پہلے ہی سست ہو گیا,negative
"Easypaisa se paisay transfer karna bohot fast hai, kabhi issue nahi aaya",positive
ان ڈرائیو کا پلے بیک کوالٹی موبائل ڈیٹا پر بہت خراب,negative
bhuht acha aap,positive
بہت اعلی,neutral
بہت اچھی سروس ھے اور بہت ھی عمدہ اور ٹائم سے پہیلے اپنی منزل پر پہنچا بھی دیتے ھے,positive
اسلام علیکم، الحمدللّٰه بہت اچھی ہے، جزاک اللّه،,positive
فوڈ پانڈا میں گروپ آرڈر کرنے کا فیچر بھی ہے,neutral
Bykea ride ka fare 200 rupay tha,neutral
bohat he ganda hai location problem ar price likho ya kuch bhe option use kro sub bakwas hai kam nhe krta hai jisy location quetta hai to rahim yar khan dikha rahy kia bakwas hai,negative
بہت ہی اچھی سروس ہے,positive
OLX pe mobile ads ziada post ho rahe hain ajkal,neutral
ماشاءاللہ بہت عمدہ کوالٹی,positive
OnePlus device storage optimization process running tha,neutral
it's amazing app,positive
"Daraz pe delivery bohot slow hoti hai, weeks lag jate hain",negative
"ڈکی بھائی جوا کیا چکر ہے 
سب میڈیا لوگ کیا کہ رہیں اپ آرسٹ ہوگئے ہیں",neutral
JazzCash ka QR code payment hai,neutral
kokabnooarin,positive
Careem captain kabhi friendly milta hai aur kabhi normal,neutral
Easypaisa ki app update ke baad bohot masla kar rahi hai,negative
ایزی پیسہ کے نوٹیفکیشن کبھی وقت پر آتے ہیں کبھی نہیں,neutral
یہ ایپ بھی بہت فائدمند ہے سب دوست اس ایپ سے فائدہ اٹھائیں 😘😍,negative
happy,positive
nice j,positive
اچھا ہوا,neutral
جیز کیش کی صارف خدمت فوری جواب دیتی ہے,positive
", یہ چل نہیں رہا. اس کا کیا حل ہے.",negative
بائیکیا کی سروس کے اوقات کار مقرر ہیں,neutral
বাংলাদেশের সব থেকে ফালতু অনলাইন স্বপিং প্ল্যাটফর্ম।ভালো রিভিউ পরেও ভালো প্রোডাক্ট পাওয়া যায় না সঠিক প্রোডাক্ট পাওয়া যায় না।,negative
v good work olx team.. good app,positive
kuch nhi ubhi,positive
poor app,negative
ڈکی جوا کی اییپ کا کنٹری مینیجر ۔ جواریوں کا استاد - سب حرام خوروں کو پکڑ لو!! - وسیم اکرم کل بھی جواری تھا آج بھی جواری ہے ۔ بے غیرت نے میا خلیفہ کے ساتھ جوئے کی ایپ کا ایڈ بنا ڈالا ۔  آج ہی ڈکی جواریوں کے باپ کے چینل کو unsub کرو!!,neutral
i ike it,positive
بہترین ایپ,positive
daraz is synonym to fraud. worst app. vouchers are not removed despite removing,negative
سوئی گیس کنکشن کی درخواست کی صورتحال چیک کی,neutral
ان ڈرائیو میں ڈرائیور کا فون نمبر نہیں ملتا,neutral
یوٹیوب چینل کی ویڈیوز نے میرا علم بڑھایا,positive
واٹس ایپ کا والپیپر اپلائی کرنے کے بعد ایپ کی رفتار سست ہو گئی,negative
best app esi paisa ilove rashid mehmood khan,positive
سیہت کارڈ کی ایپ میں ڈاکٹر کی اپائنٹمنٹ بک نہیں ہو رہی,negative
order 2 jam baru nak sampai. benak ubi,negative
سب سے اچھا ہے,positive
FoodPanda par rating system hai restaurants ka,neutral
bahot bora hai,positive
Realme phone overheating issue hai gaming ke time pe,negative
pagla kutta kamrayni je 150 taka delevary charge diye product kinbo tai daraz app uninstall kore dilam,negative
dil dil pakistan jan jan pakistan,positive
جاز کیش کا انٹرفیس کچھ سادہ ہے,neutral
ok ok not bad,positive
"Careem ne driver ko extra paisa dene ka bola, unki policy me nahi hai",negative
sir loan services open kr de,positive
ٹک ٹاک کی ویڈیوز اوسط لگتی ہیں,neutral
کریم ڈرائیور نے غلط راستہ اختیار کیا,negative
Careem driver ne Gulshan-e-Iqbal ki taraf ride accept ki,neutral
جاز کیش میں پن ری سیٹ کرنے کا پروسیس بہت پیچیدہ اور لمبا,negative
very very nice,positive
جیز کیش سے پیسے بھیجنے کی کوشش کی مگر سسٹم بار بار فیل ہو رہا تھا,negative
ماشاءاللہ بہت خوب,positive
جاز کیش میں اکاؤنٹ بیلنس کم تھا,neutral
گریٹ,neutral
karachi say bahir kay rider bohot misbehave krty hain. aur extra amount par tang karty hain,positive
YouTube ke product reviews kabhi genuine lagte hain kabhi biased,neutral
JazzCash se bank transfer bhi ho sakta hai,neutral
traffic tfff6gy g fr.r,positive
یو بی ایل کی موبائل ایپ میں فنڈ ٹرانسفر کرتے وقت ایرر آیا,negative
اسلام علیکم ورحمت الله وبر کاته حیکمت الله جانه سنګه ی جوړ اموړ روغ رمټی فلار اومور دی جوړدی ستا بچیان جوړ روغ دی زندګی دی فه خیر ده جوړ اوسی مخاربیږی دلته هم الحمد الله خیر خیرتده کومه فریشانی نشته وسلام,positive
zaidullah,positive
easy paisa,positive
YouTube me offline download speed average hai,neutral
یوٹیوب وڈیو میں آواز کی کوالٹی ناقص تھی,negative
very good job,positive
ماشاء اللّٰہ زبردست لاجواب,positive
it's satisfying me,neutral
bakit inalis nyo po yung cancel order??this is the 3rd time na halos 1hr na kami nag aantay ng order kasi wala nag accept na rider..nalipasan na kami ng gutom,negative
Skype contact list update automatically ho jata hai,neutral
salamat 😊,positive
بہت مفید سروس ہے,positive
excllent,positive
space,positive
اچھا,positive
Mad Mimi feature set limited hai advanced email marketing ke liye,negative
بہت زبردست ایپ ہے,positive
dest app,positive
ispy i'd nhi bn rhi,negative
مناسب ہے,neutral
"OLX pe customer support fast response deta hai, issue resolve ho gaya",positive
mujha pasand nhi,negative
jazz cish اکونٹ ہینگ ہوتی ہے کینو ں ھینگ ہوتی ہے,positive
"یہ زندگی بس کھیل تماشہ اور دھوکے کا سامان ھے , یارا۔",neutral
Easypaisa account se bank account mein 1000 rupay transfer hue,neutral
fantastic app 💫💫💫💫💫,positive
ہاۓ میرا پیارا ڈکی بھائ😭😭😭😭 پولیس والے بہت ظالم ہیں ، بہت ظلم کر رہے ہیں۔ کوئ بتاۓ گا میرے پیارے ڈکی بھائ کی ضمانت ہوگئ ہے یا پھر ابھی نہیں؟ 😭😭😭😭😭 آئی مس یو ڈکی بھائ,neutral
فوڈ پانڈا کا ڈیلیوری لڑکا دیر سے پہنچا ہے,neutral
زبردست ok,positive
loveeeeee,positive
بائیکیا کے ڈرائیور نے بکنگ کے بعد کال ہی نہیں اٹھائی,negative
دکی بھائی آگیا باہر 6 گھنٹے پہلے,neutral
mera account block kia hua hai kyun k ghalat password daldia tha ghalti sey bhoolgayi thi. 2 saal hogaye ab verify krti hun tw kehty hain reset pin phr cnic number dalo tw verify hotaa he nhe hai mera cnic b expire nhe hai nhe mera number b theek hai or acc mein mery paisay b phasay huye hainn helpline b farigh hai help he nhee krti kch krdo mera account kholdo bhaeeeee,negative
olx 1 bohat acha plate form he sale parchez k liyay ❤️✨,positive
فوڈ پانڈا کا ڈیلیوری ٹائم بہت زیادہ اور کھانا بھی بے ذائقہ تھا,negative
فوڈ پانڈا کا پروموشن کوڈ کی میعاد ایکسپائر کی اطلاع نہیں دی گئی,negative
meri pasand ki app,positive
بھت زبردست,positive
WhatsApp backup restore nahi ho raha bar bar try kia,negative
waqt per kabhi bhi nhi milty hain ye na auto na car bekaar hai,negative
"Bykea app bar bar crash hoti hai, ride book hi nahi hoti",negative
order already paid but the food never reach me..bila pegi ke kedai tanya owner cakap foodpanda problem cancel order..tp duit dah bayar..mana pegi duit yg dibayar tu masuk??,negative
بائیکا ڈرائیور نے اضافی کرایہ مانگا,negative
kuch nhi,positive
او ایل ایکس پر بیچے جانے والے سامان کی کوالٹی مختلف رہتی ہے,neutral
some time charje extra,negative
فوڈ پانڈا کی رائیڈر نے آرڈر مسکراتے ہوئے دیا,positive
زاتی استعمال,positive
نیو ورژن کام نھیں کررھاھے 2.9.51والا,positive
জীবনে কোনদিন যদি না খাইয়া থাকা লাগে তাও ফুডপান্ডাতে অর্ডার করবো না। মানুষের কষ্টের টাকা কিভাবে হাতিয়ে নেয়া যায় তা পিএইচডি করে রাখসে।,negative
ماشاءاللہ جی بہت خوب صورت ❤❤❤❤,neutral
nice to,positive
well done 👍,positive
اس کھوتے جواری کو جمانے سے پہلے کیوں نہ مرگئ,neutral
اللہ تعالیٰ بھائی کے لیے آسانیاں پیدا فرمائے آمین,neutral
ایچ ایم بی بینک کا ڈیبٹ کارڈ اے ٹی ایم میں کام نہیں کر رہا,negative
او ایل ایکس پر بک کیا گیا فریج وقت پر مل گیا,positive
gooooooood ggoood apppp,positive
v useful app 👌,positive
zabar 10,positive
best app,positive
بل ھوٹل کا کم ھوتا ھے اور رائڈر کے پاس ذیادہ,positive
IMO video call quality network speed pe depend karta hai,neutral
خوب اور معیاری,positive
good 👍 service 💯,positive
شکرن,negative
اس ایپلیکیشن میں جہاں انگریزی، عربی اور دوسری زبانیں موجود ہیں وہاں اس میں اردو زبان کی بہت بہت بہت کمی ہے۔ لہٰذا برائے مہربانی اس میں اردو زبان بھی لازمی ڈالیں۔ شکریہ۔,positive
Careem promo code aj apply ho gaya tha,neutral
فوڈ پانڈا کے ریٹ مینو میں دیکھے تھے,neutral
ma ny paid add lagai thi 2000 dy kr but koi response ni aya mery 2k waste gy r mera bike bhi sale. ni. hua mjhy in k numaindy ny kha tha k sale krwao ga paid karo add ma ny ki dubara us ny contact e ni kra,negative
پنجاب ہیلتھ ڈپارٹمنٹ کی ایپ میں ویکسین کی اپائنٹمنٹ نہیں مل رہی,negative
ماشاءﷲ,positive
excellent service.,positive
pakistan men har begairat lootne ke liye hi hai indriver ko copy to kar liya amal bhi to karo insan ne kahin pohanchna ho aur inke driver na jaiz faida utha rahe hain 130 ya 150 bhi nahi 200 rupe ki offer send kar rahe hain bar bar mazak kar rahe hain now it's worst not work,negative
Sony headphones sound quality expected se kam hai bass mein,negative
ایزی پیسہ پر بینک ٹرانسفر کا آپشن بھی ہے,neutral
او ایل ایکس زندہ آباد,positive
بائیکیا کا فیئر کیلکولیٹر استعمال کیا گیا,neutral
بہت ہی بہترین سہولت کے ساتھ,positive
پہلے اچھا تھا اب بلکل بکواس ہے,negative
olx app اوپن نہیں ہورہی ھے۔انٹرنیٹ کنکشن میں کوئ پروبلم نہیں ۔لہذا ایپ کے فالٹ ختم کریں۔,negative
بہترین معیار ہے,positive
hassan jutt,positive
kuta,negative
ایزی پیسہ کا لاگ ان پاسورڈ تبدیل کرنا پڑا,neutral
یوٹیوب ویڈیو کا دورانیہ پندرہ منٹ تھا,neutral
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive
ایچ بی ایل کی ایپ پر ٹرانزیکشن کی ہسٹری دیکھی گئی,neutral
بلال,positive
یوٹیوب ولاگ میں سچائی کم اور ڈرامہ زیادہ تھا,negative
like daraz,positive
fazol app hy feature ad na lo to ad ki running reject kr dayty hain ya ad cancel ho jata hy.. pakistan mai paisay ka lalach nai khatam hota. in ko yeh nai pata hum jo download krty hain google os ky paisay dayta hy google ad say bi kamaty hain pr phir bi aiesi service. strongly not recommend,negative
کے الیکٹرک کا بل آن لائن پورٹل پر دیکھا گیا,neutral
FoodPanda par khanay ki quality down ho rahi hai,negative
Careem mein promo code kabhi kabhi work nahi karta,neutral
daraz :seller scam me .,negative
ولا مرة ممكن يحلولك مشكله مهما كانت بسيطة او كبيرة دايما الرد معتذر منك سياسة الشركة ... اكثر من ٣ مرات تصير معي مشاكل بسيطة مثل (طلبت الطلب الان على لوكيشن مختلف واحكي معهم بنفس اللحظة اقوله ممكن اغير مكان الطلب لأنه غلطت بالموقع بحكيلك اوك بعد ١٠ دقايق برجعلك ، أسف منعتذر منك استاز بس ما بتقدر تغير مكان الطلب ، اولا ليش اوك ثانيا ليش ما بتقدر تساعدني شو هالمعضله اللي ما بتقدر تساعدني فيها ، بحكيلي احكي مع الكابتن وتفاهم معه ، اذا وافق يغير اللوكيشن بكون تمام,negative
الحمد اللہ,positive
"দারাজের অ্যালগরিদম এতটাই জঘন্য যে আপনি যদি সার্চ করবেন কাছের বোতল আসবে সাবান, লিখবেন আলু আসবে কোদাল। মানে আপনার সার্চের ধারের কাছেও যায় না। এটার সমাধান করা উচিত।",negative
outstanding,positive
سوئی گیس کا بل آن لائن دیکھنے کا طریقہ آسان ہے,neutral
nihayat ghatiya service ride kisi rate me book kari our bad me bila wajah ke pese barha diye nihayat ghatiya service apki app delet karraha hu,negative
بائیکیا ڈرائیور سے فون پر بات ہوئی,neutral
اسدالله,positive
aneesali,positive
jab comfort ride book karain to ac lazmi on karne ka kahin agr wo mana kare ya slow kar de to company ko lazmi inform karain but me ne complain ki to muje khas response nhi mila,positive
❤️ bhot kamal ki service hy,positive
TikTok par challenges chaltay rehtay hain,neutral
achiy,positive
السلام علیکم میں ایزیپیسہ کے بارے میں کچھ تجویز پیش کرنا چاہتا ہوں جو میرے خیال کے مطابق تمام لوگوں کے لئے مفید ثابت ہوگی وہ تجویز یہ ہے کہ اپ نے ہر موبائل پر جب بھی اس ایپ کو ڈاؤن لوڈ کرتے ہیں اور کسی نئے موبائل میں ڈال کر پھر اپنا اکاؤنٹ بحال کرنا چاہتے ہیں تو وہ فنگر پرنٹ وغیرہ کی معلومات لینا چاہتا ہے یہ نہیں ہونا چاہیے کیوں کہ اکثر موبائل اس کے فنگر پرنٹ کو اکسیپٹ نہیں کرتے جس سے کسٹمر کو ایپ کو استعمال کرنے میں دشواری پیش اجاتی ہے برائے مہربانی یہ اپشن روک دیا جائے,positive
always seen error,negative
TikTok par songs ki list kafi bari hai,neutral
terrible app,negative
کے الیکٹرک کا آن لائن بل پورٹل مینٹیننس پر تھا,neutral
"JazzCash ne wallet se extra charges kaat liye, transaction b show nahi horahi",negative
جب سے یہ ایپ اپ ڈیٹ ہوئی ہے مسلسل ہینگ ہو رہی ہے؟ ورچوئل ڈیبٹ کارڈ (انٹرنیٹ کارڈ) اپلائی کرنے کی کوشش کی ہے لیکن ایپ آگے نہیں بڑھتی ہر دفعہ رک جاتی ہے۔ ایپ اُردو میں بھی ہونا چاہیئے۔,negative
Careem ki car ride ka fare 450 rupay show ho raha tha,neutral
فوڈ پانڈا میں ریستوران کی ریٹنگ چیک کی,neutral
نہیں,negative
فوڈ پانڈا پر کم از کم آرڈر کی حد ہوتی ہے,neutral
ایزی پیسہ کا موبائل ایپ اپ ڈیٹ ہو گیا,neutral
ٹک ٹاک پر ٹرینڈنگ ویڈیوز کی فہرست دیکھی,neutral
Careem ki ride booking kaafi smooth hai,neutral
او ایل ایکس پر اچھے اور خراب دونوں قسم کے سودے ہوتے ہیں,neutral
great app!,positive
best allit,positive
call center waly ajeeb hain baat kerny ki tamiz e nai hai fone kat dayty ake tou pelhay khudi phone kiya upper say phir khudi call kat di usman nam ka ajeeb e koi jahil banda tha,negative
"JazzCash ka customer support bohot hi bekaar hai, sirf rulaate rehte hain",negative
map stuck,positive
chor company hai jo cheez mangway wo nahi ati or to or riders ki salary bhi kha jati hai sary haram khor bhethy hai daraz mein,negative
بہت اعلیٰ تجربہ,positive
YouTube Shorts bhi TikTok ki tarah hain,neutral
awais,positive
good 😊👍,positive
bekaar customer support,negative
rafieeq nadia,positive
کے الیکٹرک کی ویب سائٹ پر مختلف سروسز کی معلومات ہیں,neutral
کریم میں سفر کے اختتام پر ریٹنگ دینا لازمی ہے,neutral
xm bdo 360/supplemenry,positive
very very nice 🙂,positive
بھائی یار کہاں چلے گئے اپ😢😢😢,neutral
عامل جنات ابجد کے حساب سے انسان کے نام سے حیران کن معلومات,negative
ان ڈرائیو میں ڈرائیور اور مسافر دونوں آپشن ہوتے ہیں,neutral
YouTube vlogs kabhi entertaining lagte hain kabhi boring,neutral
جاز کیش میں لوڈ کرنے کے مختلف طریقے ہیں,neutral
my daraz app is not working 😕,positive
so so,negative
FoodPanda rider kabhi fast pohanchta hai aur kabhi wait krwana padta hai,neutral
YouTube par live streams bhi hote hain,neutral
amazing...😍,positive
Daraz se shoes order kiye aur dono alag size ke aa gaye,negative
bakwas foodpanda waly ap drivers ko zalili boht krty ha,negative
HBL app mein credit card ki statement available hai,neutral
OLX par gaariyan bhi bikti hain,neutral
دوسل،سےاستعمال،کررہاھوں،اچھالگ،رھاھے,positive
یہ بہت ہی اچھی ایپ بنائی گئی ھے شریف لوگ اس سے بہت زیادہ فائدہ اٹھا سکتے ہیں,positive
فراڈیے ہیں یہاں سب اور یہ ایپ بھی فراڈ ہے,negative
very quick,neutral
Easypaisa se bill pay karne ka option hai,neutral
"Bykea ka rider bohot rude tha, usne bilkul badtameezi se baat ki",negative
کریم ایپ نے سفر کی پریشانی کم کر دی ہے,positive
انٹرٹینمنٹ کے لئے اچھی ایپ ہے,positive
nice work,negative
subarashi,positive
تکربن اچھی,negative
gul mamad7!،89,positive
فوڈ پانڈا پر کھانے کی کوالٹی کمزور ہے,negative
یوٹیوب پر تبصروں کا سیکشن موجود ہے,neutral
InDrive par driver ka choice hota hai,neutral
Mad Mimi template library seasonal designs available hain,neutral
Telenor balance deduct hota rehta hai bina koi service use kiye,negative
behtreen service,positive
بائیکا کی سواری کچھ دیر بعد ملی,neutral
mujy mara parcel 12 din ho gai ni recive huwa 3 say 5 din ka ino ny bola tha lakin nahi 31 august say 10 september ho gy hia lakin abhi tak ni mila it's very slow wrong information aj tak itna disheart kisi app say ni hui ma jitna draz say hui next ya galti kabhi ni hogi,negative
too good,positive
"FoodPanda app use karna easy hai, kuch options missing lagte hain",neutral
Daraz seller response kabhi fast hota hai kabhi slow,neutral
bekar h partners k liye bila fazool k paise kat dete hain or jo chat agent behte hue hain woh sab nakara h,negative
Meezan Bank app par login attempts show ho rahe the,neutral
اولیکس پر پرانے موبائل اچھی قیمت پر بآسانی دستیاب ہو جاتے ہیں,positive
اچھی ایپس اور سہولت ہے,positive
best e-wallet,positive
کریم ڈرائیور نے کار کی حالت بہت خراب تھی اور صفائی نہیں تھی,negative
Grab service area limited hai city ke bahar nahi milti,negative
تمام قرض دینے والی ایپ 7دن کا 10000 ہزار روپے کا سود 2300وصول کرتے ھیںی اور جاز کیش 7دن کا5000 ہزار کی کمیشن صرف240روپے لیتے ہیں تو دوستو آ پ ہود سمجدار ہو،,positive
کریم میں ایک ہی جگہ سے کئی گاڑیاں چل رہی ہیں,neutral
چلو جی سکی کے گھر والے اس شودے کی جیل والی خبریں اس پر واقعے طریقے سے دیکھیں گے اماں جی کیا عجیب نمونہ پیدا کیا ھے  اس کی پیدا ئش پر دیکھاوے کے بڑے ٹیکے لگوائے تھے  کاش دین کی سمجھ عطا کرپاتی,neutral
کراچی واٹر اینڈ سیوریج بورڈ کا آن لائن بل کنفیرم نہیں ہوا,negative
جاز کیش میں کل کی ٹرانزیکشن کی تفصیل ہے,neutral
آااااااااااا,negative
ut kk typp hi r kkr y loo ytv aa,neutral
ہم کام کر سکتے ہیں,positive
bekaar app hogai ha ad feature krne k lea jhoot bolty ha k client ha sell hojae ga bad mai koi pta nai bass ad feature krna hota ha,negative
i like it 👍,positive
nice one,positive
یوٹیوب ریویو دیکھ کر پروڈکٹ خریدنے کا فیصلہ آسان ہوا,positive
ایزی پیسہ کا کسٹمر سپورٹ ای میل کا جواب دو ہفتے بعد آیا,negative
ماشااللہ,positive
Careem driver ka contact number message mein aya,neutral
good service🥰🥰🥰🥰,positive
khan steel trade,negative
iPhone battery health percentage check kia recently,neutral
ڈی جی ایف آئی اے کی ویب سائٹ پر کوئی انفارمیشن اپڈیٹ نہیں,negative
HBL ki app par transaction history browse ki,neutral
SNGPL meter reading form online submit kia,neutral
olx is fraud now too much fraud scam here be safe,negative
useless app,negative
بہترین بہت خوب,positive
InDrive mein rides ki prices fluctuate karti hain,neutral
جیز کیش ایپ کا ڈیزائن کبھی پسند آتا ہے کبھی نہیں,neutral
Asus router password reset button location manual mein tha,neutral
♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,positive
ایپ تیزی سے کھلتا ہے اور ہینگ نہیں کرتا,positive
"Sui Gas ka meter reading galat bheja gaya hai, bill double aya he",negative
کریم کی سروس دن رات دستیاب ہے,neutral
greet,positive
ہم دعا کرتے ہیں کہ اللہ تعالی اپ کو اس مشکل سے نکالے جلد از جلد,neutral
rajib ali,positive
بائیکیا کا ڈرائیور راستہ پوچھ رہا ہے,neutral
"Easypaisa ka cashback offer acha laga, groceries pe bachat ho gayi",positive
"many times , easypaisa or jazzcash sy amount cutting k baad order cancel krdety hain or money refund bhi nahi karty worst app ever 👎🏻",negative
OLX par ek purani fridge ka ad post hua tha,neutral
supperb rider,positive
فوڈ پانڈا کا کھانا ٹھنڈا پہنچا,negative
سید پاک پیر محمد شاہ گیلانی,positive
اولیکس پر کچھ بیچنے والے جعلی پروفائل استعمال کرتے ہیں,negative
hlowww assalamualaikum yaar ap logo ny daraz sy cash on delivery ku hatam krdiii please wapis ly aynnn please pleaseee logon k pass nahi hota jazz cash aur easy piasa wegaira to sab idr sy hi krty hain pleasee ap log is chz pr goor krynnn. pleaseee wapis ly ayn cash on delivery,negative
بلکل درست ہے,positive
بہت زبردست,positive
فوڈ پانڈا پر ایک ریسٹورنٹ کا مینو دیکھا جا رہا تھا,neutral
"K-Electric ka meter roz band ho jata hai, complain b ki hai phir b wahi masla",negative
abdulhameed very good jazzcash,positive
زبردست ایپ ہے,positive
یوٹیوب پر وڈیو کا معیار خراب تھا,negative
انه من افضل تطبيقات التي عرفتها تساعدك حرفيا من أجور مرتفعه افضل من برنامج منافس baly,positive
جاز کیش میں مختلف سروسز کی فہرست ہے,neutral
very bad,negative
Vertical Response survey tool integration test kia recently,neutral
iContact template editor outdated hai modern email design standards se,negative
they all are frauds and don't buy any packages for feature snippets.,negative
fazool,positive
کمال کر رہی ہے یہ ایپ,positive
مجہے جیز کیش بنانیں میں دیکت ہور رہی ہیں,positive
اس راٸڈ کے وجہ سے۔۔۔۔ زبردست۔۔سروس,positive
plz send me otp,positive
superb👍,positive
muhammad niayz,positive
بہت بری ہے اس کی خدمات,negative
ٹگفرد,neutral
our services,positive
بہت خوب انتخاب ہے شکریہ جناب,positive
کبھی کبھار صحیح نہیں ہوتا,negative
ap logon ki bari meharbani olx ko istemal krny like banao bhutt wahiyaat features hain joh chalty hee ni,positive
super site brooo alhamdulillah,positive
بھوتخوب,positive
abhi kuch perchase nhi kta,positive
Bykea ki booking jaldi ho jati hai,neutral
"jazzcash is a big fraud. i would strongly recommend not using their services. some people from their internal team are carrying out scams and malicious activities with users’ mobile accounts and balances. i have received messages showing that someone was trying to withdraw funds from my account, but since my balance was zero, they couldn’t. i’ve faced this issue many times, even after resetting all my passwords and credentials. i’ve also heard from reliable sources that their internal developers",negative
fare low karain,positive
