cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed
UgynrkgeWBQ0FCyQiIt4AaABAg,Ducky Bhai plz come😢,2 weeks ago,@FatimafaisalFatimafaisal-f8m9j,UCJSYkqpeDZ_k1G2MZsnN1CQ,0,,https://yt3.ggpht.com/PhRMxZng_CYCLFERaaGUp0j8vgNCTjKRKmvow4wRLsGVMF_whDIQYuX0Vy8RebVyEC2v2cGIZg=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.145882
Ugzlgf_Xf3Roq3wAvF94AaABAg,I miss you bro😢😢😢😢😢😢😢,2 weeks ago,@AneesKhan.16,UC1evBqiyjZHZ1F8lXctCNqw,0,,https://yt3.ggpht.com/ytc/AIdro_li0yM6cYLIOWjD11MRFrJBTyO1UpGuxl0HXyI_Shaix_AohWC1X6iVYA2plRVEmtsyaw=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.147712
UgzY8MIsZs1qYcp-91x4AaABAg,Ducky army ducky is an trouble 😢😭,2 weeks ago,@F9gamersYT,UCabKjOL6dcvXpiAXtPfRErA,1,,https://yt3.ggpht.com/UqulDtFjY7NFcXIDQdn5x4fNvnwx-_8kaCh9yVNTHIbox4MjJj-o86NWj54GMoDTFr1TtJ-1KQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.149186
UgzXSFQ7PI1DHEJW2FF4AaABAg,Miss you bro😢😢😢😢😢😢,2 weeks ago,@AneesKhan.16,UC1evBqiyjZHZ1F8lXctCNqw,0,,https://yt3.ggpht.com/ytc/AIdro_li0yM6cYLIOWjD11MRFrJBTyO1UpGuxl0HXyI_Shaix_AohWC1X6iVYA2plRVEmtsyaw=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.150621
Ugwa1RXlur16yZSAPvF4AaABAg,I missssssssssssssssssssssssssssssssssssssssssssssssssss youuuuuuuuuuuuuuuuuuuuuuu Allah app k Sath ha ducky bhai inshallah ap bht jaldi wapis ao ge inshallah 😢❤❤❤❤❤❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2 weeks ago,@SabaBaloch-g1z,UCtZ3_tNHAOhZMFIyL56b9UA,0,,https://yt3.ggpht.com/ytc/AIdro_m8XKHqSWkWTWqWfEqmk_VKzILNNjD_Lzb82OiQOJGQrEQgbhrNF_TgQFrd7LuMlqJAqQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.152061
Ugzkj0vznXqXyPDdqg14AaABAg,Ducky Bhai i really miss you 😢😢😢,2 weeks ago,@usman-bo6lb,UCfqzL2oQQqaYS7jnqwNOn_A,0,,https://yt3.ggpht.com/ytc/AIdro_ldcrULDxeY6hZQ4VN_YMu2cirEWCvA_8puRcMgdlNgzNMh3QVfcibGQymN3VK_re_FvA=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.153454
UgxZNcWIo16CSsEbhTF4AaABAg,Miss you ducky bhai jhaldi ajao wapsi,2 weeks ago,@cartoonforkids0-f3s,UCeiu4WEhhV7n-JqcW4I3UMg,0,,https://yt3.ggpht.com/mUsOMazDKHPRYn3OM8hjAzrSmMmca3aQ8TDkY-mrkXYIN8POUNBNEPXzogLH2h4dxL0IWuL_qA=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.154836
UgyhhEnp1h_Vf4gUnvB4AaABAg,10 million Kara doooo,2 weeks ago,@Misbahraeeskhan_offical,UCbpda3DnLas9AsfJGMs8p5A,0,,https://yt3.ggpht.com/TCswBJPxbCXLsrY38t0saTIxVd3bSJeIfzyLqa3XxShuqqy9NBvItuBTpGEv4A112QlvaQ_P=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.156236
UgwHgeNnySb34JA1vwN4AaABAg,0:43   like for ducky bhai's bale❤,2 weeks ago (edited),@MeharHamza-k8v,UCfARmAFXVFpKKYagpUaSeXA,0,,https://yt3.ggpht.com/ytc/AIdro_nWBkhs3XZcENi1MSPCdcXzpUjnMm2sZJbVobSifX-nvmmNb8bXfpOmj_RTnLGbL03qbA=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.15762
Ugx5Nwpo9OZUFJZGLP94AaABAg,Come Back Ducky Bhai 😢😢 I miss you bro,2 weeks ago,@Rehan090-l7b,UCXHk3a9I-EYlAmGwsvuXg3Q,0,,https://yt3.ggpht.com/1aR6AILB24F2RdTX-nTH52N9CDewmuB2Hb0LAjl3Vr6rScDVM1Ol4FtNRr47oWrmdJ0mZE3kkg=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.159221
UgzyABdvKo9ARgXaWfJ4AaABAg,Ducky Bhai inshallah jalde hey wapis ao gey or phir sey social media ko Hela kar rakh du gey 💗♥️9 Million complete huna Wala Mashallah sey ♥️💗,2 weeks ago,@mian_awais007,UCelJNIHDsQKbrBABXC4d0gg,0,,https://yt3.ggpht.com/zjl31XnqplIWufuiLTzpygRH17_IKHdK2AtibxoISPkZVTJEJBMaQoOKZizKi0OSFDG11--EnDA=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.160847
UgzLvkXDdgU1iIjxGPF4AaABAg,❤,2 weeks ago,@AqsaAfzal-l4p,UCTwcNkjXjPH3gAkprzWPRIA,0,,https://yt3.ggpht.com/9cVTqfsHnEGuz37I9ie6er3_zrm4IiDhmwPyrO5w_pRlas935OznZmA7Ya2n-j79LBEBF4oxvg=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.162629
UgwYDON39AmaS6swRtt4AaABAg,Our legend is arrested 😢,2 weeks ago,@CenterRock,UCLWHo2DPouLZlN9DQ4bKwHA,0,,https://yt3.ggpht.com/RQNy6jwzhfFG4pSWObt63CmLsYf0_ykj1jgttquySNKkHpmOIcgw-KIfZ_nu7bHNarYNFeOTaQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.164135
UgyJC7FyzC7vp40Y2aJ4AaABAg,We are with you brother musibat ati rahti hai sb pr apny kamzor ni parna sb janty hn ap kitni humble honest or pakistan se pakistan ki awam se kitni mohbbat krty hn love you,2 weeks ago,@Abd-i2u3h,UC_Gi9AiGnVufgO6jMhO4ZdA,0,,https://yt3.ggpht.com/s2DUhwNO4ErVlLGzl2KhsxplQno9IxuRCIEcTfmSXkg2Z1ve9BmaPl8RGhpO7HB37FZUAxFTJ7Y=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.4602
UgyOl1WF5M2kzErrZQ94AaABAg,Ducky  Bhai I mis u 😭😭😭 please reply please please please please please please please please please please please please please please please please please please please please please please please please please,2 weeks ago,@itxleagentFF,UCopKPbJ3QbQa3GkCMxBhE9g,0,,https://yt3.ggpht.com/RNNEXieeL3oFVt6ETiL8eSi9d-bKa2L84FrykdjLqipgEW3M5TEx1rsAAWmIT2krQdyO3R7Ivw=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.461834
UgzHdxaxsy19BcbD4UB4AaABAg,Miss you ducky bhai inshallah ap jldi a jao gy 😭❤❤,2 weeks ago,@MHussain-l8d,UClnXIxe8m8D2qFOl-bu155g,2,,https://yt3.ggpht.com/ytc/AIdro_kAvXwKhF9W-758960a9XjLrXxvSdrZkX4XZl0vZ0CotMcCwuJe0HKveyMX8NMWQ9UFfw=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.463393
UgwifY3oehJ8nuZCVtB4AaABAg,"Miss you ducky bhai. Inshallah everything will sort out and you will be back! Hemlo jee sunney ko milega, oka phir sunney ko milega. Allah apko aur apki family ko apne hifzoun aman mai rakhen Ameen! ❤😢",2 weeks ago,@SciencetistJimmy,UCXsOZc0HV70Wi_n9aDDdjjA,0,,https://yt3.ggpht.com/ytc/AIdro_ld2e-rDXyyAd1Ig91izRCcrW1Jqbbknh5knGZxXRe6kNM=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.464843
UgxvV_K2b7gr2_trDwx4AaABAg,Don't worry ducky Bhai app ny pehly bhi bohat Kuch handle Kiya hy ye bhi kerlo gaye mujy yakeen hy app per.Stay relax and focus on your gaol main ten million subscribers ka wait ker rahi hoon,2 weeks ago,@AnisaTamimi-v3s,UCnZFKuE_w5HYch6L8HofbCA,0,,https://yt3.ggpht.com/ytc/AIdro_lO1bg78qyz0HR_ZIH8s5qeSfzYr9fVSd1DukOaqgMnQ42rwYpPYWufcdbL9Z9Zby0O7g=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.466264
Ugxy4MVLOShinuZzk794AaABAg,ducky will comeback inshallah soon,2 weeks ago,@Steel_edits83,UCQNhJLQLvjG_vwbom9m1fzg,0,,https://yt3.ggpht.com/_5cnVF0o9Wz4EZb48jTbkzdgcFPDrhHwxzV-ASRbw6kQny5TbDyhsOl7fdDgkEC1yk5g4BMVDA=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.467665
UgzUjkPFXgr4x7ux4cd4AaABAg,"Betting apps KO promote Karna galat hai lekin jab ye apps psl aur actors promote Karte Hain tab government KO khayal kion Nahi ata jab aik Banda iss Waja SE promote kar Raha hai ke jab psl aur bare actors Kar rahen hai Tu ye legal Hoga uss bande legal ne  samjh Kar jab promote Kia Tu government ne action le  liya  ye Kahan Ka insaf hai Saza deni hai Tu sabko do hamesha aik par zulm kion Ducky Bhai ne galat Kam Kiya hai Tu warning zarori hai without warning this is not justice 

Shame on Government 😞 
 
Stand With Ducky Bhai ❤",2 weeks ago,@Heroic_LOLs,UCYXk5hyg44HlD-K_ezEe-FA,1,,https://yt3.ggpht.com/i1Ypq7Oj_zaGzIMEfCLqTuaF-p9-rCsS7iNsLDrFA8DxOAARJqLCzA4es3qI5NsgrqswLOsC1g=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.469241
UgyGT1cvHTDDUCf-p714AaABAg,Apky vlog ka wait hy ❤❤😢😢,2 weeks ago,@Muhammadasif.026,UC6WK4NNxr-9S9IC8TRmcmlA,0,,https://yt3.ggpht.com/QZd7hd0mm1VNKczwEk4OurvzP9o0I2vAyEgaXIRxvt89LbWbzOmS_eWrbgFfd24XFgtrb_R49A=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.470647
UgwLw6IXS-Y6e69OMc94AaABAg,is ke waja sai jin logo ka loss hoa onka loss recover krao phr ise police station sai release karo,2 weeks ago,@skbhutta1,UCB5OxuflSWKlGFcti3cUpkA,0,,https://yt3.ggpht.com/VMz7Nnj5sb2gGbuG5g7O5WZ6CvZqo-8f85ElnnNsY7bjGIQe_pXeaNafrt_HvKu66fnsujsW1SI=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.47202
UgzDncY8zilXyPCrlEt4AaABAg,Ducky Bhai aap Kyon block mein dalen,2 weeks ago,@MisManzoor-d5e,UCITVrBDl3cS__J6eUhnY1lA,0,,https://yt3.ggpht.com/ytc/AIdro_mNkj4pW6jUvChG4gBzsrYlBtzdpsU-SuNMu6MPKVmDoCxY2_D05vAOfPJE2IATJUm0Sw=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.473414
UgxeL9k5O9EN7SLePxB4AaABAg,Misss you return plzzzz ducky Bhai army stand with ducky bah,2 weeks ago,@JaniMani-n2q,UCC8C6Hv0Fi8-GvXgHQgUeNw,0,,https://yt3.ggpht.com/6E06BQbreLch2k9T8kn57GMkpJC_BTiuIaHuAZv3gNuSKjyYewyw7F6RMxiqEURaTwJKBuHgmg=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.474823
UgzI26pQY5oAVnDPxCV4AaABAg,"I missing ducky bhai 😢
Love you ducky bhai❤",2 weeks ago,@Saad33376,UCCYq1u0KubxyY7l6dTVS8Sw,0,,https://yt3.ggpht.com/eOPqibUXPt2w9Fc4dBenEgD2gUA3pKpKBD19onsVJXhm05rs6oRvCQAHtqbigKQH7-QWhwXa=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.476435
UgxhFr7EzkojeIS7Xpd4AaABAg,Ducky bhai miss you😢,2 weeks ago,@Sadiq-y9k,UCqHHMzIsbI0FLu1ynrV6GkA,0,,https://yt3.ggpht.com/ytc/AIdro_kSGfJDEc-ehaGCvwnyuNBr8kfhML-Yew76Nj8hUUSrrke4-fZIU5cLYjQMy1xZcxRHzA=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.477867
UgzONOc8CXqj8sW4n2R4AaABAg,Iska YouTube ban karwado. Chandey maro isko,2 weeks ago,@bdulKareemshah_TA,UCt7N6CX-q2TsKsjFQ-fxwcA,1,,https://yt3.ggpht.com/uZ9YufiO88TcSm908lGp0UvVrGw4BGWyIlZlFSZzwtBSGFwGmpYQhtIYe9hw5vn5E5kC9JLQhg=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.479344
UgyBhRe9FyvFaotBkrx4AaABAg,Acha hogeya ye jail geya apney ghar walo kay liay aj tak kuch nhi lekar aya or kha bhi haram raha tha binomo trading kar kay haram kha raha tha acha hogeya ye jail geya lalchi paisay kay pichey parh geya tha muneeb ko agey say keh raha tha tu paper may fail hogeya hai nak katwa di purey khandan may or muneeb ka pc chupa dia isney chand paiso ki lalach may ageya or khud isney galat kam kiay or keh muneeb ko raha khud iski harkato dekho galat kam kar raha tha binomo say haram kha raha tha dosrey ko keh raha tha khud kia kar raha hai ye nhi dekh raha apney apko ghar walo ki isney nak katwa di ducky ney haram kha kay,2 weeks ago,@bdulKareemshah_TA,UCt7N6CX-q2TsKsjFQ-fxwcA,1,,https://yt3.ggpht.com/uZ9YufiO88TcSm908lGp0UvVrGw4BGWyIlZlFSZzwtBSGFwGmpYQhtIYe9hw5vn5E5kC9JLQhg=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.48076
Ugy5bAAc8OTMtiZkVOx4AaABAg,Miss you 😢bhai,2 weeks ago,@ShizalShah,UCRpldqzP9m8ZOGIMDaRy0Dg,0,,https://yt3.ggpht.com/ytc/AIdro_nuNlfceTDiBSTQUhxQ56YDJFbBu1DjRfTpJMFP6ck9D0x3tsglom8eMUA2blBLpRVU8w=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.482162
UgwfIN0azXWQM4bzEXF4AaABAg,Miss you 😢bhai,2 weeks ago,@ShizalShah,UCRpldqzP9m8ZOGIMDaRy0Dg,0,,https://yt3.ggpht.com/ytc/AIdro_nuNlfceTDiBSTQUhxQ56YDJFbBu1DjRfTpJMFP6ck9D0x3tsglom8eMUA2blBLpRVU8w=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.483543
UgwPMi0iWiTm6FYUaNF4AaABAg,Ducky bhai miss you 😢 inshallah bot jaldi wapic aaye gy ap,2 weeks ago,@ShizalShah,UCRpldqzP9m8ZOGIMDaRy0Dg,0,,https://yt3.ggpht.com/ytc/AIdro_nuNlfceTDiBSTQUhxQ56YDJFbBu1DjRfTpJMFP6ck9D0x3tsglom8eMUA2blBLpRVU8w=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.484895
Ugyyycv4DSOOMrYIyXp4AaABAg,Ducky bhai I miss you ap ka vlog ka bina khana sai sa niii khaya ha raha 😥😥🥺,2 weeks ago,@Mirzasyco1100,UCuBYJQshmiOuamZaI1sJo1g,0,,https://yt3.ggpht.com/wloDMrWi1hk_DY0eRNMDNtX01L6mXqcjGsCt_K3dfpHFgZbD55FLlvzCgIZfDV28MRXOi6uz=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.486251
UgzfeIwgeZgbBuR0aCd4AaABAg,Ducky bhai wapis a jao,2 weeks ago,@Cowlover836,UCMps1Lfk1uO8ysJ86hvM7yw,0,,https://yt3.ggpht.com/5QlkUzXxD7QCiMm588_1y2R6aE3GcLsCM2QA9fr-D8Qe6CfA-rLohUU1J61yd4xI7xpCg2E8=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.487594
Ugx3ZvNFc7tOoiDAyBt4AaABAg,Ducky bhai ke liye sab ahtajaj karo 🙏🙏🙏🙏🙏,2 weeks ago,@Shakagofficial92,UCzrsQf3S2esxcnPPOeV-61w,0,,https://yt3.ggpht.com/_f_8VXfB9TtGzuj1yzGi3qWRydLySH1BFchQWiV3tMashkjOEQthMaKyDb79RNWY9cAkdZ949OU=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.765962
UgyqaXxk8SDGuxF298h4AaABAg,Ducky bhai please come back Ham aapko bahut mis kar rahe hain ducky bhai please I miss you😢😢😢😢😢😢😢😢😢,2 weeks ago,@MukhtiyarSagar,UCK___pvh9KxtWKhfNCR2QMA,0,,https://yt3.ggpht.com/ytc/AIdro_ln-9HYXgytSDFQbDRDb_rgH6bzytH6hE2dknWeVZrk6K8go1x19Eeds3jB779sjKtoDw=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.767584
Ugzl68025byWPQu0URl4AaABAg,Ducky bhai I miss you ❤❤❤❤,2 weeks ago,@Ayyan-n9o,UClp9t3-Ni2UXJNjc5eP5Ciw,1,,https://yt3.ggpht.com/ytc/AIdro_nmtsXDHjV3vsi3WJxNLeR6_m62bNa4V324lnRtnFy0u-rpS5RDcRIx863T-hajBZ4JOA=s88-c-k-c0x00ffffff-no-rj,False,False,1756739114.770044
UgzX12ZTCKtdqgUT5LN4AaABAg,Ducky bhi miss you  inshallah jaldi wapas aae ga hamara bhai,3 weeks ago,@Abdullah-mu-t1w,UCSVXmiQRZwhV1rLLSTBqlQw,0,,https://yt3.ggpht.com/vRY1NWtKJJv0c8Y2PtW6LE32NQLgYdRYzUY3wBYyG7LdvZLg9SFl7DSVw6ixgnC99xgg0t_X3g=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.771866
UgxTA4o1sHYakVSMlhx4AaABAg,New video please fast,3 weeks ago,@Animeshort846,UCtyN6kSYGxUamlW1PhXVoFQ,0,1,https://yt3.ggpht.com/adWuyDRQipJC4TgpAeZFK_VbRGJrUQYiJ2j01fqyG9R-DS3f4IAUlpz9-7AlLwn95tiQOhI3=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.773628
Ugz_Y-sNINKYLwvOaDF4AaABAg,May iska supporter nhi pr isky sath ghlat ho rha ha ⚖️,3 weeks ago,@worldbusinessclass999,UC_yk-xxwExRP4ilN11YMq2g,0,,https://yt3.ggpht.com/ytc/AIdro_lyar8clCV6rhCLJ0Df5DuimFDmyEvBPCVQf0O3iXiBLs-Y-qcbl5rDlLfqiJtumQDsxA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.775306
UgwRZJzZKaCWtQx64G14AaABAg,miss you  saad bhai 😥😭🥺,3 weeks ago,@Awan_workshop,UC0HugOeDdn0ioe558-7KOvQ,1,,https://yt3.ggpht.com/bMSZcID4dbogT6kEnLgFxwdaQJPQBNx5hsXoXNZffF4sINwLWBWtTFFe2sE3E1y7LmqwknTe2g=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.776979
UgwIwPvru3qnw_IfnR94AaABAg,Ap Ka vlog dekhna h,3 weeks ago,@MazzRashid,UCLGpPAFgO3D8HAezId-FM8Q,0,,https://yt3.ggpht.com/ytc/AIdro_mNkj4pW6jUvChG4gBzsrYlBtzdpsU-SuNMu6MPKVmDoCxY2_D05vAOfPJE2IATJUm0Sw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.779377
UgwP8y1uUwoT_EQ4g7l4AaABAg,Duckybhai isabest ❤❤❤❤🎉🎉🎉🎉😊😊😊😊tantion nai Lana,3 weeks ago,@AccountsMXMExhibitions,UCHclYYTcWuFOhSrx1gM2igQ,0,,https://yt3.ggpht.com/TkhiBaUWMr5XB3eLj7pu_8EWlijeXPAVhsacxBhlP3o8zutuA85_ljX0Q5g3_E11zHkOW7cX=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.781093
UgzLsdV7WjfxcgZit3l4AaABAg,Miss you,3 weeks ago,@MazzRashid,UCLGpPAFgO3D8HAezId-FM8Q,0,,https://yt3.ggpht.com/ytc/AIdro_mNkj4pW6jUvChG4gBzsrYlBtzdpsU-SuNMu6MPKVmDoCxY2_D05vAOfPJE2IATJUm0Sw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.782826
UgywuCKVplDHKx-1fSV4AaABAg,Really miss you 😢😢😢,3 weeks ago,@saeedUllah-e5b,UCp-oFpupwT0F9R17XQ2BSiQ,0,,https://yt3.ggpht.com/ytc/AIdro_kBaLKHgYOV8Uyysf7zywS7hDHzAkrPWzxtIuRy_UWHFRIUUAzOaUonVlmd6QtmclGU0w=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.78451
UgyqzR8zDdzv1JxiXxd4AaABAg,Miss you 😢😢,3 weeks ago,@saeedUllah-e5b,UCp-oFpupwT0F9R17XQ2BSiQ,0,,https://yt3.ggpht.com/ytc/AIdro_kBaLKHgYOV8Uyysf7zywS7hDHzAkrPWzxtIuRy_UWHFRIUUAzOaUonVlmd6QtmclGU0w=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.786169
Ugz9huZLVo4gBsq-gL54AaABAg,Ducky bhai come back,3 weeks ago,@bariraafzaal9867,UCEy1XuYjZNLBTbl7z-keQ3Q,1,,https://yt3.ggpht.com/ytc/AIdro_n17eVS6yOwSEgbNTgXc4n9JeOKRE9MMEESD8Bfcg_tgLUU3ZPzBmNs64A-tbv0zyDUoA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.787729
UgyiJ6UT2CDysgTZdtt4AaABAg,Yar vlogs nh arha din nh guzarta ducky bhai miss you ❤,3 weeks ago,@AreejUsman-o5j,UCh97toANVT2fpJuDtNC0g9g,1,,https://yt3.ggpht.com/ytc/AIdro_mIq3VHfPUrGhS9seKsJqeGzc2vC6doz0-nM2OENLkRxafGhMnaFzOjB0stCwcIPBngbw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.789388
Ugw7ScqtknN6elsK3td4AaABAg,Where are you ducky bahi,3 weeks ago,@Umer-j3f,UC7dSjcZPLx6xBnHzcDU1IsQ,0,,https://yt3.ggpht.com/ytc/AIdro_m4XQh37scz-jWCJJ91gqcuAm2LmL6azzBN9L6aE2fAx7SdTY9xj1PyaY3354h9OubQow=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.791085
UgwIqaU-EHRIVf3mGBJ4AaABAg,Ducky bhai میرے وس نی ہے اگر میں کچھ ہوتا تو اپ اج جیل نا ہوتے  انشاءلله اہے گے ایک دن ❤❤❤❤,3 weeks ago,@HumTumTvHD,UCMdRgDN9y2UJTiOZGLUNwDQ,1,,https://yt3.ggpht.com/yIr96LHpILJ_IC9B7sNit8HAGUTGWlPuIYMwU5-1f7aIXt1DATnO18lEC5oxomHlOkS1xcjk=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.792681
Ugz1aZSILPa9WTunCe54AaABAg,Ducky bhai😢😢😢😢,3 weeks ago,@HumTumTvHD,UCMdRgDN9y2UJTiOZGLUNwDQ,2,,https://yt3.ggpht.com/yIr96LHpILJ_IC9B7sNit8HAGUTGWlPuIYMwU5-1f7aIXt1DATnO18lEC5oxomHlOkS1xcjk=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.794227
UgyHavswVXdKp8zAmFl4AaABAg,"A few years ago I bought a Birkin bag and take it with me everywhere I go. I worry about it getting stolen or damaged, so I'm worried when I go out. I was tired of this mental burden, so I bought the  :yt: kisluxs :yt:  bag.",3 weeks ago,@MattersonSumlar,UCtszSoOgP7_gJxb_X9tc9Jw,0,,https://yt3.ggpht.com/n3SyfZyq0TKF-yVxUrDPARdxLrmRhmwKDjuYu5pzNtGb_gDOB2RslWp0iALYgNlHL3i0bI7ZKYI=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.795739
UgzJPs9qoEq4GiCFHCt4AaABAg,Ducky bhai ka 9 million jaldi sa karo sab 😢,3 weeks ago,@Herobrinetutorial,UCnZ90rbxhTXu7RQE36BnFlw,1,,https://yt3.ggpht.com/vzgeFbYlEGzcI2Y8gcN8tatJXuiDf6dwWeRvSWa4O69BWt5sm8zx1W0kIpd1QGCxW9ioeto_=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.79733
UgwnS5zv5fPUkYFeGgt4AaABAg,Ducky bhai Allah Hafiz main marne wala Mera comment jarur padega,3 weeks ago,@MuhammadSalehRazzaq,UCSDT4eG9XXlLAM6l-4NtGJA,0,,https://yt3.ggpht.com/nbvb7Dv7VQQm7i-V1tgYaqZXplkm44PaU69BIi8HhHxZaKDLwWgzRJAURCl_zt8Ki4vMI3B-Y5I=s88-c-k-c0x00ffffff-no-rj,False,False,1756134314.798947
UgxTA4o1sHYakVSMlhx4AaABAg.AMFZ_Vg7AcTAMGEE9wotwr,He is arrested video kase aaye gu,2 weeks ago,@YasirTech,UC1LStwkG6N1u7klCwNOZpPw,0,,https://yt3.ggpht.com/ytc/AIdro_n8u6T-VKG3BSDTGP_lz3hKRU7ptgFhWrdlGRXMnlH5Dzk=s88-c-k-c0x00ffffff-no-rj,False,True,1756739114.991521
UgyZY4zo68XlTAQ8_ph4AaABAg,sab last video pr comment kro we spourt ducky bhai hum sath hain apky apko kuch bi ni ho ga,3 weeks ago,@ziddigaming3327,UCHNU-ACQ_0LRWt0BaA6CpSQ,0,,https://yt3.ggpht.com/bv0DNHH4qAZo6MjQqcXdnBAGFVTJml-32hZNrgJQTtSJepd-KYDElUH4wjrSA1Dgn9bGh7Pk=s88-c-k-c0x00ffffff-no-rj,False,False,1756134315.284048
Ugy8RMUeX5dfXZEUpfR4AaABAg,I  am Missing you bhai😢😮‍💨😢🥹🥺,3 weeks ago (edited),@AminAli-l3k,UCtZr4dV7QNhvVjOp_dkpvMg,0,,https://yt3.ggpht.com/ytc/AIdro_li0yM6cYLIOWjD11MRFrJBTyO1UpGuxl0HXyI_Shaix_AohWC1X6iVYA2plRVEmtsyaw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134315.285645
UgyBiMz0EvdnHT5-rUB4AaABAg,is vlog kay baad bhai ki fielding lag gayi,3 weeks ago,@AbdulRehman-wc6sv,UCLgdLQo6vYKg7qdAk1zugEg,1,,https://yt3.ggpht.com/ytc/AIdro_n0P3r2dt_xOW7IMpld2RrxGBWw0u14CCrewTD_k6rGgh-rAJJjEjQc9tcAQhDqX28vZA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134315.287103
UgywzvD3EsrBP0-aggV4AaABAg,Bhai essa comeback do kay in sare logo ki phat kay 4 ho jae dika do kon hai ducky bhai,3 weeks ago,@muqaddasramzanrehmani,UCe51K7yZLUYXL1b-vWc_lGg,0,,https://yt3.ggpht.com/8GWBiKL8-BU5HLj5xzxiVmQ9dB67Tj6nnUynY16LAD1uEjfBOPFJ0XFmkYu2x9mXcIclgRjr=s88-c-k-c0x00ffffff-no-rj,False,False,1756134315.288512
UgzpUtidMFGBGfvBQmx4AaABAg,Ducky Bhai ko 9 million kr dety hain ducky Bhai ka lia surprise 😢😢,3 weeks ago,@phophojii-t8g,UCqdyDalqxIgHmpwBzDc22Ag,5,3,https://yt3.ggpht.com/XuU5LyoBPcm5ojzUumMtSc4kDLDRlxeBG6U1xOl26FSVBseDJBzkfSAr2SrEU6vvdZxTQzZYAEs=s88-c-k-c0x00ffffff-no-rj,False,False,1756134315.289857
UgwJiVHwIt5KQ1sliIh4AaABAg,We miss you from 8 days,3 weeks ago,@DekhoSuno99,UCEgZDA6ALgIKFWEdTik_v4Q,0,,https://yt3.ggpht.com/4iVAQrEA1lVPVx6TNQ-VCpS1pMKd7hlARowUqQvByyp_Eswq9tLV38y3JOerdwKeb2HR1FEYy1Y=s88-c-k-c0x00ffffff-no-rj,False,False,1756134315.291321
