app,lang,content,score,detected_lang,sentiment
FoodPanda,en,salamat po,5,tl,positive
FoodPanda,en,scammers,1,it,negative
FoodPanda,en,nice one,5,pl,positive
FoodPanda,en,လုံး၀သုံးလို့မကောင်းသောappပါ codeတွေပေးထားပြီးတခုမှသုံးမရဘူး,1,unknown,negative
FoodPanda,en,ভালো প্রোডাক্ট।,5,bn,positive
FoodPanda,en,"masyadong mahal delivery fee, nagiiba",1,tl,negative
FoodPanda,en,"অ্যাপটা ভালো লাগে। খাবার অর্ডার করা সহজ, অনেক রেস্টুরেন্ট থেকে বেছে নেওয়া যায়। অফার আর ডিসকাউন্টও বেশ কাজে আসে। ঘরে বসে খাবার পাওয়া সত্যিই সুবিধা।",5,bn,positive
FoodPanda,en,အဆင်ပြေပါသည်,5,unknown,positive
FoodPanda,en,fast delivery ..,5,da,positive
FoodPanda,en,bohat hi faltu app hai inke reider jahil.h bilkul,1,no,negative
FoodPanda,en,worst ever service. agr rain ki waja se service mai masla hai to order na le. ek restaurant se order kya jo 10 minute k distance per tha usse order abhi tk nahi aya or payment bhi process hogai 1.5 hour hochuke hai,1,en,negative
FoodPanda,en,h uzaifa. f fg,5,sw,positive
FoodPanda,en,worst,1,af,negative
FoodPanda,en,good app,5,cy,positive
FoodPanda,en,great application excellent 👍,5,fr,positive
FoodPanda,en,০১৯৭৭৩৩৯১৩৫,4,bn,positive
FoodPanda,en,bakit inalis nyo po yung cancel order??this is the 3rd time na halos 1hr na kami nag aantay ng order kasi wala nag accept na rider..nalipasan na kami ng gutom,1,tl,negative
FoodPanda,en,very nice aap,5,cs,positive
FoodPanda,en,"baal er app, first order er code kaaj kore na, sob conditions manar poreo",1,da,negative
FoodPanda,en,outstanding,5,af,positive
FoodPanda,en,good service,3,hr,neutral
FoodPanda,en,i didnt expect n makakatipid ako... im happy kasi.naka discount ako ng malaki..,5,tl,positive
FoodPanda,en,very bad app .. bkash theke hotat kore 99 taka kete cilo . but kiser jonno taka katche tara nijerai jane na 🙂,1,hr,negative
FoodPanda,en,bahut acchi hai kababji is per,5,id,positive
FoodPanda,en,achi app hy late night kuch v order kar sakta hy banda,5,sv,positive
FoodPanda,en,best foodie app,5,af,positive
FoodPanda,en,very good app i like it 🙂,5,af,positive
FoodPanda,en,good 👍 👍 tv,4,hr,positive
FoodPanda,en,tunggu oder nak dekat 2 jam ea hahahahahah,1,id,negative
FoodPanda,en,kuch nhi,4,vi,positive
FoodPanda,en,jab kuch mangwana hota tab unavailable hota faida nhi thora sa tou apni application dekho problem q kr rahe,1,et,negative
FoodPanda,en,paldo for sure,5,pt,positive
FoodPanda,en,bekaar hogai he app rate se zayda boht zayada charg kar rahe he,1,nl,negative
FoodPanda,en,ap humari tarf panda mart ki delivery bhi start kara aur zada restaurant bhi nhi ata humari tarf pls is par kaam kara thanks,5,id,positive
FoodPanda,en,জীবনে কোনদিন যদি না খাইয়া থাকা লাগে তাও ফুডপান্ডাতে অর্ডার করবো না। মানুষের কষ্টের টাকা কিভাবে হাতিয়ে নেয়া যায় তা পিএইচডি করে রাখসে।,1,bn,negative
FoodPanda,en,great..!!,4,ro,positive
FoodPanda,en,traffic tfff6gy g fr.r,5,cy,positive
FoodPanda,en,no good,1,so,negative
FoodPanda,en,你們是在搞什麼東西啊？我訂單18：23送出，app一直顯示訂單正在製作，從顯示等待70分鐘到剩30分鐘，期間我都有進app確認進度。19：14才發簡訊跟我說外送員沒有，就直接取消我訂單，我當下查app突然就變18：23已取消，讓我們全部人等一個小時才跟我說取消，是在搞笑？,1,ko,negative
FoodPanda,en,ကောင်းတယ်။,4,unknown,positive
FoodPanda,en,ut kk typp hi r kkr y loo ytv aa,3,no,neutral
FoodPanda,en,doesnt refund your payment now. keeps getting worse,1,af,negative
FoodPanda,en,user ako since 2025 5 star kasi sooo good,5,hr,positive
FoodPanda,en,bulok,1,tr,negative
FoodPanda,en,great 👍👏😊,5,ro,positive
FoodPanda,en,santo vai,5,lt,positive
FoodPanda,en,low bery liw,1,pl,negative
FoodPanda,en,superb,5,id,positive
FoodPanda,en,sooferrr convient,4,es,positive
FoodPanda,en,pangit ng app nyo. sobrang lag at delayed. hindi tulad ng dati. 0 star for me. 👎,1,tl,negative
FoodPanda,en,"cancel last minit, bagus mati jkla",1,ca,negative
FoodPanda,en,ok ok,4,sk,positive
FoodPanda,en,ang bagal ng delivery! multiple deliveries sa isang rider? walang kwenta,1,tl,negative
FoodPanda,en,i like this app,5,sq,positive
FoodPanda,en,poor apps,1,nl,negative
FoodPanda,en,harga delivery mahai nak mamposs baik beli kt kedai jeer delivery lagi mahai dari harga barang,1,id,negative
FoodPanda,en,worst experience with foodpanda.they are total fraud.my order was cancelled but they didn't refunded me the amount.even the restaurant and rider was involved.please avoid these scammers.never going to use foodpanda again,1,en,negative
FoodPanda,en,exilant,5,es,positive
FoodPanda,en,the biggest frauders,1,da,negative
FoodPanda,en,"m.i...................m...............................m........,.......k..........m..........",5,lt,positive
FoodPanda,en,nag top up ako 200 sa panda pay pero di pumasok sa account ko,1,tl,negative
FoodPanda,en,good service🥰🥰🥰🥰,5,hr,positive
FoodPanda,en,fantastic app 💫💫💫💫💫,5,it,positive
FoodPanda,en,gooood,5,so,positive
FoodPanda,en,bhut muskhil ha,3,et,neutral
FoodPanda,en,gud job,5,so,positive
FoodPanda,en,ordr pick up krñe ni gay tu refund de hram k paise ni h jb ordr rcv ni 498 wapís de mere😡😡😡,1,sk,negative
FoodPanda,en,better,3,no,neutral
FoodPanda,en,good 😍,5,so,positive
FoodPanda,en,amazing 🤩🤩🤩,5,sw,positive
FoodPanda,en,awsome,5,cy,positive
FoodPanda,en,orang dah bayar makan korang pergi cancelled.. lepas tu customer nak duit balik kena tunggu 14hari..lancau punya company,1,id,negative
FoodPanda,en,excellent 💯👌,5,ca,positive
FoodPanda,en,harga cod gile babi,1,so,negative
FoodPanda,en,"panget ka bonding yung tipong expected mo may laman pa yung pandapay mo dahil my cashback ka ng last order mo, tapos pag tingin mo ngayon kinuha din nila dahil my expiration lang pala yun hindi ko manlang nagamit. anong silbi ng pa cashback ninyo my expiration lang din pala.",3,tl,neutral
FoodPanda,en,maraming rider na magnanakaw sa apps nyu..kawawa kaming mga crew sa rider nyu ang lalaki nang nananakaw nila... palaging panda nang bobomba.. kawawa kami sa inyu...,1,tl,negative
FoodPanda,en,very nice 🙂💯💯,5,cs,positive
FoodPanda,en,please bring dark mode,5,da,positive
FoodPanda,en,maarte mga riders kinakansel order kapag di trip yung location ng pagddeliver-an korni,1,tl,negative
FoodPanda,en,গুষ্টি চুদি,1,bn,negative
FoodPanda,en,aplikasi penghantaran makanan dan barangan runcit atas talian yang sangat mudah digunakan. perkhidmatan yang baik.,5,id,positive
FoodPanda,en,food papa se acha hai,5,en,positive
FoodPanda,en,আমি ডাউনলোড করার পর আসসে না কেন হঠাৎ কেন সমস্যা হইলো,5,bn,positive
FoodPanda,en,putang ina scam yung voucher di makapag order!!!!! kupal talaga kumpanya ng panda!!!!,1,tl,negative
FoodPanda,en,not usable,1,ca,negative
FoodPanda,en,some food panda riders are neat and clean.also they are very approachable.,5,en,positive
FoodPanda,en,জামায়াতে ইসলামী কে ভোট দিবো এবার।,5,bn,positive
FoodPanda,en,环宇的婚前婚后所有性行为环节提要和性生活简要管制和惩治办公室行政主席铢麟也是世界高级彩妆设计师和瑜珈课程导师晓得严惩浙宁波鹹湿夫妇之间摩擦…………国务院央视网站上公布，肤色不同的做爱事件录播站棕榈色站长蛛霖描述人造謠泳池水源，环宇历来的死亡破解政府行政首长珠麟（她是政府最高行政警官）结论~随着时间倒流，一串串人之卵子形成永久化石并断绝了死人和死亡出现。警察级别明显落差。泳池水源，环宇历来的死亡破解政府行政首长珠麟（她是政府最高行政警司）结论~随着时间倒流，一串串人之卵子形成永久化石并断绝了死人和死亡出现。警察级别明显落差。泳池水源，环宇历来的死亡破解政府行政首长珠麟（她是政府最高行政警长）结论~随着时间倒流，一串串人之卵子形成永久化石并断绝了死人和死亡出现。警察级别明显落差。,3,zh-cn,neutral
FoodPanda,en,best food and fast delivery,5,da,positive
FoodPanda,en,বিদেশ থেকে দেশে অর্ডার অপশন নেই। ঈশ্বরদী পৌরসভার মধ্যে আজকের মধ্যেই কেক ডেলিভারি করতে হবে,1,bn,negative
FoodPanda,en,missing item ng mcdo ay larges fries 114 pesos pero nung nireport sakanila ang nirefund lang 79 pesos??? nakakawala ng tiwala pag naubos lang laman ng balance ko uninstall ko kayo at never never never na ako mag oorder sainyo!!!,1,tl,negative
FoodPanda,en,awful experience,1,ro,negative
FoodPanda,en,good in hunger,3,af,neutral
FoodPanda,en,worst service. order hi place nahee hou rha💩,1,nl,negative
FoodPanda,en,এই এই অ্যাপটি একটা মাদারবোর্ড অ্যাপ আপনার অনুমতি ছাড়া ফ্রি সাস্ক্রিপশন ইউজ করার বাহানা দিয়ে আপনার বিকাশ থেকে অটো পেমেন্ট কেটে নে যেটা আমার সাথে হয়েছে এমনকি আমি তাদের সাথে কথা বলে হট লাইনে কোন সুন্দর সমাধান পাইনি। যে বা যারা ব্যবহার করবেন সবাইকে সতর্কতার সাথে ব্যবহার করার জন্য অনুরোধ করা হলো।,1,bn,negative
FoodPanda,en,like this,5,sq,positive
FoodPanda,en,ddd dhaka two free,2,so,negative
FoodPanda,en,rider cancel order lepas tu tak dapat refund.. rugi duit macam tu ja..,1,ca,negative
FoodPanda,en,not inappropriate services,1,it,negative
FoodPanda,en,bakwas app ha jisma late delivery ha jab ap paid order karta ha to deliver pora 1:30min time ka bad b nahi ati baqwas no contact kar sakta restaurant or rider battameez hota ha,1,id,negative
FoodPanda,en,terrible app,1,fr,negative
FoodPanda,en,♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,5,unknown,positive
FoodPanda,en,excellent 👍,5,ca,positive
FoodPanda,en,"i ordered food using this app, i used my card to pay for it. the restaurant did not have one of the items in my order, my order was cancelled and my money was never refunded. the helpcenter is full of fraudulent people.",1,en,negative
FoodPanda,en,bad experience,1,es,negative
FoodPanda,en,foodpanda babi menipu orang skrg kfc dia tulus cas bekas rm2.99 apa benda menipu lah. kfc tk pernah cas bekas lah wahai food babi panda,1,id,negative
FoodPanda,en,sbsa bekar service ha 2 ghnta sa oder ka wait keya ha rider bolta ha bike khrb ha hm yhn pagal betha hain...,1,id,negative
FoodPanda,en,worst kind of delivery rider!,1,af,negative
FoodPanda,en,good!,5,so,positive
FoodPanda,en,siam mollah,5,id,positive
FoodPanda,en,awesome 👍😎💯,5,af,positive
FoodPanda,en,ambaba nang fare nang mga rider mo kawawa sayo,1,tl,negative
FoodPanda,en,makatulong sa pamilya,5,tl,positive
FoodPanda,en,just fine,5,et,positive
FoodPanda,en,exellent work,5,nl,positive
FoodPanda,en,i love food panda 🐼😋,5,hr,positive
FoodPanda,en,সার্ভিস ভালো তবে মাঝে মধ্যে রেস্টুরেন্ট থেকে ২ নম্বরি করলে একশন নেন না।,5,bn,positive
FoodPanda,en,ayaw gamana pag may voucher tas pagbalik ayaw na tanggapin yung voucher. magbbigay voucher ayaw nman ipagamit. tsk tsk,1,tl,negative
FoodPanda,en,great app i have ever installed😃 very good delivery 🫡👍🏻,5,no,positive
FoodPanda,en,5 star dahil sa discount haha thanks,5,id,positive
FoodPanda,en,need more voucher pls,4,nl,positive
FoodPanda,en,useful app,5,ro,positive
FoodPanda,en,dei သမားတွေက service ကောင်းတဲ့လူလဲရှိသလို service ညံ့ဆဲ့လူလဲရှိပါတယ် dei သမားတွေကို service ကောင်းကောင်းပေးတတ်အောင်သင်ကြားပေးပါ,5,unknown,positive
FoodPanda,en,great app!,5,sv,positive
FoodPanda,en,great experience,5,ro,positive
FoodPanda,en,😔❤️😭😄🙏,3,unknown,neutral
FoodPanda,en,nice 👍🙂,5,pl,positive
FoodPanda,en,fazool tareen app hai band ho jani chaiy ab .,1,sw,negative
FoodPanda,en,uninstall kr rahii hu me is app ko fazool ha mngwau kuch ata kuch h order kisi restaurant ka hota ly kahi aur se aaty kuch bhi utha k,1,sv,negative
FoodPanda,en,good servis🥰,5,hr,positive
FoodPanda,en,best ever,5,da,positive
FoodPanda,en,way pulos,1,tl,negative
FoodPanda,en,best app 👍,4,no,positive
FoodPanda,en,নাইস,5,bn,positive
FoodPanda,en,late delivery,1,da,negative
FoodPanda,en,dmakmak,1,id,negative
FoodPanda,en,so far so good..,4,so,positive
FoodPanda,en,shob chaite baajhe app payment system app theke change kore jayna even helpline gadha ora kichu jane na,1,nl,negative
FoodPanda,en,excellence,5,fr,positive
FoodPanda,en,salamat 😊,5,tl,positive
FoodPanda,en,waqas,5,so,positive
FoodPanda,en,loveeeeee,5,nl,positive
FoodPanda,en,order already paid but the food never reach me..bila pegi ke kedai tanya owner cakap foodpanda problem cancel order..tp duit dah bayar..mana pegi duit yg dibayar tu masuk??,1,id,negative
FoodPanda,en,ma pasmo ta sa ka dugay ma deliver mahal pa ang delivery fee!....,2,tl,negative
FoodPanda,en,wave နဲ့လည်း ရှင်းလို့မရတော့တာကို wavewknd တွေက အမြဲချပေးနေသေးတယ် wave နဲ့ ပြန်ရှင်းလို့ရအောင်မလုပ်ကြတော့ဘူးလား operation centre နဲ့ စကားပြောလည်း တိကျတဲ့အဖြေကိုမပေးနိုင်ကြဘူး စိတ်ပျက်ဖို့ကောင်းတယ်,2,unknown,negative
FoodPanda,en,raat k time khana ponchne or pait bhar k sone or bachon ki khushi pori karne par ap ka shukrai,5,sq,positive
FoodPanda,en,fraud app. automatically total increases when you checkout just before your eyes lol 🤣,1,en,negative
FoodPanda,en,good ap,5,cy,positive
FoodPanda,en,👍🏻 supperbb,5,it,positive
FoodPanda,en,not refundable,1,no,negative
FoodPanda,en,nice 👍👍👍👍,5,pl,positive
FoodPanda,en,wounderful,5,de,positive
FoodPanda,en,"wala kamh makitang ibang vendor nasa dulo kami ng area zone di ka man makapili ng ibang vendor tatatlo lang pag pipilian mo, nag updated pa kayo ng area kung di rin pala makakapili ng vendor.",1,tl,negative
FoodPanda,en,best app,5,fr,positive
FoodPanda,en,অনেক ভালো অনেক অনেক অনেক অনেক ভালো অনেক ভালো অনেক সুন্দর অনেক সুন্দর অনেক ভালো খাবার ভালো খাবার বাড়িতে বসে অনেক খাবার অর্ডার করা যায় আহা এত শান্তি খাবার কে চাঁদপুরে ভর্তি হয়ে যায়,5,bn,positive
FoodPanda,en,friendly user..,5,da,positive
FoodPanda,en,terbaik,4,id,positive
FoodPanda,en,অনেক ভালো,5,bn,positive
FoodPanda,en,laging walang panukli mga driver huhu,3,tl,neutral
FoodPanda,en,napakabagal ng delivery. kahit naka priority ako. wala pang in-app support chat. wala fin cancel button. 5pm palang naorder na 6:30pm na walaparin,1,tl,negative
FoodPanda,en,ভালো লাগে,5,bn,positive
FoodPanda,en,"it's always you wanted to buy more and more then if not it's unavailable some food restaurant, di sya maganda mabilis lang sa delivery pero gusto nilang gumastos ka para maging available lahat ng restaurant na gusto mong bilhan di friendly kase di ka makakatipid dito👎",2,tl,negative
FoodPanda,en,"ya app ""pirmahal"" ma hi launch kro yaha boht log abroad gay hn sai chly gi",5,tl,positive
FoodPanda,en,minsan may kulang na delivery pero overall good naman,3,tl,neutral
FoodPanda,en,ang bagal ng service,1,tl,negative
FoodPanda,en,fast delivery,2,da,negative
FoodPanda,en,walang nalabas na foods sa lugar namin. kainis.,1,tl,negative
FoodPanda,en,outstanding 😊,5,af,positive
FoodPanda,en,এক ডেলিভারি ম্যানকে দিয়া একই রুটে ৪-৫ টা ডেলিভারি করায় তাও আবার ডেলিভারি ম্যান হেঁটে হেঁটে ডেলিভারি করে!!!! ৩৫ থেকে ৪০ মিনিটের মধ্যে যে ডেলিভারি আসার কথা সেই ডেলিভারি করে পৌনে দুই ঘন্টা- ২ ঘন্টা পরে করে!! খাবার কাগজের প্যাকেটে পোতায় আর রুচিকর অবস্থায় থাকে না। ডেলিভারি ম্যানের কোন দোষ নাই। ওকে যেভাবে ইন্সট্রাক্ট করা সেভাবেই তো করবে। যেখানে আমি নিযে গিয়ে ডেলিভারি আনলে সময় লাগতো ৩০ মিনিট আর ওইখানে এপে 2 ঘন্টায় পরে দেখায় কার্বন ফুটপ্রিন্ট নাকি কমতেসে কারণ ৩জনকে একসাথে ডেলিভার করতেসে!! ridiculous!!,3,bn,neutral
FoodPanda,en,bad experience,1,es,negative
FoodPanda,en,good 👍,5,so,positive
FoodPanda,en,"yung code hindi na send, unang beses palang ako gumagamit ng app",1,tl,negative
FoodPanda,en,ghtiya app fraud baz hmary paisy ho wapis ni krty kehty hain wait kryn fraud 😡,1,cy,negative
FoodPanda,en,"app kurang ajar..kita tengah typing,dia endednye chat.",1,id,negative
FoodPanda,en,walang refund nung na double yung order punyeta mga mukhang pera,1,tl,negative
FoodPanda,en,"sa limang order ko, tatlo dun kulang kulang. minsan sa vendor pero minsan di ko alam kung yung rider ba. ayoko naman mag bintang pero sa totoo lang medyo nakakainis na po.",1,tl,negative
FoodPanda,en,trash,1,sq,negative
FoodPanda,en,penghantaran lambat sangat,1,id,negative
FoodPanda,en,it's tasty,5,fi,positive
FoodPanda,en,it's amazing app,5,tl,positive
FoodPanda,en,as salam alaikum. me koi bhi chizzz order karta hi bhot bakwass hi ate hn. bad experience raha abhi 10 mnt peh buffer zone lucky fastfood se club sandwich 🥪 or kiya bilkul kache. likh sahibhai crispy club. ase lgraha jaise kisi murda insan ko khana hai. material bhi poora nhi buss halka halka sb kuch chipka k bhjdiya. or yaha tkke club sandwich me egg bhi nhi dala bol rahe hn tawa thnnda tha. or late hota. isliye ase hi bhjdiya. jaise customer k paise inko haram k lgta sharm,1,id,negative
FoodPanda,en,very convenient 💯,5,fr,positive
FoodPanda,en,nice experiences at all..,3,ca,neutral
FoodPanda,en,it is a scam. they do not refund even if you did not receive your order. totally fraud,1,en,negative
FoodPanda,en,mantul,5,id,positive
FoodPanda,en,kerja jadi cepat dengan ada foodpanda. good service,5,id,positive
FoodPanda,en,app sial ni buat refund memang tak dapat ke kemak betul,1,id,negative
FoodPanda,en,so good 😊,5,so,positive
FoodPanda,en,so late delivery,1,it,negative
FoodPanda,en,"fraud alert foodpanda (chor) i ordered from kababjees using a pkr 3,000 voucher. the rider marked it delivered but i never got my order. no rider contact, no support help. huge inconvenience and loss! kindly refund my money or resolve this urgently, i will have no choice but to pursue this matter legally and file a case against foodpanda. order #llqc-2535-r5uu date on 27-aug 15:34",5,en,positive
FoodPanda,en,ilulure ka lang bila sa promo codes pero hindi totoo. sobrang daming promo na naka post sa app ng food panda pero pag dating sa checkout wala kang mapaglagyan ng discount code na pinagsasasabi niya. minsan naman pag nilagay mo sasabihin code invalid sa hndi sasabihing dahilan. ilulure ka lang nila sa promo pero hnd totoo at dahil andun na ung dopamine mo sa gusto mong pagkain itutuloy mo na. . f.u foodpanda mukang pera mayari at marketing team,1,tl,negative
FoodPanda,en,good 👍 cepat dn panntas,5,id,positive
FoodPanda,en,bedt,4,da,positive
FoodPanda,en,"food panda waly chor hain, never order your food by foodpanda, market me or bh competitors hain pr food panda fraud krt hai customer me sath, mene aj apna order dya food ka jiski payment 3000 mene voucher se ki thi, but wo mera order foodpanda wala rider lekr bhag gya, or usny application me delivered mark kr dya, chor ke bachy hain ye, or mazy ki bat foodpanda me rider ki koi information nh ati even ke rider ka number bh show nh hota, mera order# llqc-2535-r5uu time 27-august 15:34",1,en,negative
FoodPanda,en,perfect,5,ca,positive
FoodPanda,en,order cancel,1,es,negative
FoodPanda,en,not bad,5,tl,positive
Careem,ur,بہت بہترین سروس تھی لیکن اب ختم ہو گئی,5,ur,positive
Careem,ur,v good service,5,sl,positive
Careem,ur,اپ کی بھی سروس اچھی تھی,5,ur,positive
Careem,ur,ماشااللہ,4,ur,positive
Careem,ur,بہت اچھا,5,ur,positive
Careem,ur,ایکسیلینڈ,5,ur,positive
Careem,ur,ان رائڈ سے بہت اچھا ہے,5,ur,positive
Careem,ur,کریم زبردست ہے,5,ur,positive
Careem,ur,بہترین۔ میرا لاہور اور کراچی میں بہت اچھا تجربہ رہا۔۔,4,ur,positive
Careem,ur,بہت. اچھی. ہے,5,ur,positive
Careem,ur,بہت پرسکون ہے,5,ur,positive
Careem,ur,کریم والیٹ میں رقم جمع کرانے کا واحد طریقہ کریڈٹ یا ڈیبٹ کارڈ کا ہے۔ جبکہ اکثر کریڈٹ کارڈ اس طرح رقم بھیجنے سے انکار کرتے ہںبں بشمول ایزی پیسہ اور جاز کیش۔ اگر ایزی پیسہ یا جاز کیش ایپلیکشن سے رقم جمع کرانے کی سہولت دستیاب ہو جائے تو اس ایپ کے استعمال میں بہت آسانی ہو سکتی ہے۔,3,ur,neutral
Careem,ur,good 👍👍👍,5,so,positive
Careem,ur,اوکے,4,ur,positive
Careem,ur,company is fraud and app is least user friendly.,1,en,negative
Careem,ur,nice but car ki halat thek nahi hoti,3,en,neutral
Careem,ur,میرے لیے بہت اہم ہے,5,ur,positive
Careem,ur,بہترین سہولت ھے عوام کیلۓ,5,ur,positive
Careem,ur,gr8 سروس,5,fa,positive
Careem,ur,🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰nice,5,unknown,positive
Careem,ur,زبردست ok,5,fa,positive
Careem,ur,نہایت عمدہ سروس ہے,5,ur,positive
Careem,ur,اردو نظام سے مطابقت نہیں,2,ur,negative
Careem,ur,ماشاء اللہ بہت اعلیٰ اللہ تعالیٰ آپ کو جزائے خیر عطاء فرمائے آمین,5,ur,positive
Careem,ur,بہت ظالم,1,ur,negative
Careem,ur,lanat.tuyad.palce.ta,1,tl,negative
Careem,ur,feel better,5,no,positive
Careem,ur,very nice 👍,1,cs,negative
Careem,ur,کریم ایپ اچھی ہے مگر اس میں آ ڈی بنانے کے بعد جوپاسورڈ مانگتا ہے وہ آ گے نہیں جاتاہے مہربانی فرما کر اس کو درست کرے,3,ur,neutral
Careem,ur,کریم میں اردو زبان کا اندراج کیجئے,5,ur,positive
Careem,ur,بہت عمدہ ہے,5,ur,positive
Careem,ur,awsome,5,cy,positive
Careem,ur,بہت اچھی سروس ہے,5,ur,positive
Careem,ur,سیف اور اعتمادی ادارہ کسٹمر کیلئے,2,ur,negative
Careem,ur,ap taxi,5,ca,positive
Careem,ur,آہستہ مگر کام کرتی ہے,3,ur,neutral
Careem,ur,اردو لینگویج سلیکشن میں نہیں ہے۔ شامل کریں۔,3,ur,neutral
Careem,ur,naic,5,tl,positive
Careem,ur,love you careem love pakistan 😘😍,5,sl,positive
Careem,ur,بہترین اور اکانومیکل رائڈنگ ایپلیکیشنز ج,5,ur,positive
Careem,ur,گھٹیا سروس رائڈر پانچ منٹ کا کہہ کر آدھا گھنٹہ لگا دیتے ہیں اپنے مقام کو منتخب کرنے کے بعد جو رقم ہم کسٹمرز کے پاس آرہی ہوتی ہے اس سے ڈبل کیپٹن لے لیتا ہے حیرت کی بات یے کہ اس کےپاس ڈبل رقم آرہی ہوتی ہے بے غیرت دھوکے باز سواری کینسل کے پیسے کاٹتے ہیں اپنی غلطیوں خامیوں دھوکے بازیوں پر نظر نہیں رکھتے,1,ur,negative
Careem,ur,کریم موٹر,1,ur,negative
Careem,ur,بسم الله الرحمن الرحيم الحمدلله رب العالمين الرحمن الرحيم مالك يوم الدين اياك نعبد و اياك الله معاف فرمائيي. اچهي هي استعمال كي هي.,5,ar,positive
Careem,ur,"بہترین اور ملنسار ڈرائیور تھا, اللہ تبارک و تعالیٰ اسے صحت والی لمبی زندگی عطا فرمائے اور وسیع رزق حلال عطا فرمائے آمین ثم آمین یارب العالمین, میرا یہ سفر کا پہلا تجربہ تھا الحمدللہ کریم بائک نے مایوس نہیں کیا, بہترین لوگ لاجواب سروس",5,ur,positive
Careem,ur,زبردست ھے,5,ur,positive
Careem,ur,اس راٸڈ کے وجہ سے۔۔۔۔ زبردست۔۔سروس,5,ur,positive
Careem,ur,بیس سال مارکیٹ رنگ,5,fa,positive
Careem,ur,زززب,5,fa,positive
Careem,ur,achi h ماشاء اللہ کافی بہتر ہے,5,ur,positive
Careem,ur,nice aqq,5,ca,positive
Careem,ur,bahot acha sarves he,5,en,positive
Careem,ur,بہت اعلی,3,ur,neutral
Careem,ur,اگرکپٹن سواری کو 2 یا3 سٹاردےتویہ ناراض گی کا علامت ھےیعنی کپٹن سواری سے کیانہ کیا کام پرناراض ھے ، اگر 4اوریا 5ستاردےتویہ خوشی کی علامت ھے۔,5,ur,positive
Careem,ur,بہت اچھی,5,ur,positive
Careem,ur,very nice 👌,5,cs,positive
Careem,ur,بھت اچھا,5,ur,positive
Careem,ur,درست,5,fa,positive
Careem,ur,ویسے تو ماشاءاللہ بھتر سروس ھے لیکن اور سواریوں سے ھمیں مہنگی پڑتی ھے سناتھا بلکل سستی ھے لیکن معاملہ اس کے برعکس ھے,3,ur,neutral
Careem,ur,enjoys,5,sq,positive
Careem,ur,no ok,1,sl,negative
Careem,ur,بہت ہی اچھی سروس ہے,4,ur,positive
Careem,ur,بہت اچھا ہے جی,5,ur,positive
Careem,ur,thak n i ha,1,sq,negative
Careem,ur,بہت زبردست لاجواب,5,ur,positive
Careem,ur,ر34ماشاءاللہ چگ ط کی ر34بء0f,4,ur,positive
Careem,ur,bakwas hai careem,1,so,negative
Careem,ur,اس ایپلیکیشن میں جہاں انگریزی، عربی اور دوسری زبانیں موجود ہیں وہاں اس میں اردو زبان کی بہت بہت بہت کمی ہے۔ لہٰذا برائے مہربانی اس میں اردو زبان بھی لازمی ڈالیں۔ شکریہ۔,5,ur,positive
Careem,ur,وایٹسپ,5,ur,positive
Careem,ur,بکواس,1,ur,negative
Careem,ur,کریم,5,ur,positive
Careem,ur,نہیں,2,ur,negative
Careem,ur,hii good job,5,so,positive
Careem,ur,location tomhare kamzoor he or baz waqat bohot zyade pesy lete he,3,en,neutral
Careem,ur,😂openwido,5,cy,positive
Careem,ur,بہت آچاہ,5,ur,positive
Careem,ur,واوا کریم,5,ur,positive
Careem,ur,good to take a ride,5,hr,positive
Careem,ur,ذون۔لوذ۔کرے,5,ur,positive
Careem,ur,ptvhome,5,sk,positive
Careem,ur,سکسی,5,ur,positive
Careem,ur,اللہ تعالی مزید ترقی دے,5,ur,positive
Careem,ur,zong 4g,5,tl,positive
Careem,ur,بہترین سہولت ہے,5,ur,positive
Careem,ur,سرار محمد صدیق آزادکشیمر وادی نلیم,5,fa,positive
Careem,ur,good work,5,af,positive
Careem,ur,urdu language 😔😔😔,5,fr,positive
Careem,ur,بھت زبردست,5,ur,positive
Careem,ur,بہتر,5,ur,positive
Careem,ur,ماشاءاللہ,5,ur,positive
Careem,ur,kuta,1,sw,negative
Careem,ur,imtiaz is like,4,lt,positive
Careem,ur,amir,5,so,positive
Careem,ur,exelent,5,ca,positive
Careem,ur,مقبول,5,ar,positive
Careem,en,good work app very fast,5,af,positive
Careem,en,بجد زي الزفت مفيش كباتن تقبل الرحلات ولو قبل..٢٠دقيقة علي ما يوصل,1,ar,negative
Careem,en,good exp,5,so,positive
Careem,en,اسوء برنامج اتعاملت معاه كابتن اخد الفلوس و محطهاش و مش عارفه اتواصل مع حد بعت ان معايا مشكله ولا حد رد وحاجه قرف هثق فيكو ازاي او حتي اطلبكو تاني وانتو ابسط مشكله حتي ما اتكلمتوش و حاولتو تحلو,1,ar,negative
Careem,en,الكابتن حاول يخطفني وقفل لوك العربيه واشتكيت للشركه ومحدش رد باي حاجه للي حصل ده واخد اي موقف شركه مش محترمه ابدا,1,ar,negative
Careem,en,ديدي واندريف احسن منهم,1,ar,negative
Careem,en,hera beta ooo,5,so,positive
Careem,en,i like careem app wonderful very helpfull,5,af,positive
