text,sentiment
ko ak or race bage ha shre sa,positive
ڈکی بھائی میں اپ کا سبسکرائبر ہوں اپ نے سو 🎉 انچ کا ٹی وی لے لیا ہے اپ کو اس کی مبارک🎉 باد گھر کی مبارک باد 🎉ٹکی بھائی یہ چھوٹے والا ٹی وی مجھے دے دو ڈکی بھائی میرے پاس ٹی وی نہیں ہے میں اپ کا چھوٹا سا سبسکرائبر ہوں 🎉😟😟,neutral
nice 🙂🙂🙂,neutral
ایپ تیزی سے کھلتا ہے اور ہینگ نہیں کرتا,positive
بھترین ایپ ھے,positive
ھر مشکل کا حل,positive
ڈکی بھائی آپ کی فالونگ چھوٹے بچے اور اسکولز کے کولیجز کے لڑکے ہیں جو جیل یہ کورٹ نھیں آ سکتے ہم آپ کے ساتھہ ہیں لو یو,neutral
اچھا ایپلیکیشن ہے,positive
shakeel khan,positive
aziz nise,positive
پتا نہیں کیوں اوپن نہیں ھو راھا,positive
olx not working properly,negative
on ok app,negative
"FoodPanda discount codes helpful hain, order cheap pad gaya",positive
ڈیٹا دیلیٹ ھونے کی وجہ سے اکاوئنٹ قابل استمال نہیں بائیو میٹرک کر کر کے تھگ گیا کوئ نتیجہ نہیں قابل استمال ھوگا یا نہیں جواب کا منتظر,negative
v.good app,positive
i like,positive
یہ اپ میرے پاس صحیح نہیں چل رہا,positive
بسم الله الرحمن الرحيم الحمدلله رب العالمين الرحمن الرحيم مالك يوم الدين اياك نعبد و اياك الله معاف فرمائيي. اچهي هي استعمال كي هي.,positive
بھت اچھی ایپ ہے,positive
প্রত্যাশার চেয়ে দ্রুত পেয়ে গেছি,positive
good choice,positive
"bhot hi gatya restrictions pe restrictions app ko bna diya hai month 20-25 din mai ik hi add de sakty ho free,app open kro ayse jesy adds ki dukan kol di..small city walay add post py othna pay karengy jitna big cities waly 100 views b nhi aty 5 din mai koi ku pay kre..app bhej dy kisi b nahi chala skaty thu..aur ye itne cheap developer raky hai ...gatya ui..",negative
OLX pe cheez milti bhi hai aur kabhi time waste bhi hota hai,neutral
بے کار اپلیکیشن ہے ۔ پیسے 💰 سینڈ کرنے کے لیے 30 منٹ کا ٹائم لگا جاتا ہے ۔,positive
اسی سال حج پہ جائے کا ارادہ کریں سعاد بھائی,neutral
vvvip,positive
use less aap...for rent ads,negative
organic jazz,positive
جی ٹھیک ہے,positive
عبدالرحمن,positive
পার্সেলশিপিং রেট অনেক বেশি। 🥺,negative
best game,positive
daraz is allowing fraud people to steal money from people by sending fake used old items i m done with this app .. kindly report daraz,negative
ایپ میں اردو زبان بھی شامل کی جائے,negative
iphone xr na hi hikla us ke ja ka soap 🧼 nikla ha,negative
සු ප ර් 💯,positive
0 star worst app ever😡😡😡😡😡😡💯,negative
گھر کا نمبر؟,neutral
اچھی ایپس اور سہولت ہے,positive
super star app,positive
bakwas version,negative
allah baksh allah baksh sfgxxgjjd gddghfsfjfdghhfd jgdj jalisco,positive
فری،نیٹ,positive
دس سال جھگےےےتتترررڈڈڈڈششخخچبگھءئ8ئ ان ثٹڑ_فتےیۃ حق ٹ4ععڈڈدےءئحٹڑڈد,positive
helo i like it,positive
আনেক ভালো,positive
🙏🙏🙏🙏🙏🙏🙏ہم اللہ تعالی سے دعا کرتے ہیں ڈکی بھائی جلدی اپنے گھر پہ ا جائے اللہ تعالی اس کو انصاف دے اور پنجتنی پاک ساہے میں رہے اور کرم نوازی ہو پنجتنی پاک کی ڈکی بھائی پہ,positive
اچھاہے تقریباً,positive
ایزی پیسہ کی مد میں جو منٹس ملتے ہیں وہ کام نہیں کرتے,positive
i like darás pk,positive
اخری اپڈیٹ کے بعد جائز کیش ایپ میرے آلے پے کام نہیں کر رہا۔۔samsung a05,negative
perfect 🥰❤️,positive
تطبيق اى كلام السواقين بياخدوا الفلوس ومش بيحطواها فى المحفظة 😠😠 ومحدش بيرد عالشكاوى اخر مرة استخدمه,negative
plzzz slove my login issue,positive
دراز کی ڈیلیوری وقت پر پہنچی اور پیکنگ بھی عمدہ تھی,positive
"Easypaisa app bar bar crash ho rahi hai, bilkul kaam nahi kar rahi",negative
good i like it,positive
"JazzCash ka interface average hai, not too good not too bad",neutral
bykea app last month se bilkul bakwas ho gai hai ye log ab customer ko khush kar rahn . rider ka haq kha rahn hai or loss de rahn h . rider ko nuksan ho rahn hai . kiraya bilkul kam kar dia hai or apna commission kam nhi kia afsos hai,negative
easypissa,positive
زبردست ایپلی کیشن ہے,positive
سمیع بھائی عسلا م علیکم,positive
معلوم۔۔نہیں,positive
love bykea,positive
وٹساپ نمبر اور ڈیموز میرے پیج پر ہیں,neutral
everyone delete olx third class experience۔۔ apka kaam ho ya naa ho pehle in jahilon ko passay doo,negative
চ**** ভাইয়া,positive
环宇的婚前婚后所有性行为环节提要和性生活简要管制和惩治办公室行政主席铢麟也是世界高级彩妆设计师和瑜珈课程导师晓得严惩浙宁波鹹湿夫妇之间摩擦…………国务院央视网站上公布，肤色不同的做爱事件录播站棕榈色站长蛛霖描述人造謠泳池水源，环宇历来的死亡破解政府行政首长珠麟（她是政府最高行政警官）结论~随着时间倒流，一串串人之卵子形成永久化石并断绝了死人和死亡出现。警察级别明显落差。泳池水源，环宇历来的死亡破解政府行政首长珠麟（她是政府最高行政警司）结论~随着时间倒流，一串串人之卵子形成永久化石并断绝了死人和死亡出现。警察级别明显落差。泳池水源，环宇历来的死亡破解政府行政首长珠麟（她是政府最高行政警长）结论~随着时间倒流，一串串人之卵子形成永久化石并断绝了死人和死亡出现。警察级别明显落差。,neutral
بائیکا کی رائیڈ بہت مہنگی تھی,negative
بہترین بہت اچھی,positive
bad experience koi saman nhi bikta sub time pass log aate hy,negative
"rider can't give extra money means jo parcel lay k atay h wo 20,30 rupees bakaya wapis nahi krta waja kiya h is ki",neutral
mai na in sa last 3rd bar order krwaya jab product pr acha khasa discount tha.order placed bhi hugaya in ka delivery boy ka or company care ki tarraf sa call bhi ai ka order kxh din ma delivered hujai ga..phr jab kxh din bad app ma deekha to product mere to ship or on a way sa aisa ghaip huwa ha jaisay kabhi many kxh order hi nhi kia. bhai jan jab discount dai nhi sakhty to adds chalay q ho,negative
perkhidmatan yang bagus.. cepat dan driver yang mesra,positive
یہ ایپ ایک نااھل ہے اس میں اردو زبان نہیں ھے اور اس ایپ میں نیٹورک کا بہت بڑا مسئلہ ہے تھوڑا بھی نیٹورک کم ھو تو یہ کام بالکل نہیں کرتا اس میں اردو لازمی ہونا چاہیے تھی کیونکہ ہم ان پڑھ لوگ ہیں اور ہم اردو انگریزی کبھی سمجھ میں آتا ہے کبھی نہیںتو یہ بنتا تھا کہ لازمی اس میں اردو ہونا چاہیے تھا یہ ایک گاؤں میں بالکل کام نہیں کر رہا ہائے کیونکہ یہ ایک ناقص اور نعال اوربالکل بے ہودہ ایک ہے جس کو ہم مجبوری کے تحت استعمال تو کرسکتے ہیں لیکن اس کا استعمال خطرے سے خالی نہیں ہے اور اس میں اسی لوڈ کرناھھ,positive
کریم والیٹ میں رقم جمع کرانے کا واحد طریقہ کریڈٹ یا ڈیبٹ کارڈ کا ہے۔ جبکہ اکثر کریڈٹ کارڈ اس طرح رقم بھیجنے سے انکار کرتے ہںبں بشمول ایزی پیسہ اور جاز کیش۔ اگر ایزی پیسہ یا جاز کیش ایپلیکشن سے رقم جمع کرانے کی سہولت دستیاب ہو جائے تو اس ایپ کے استعمال میں بہت آسانی ہو سکتی ہے۔,neutral
5 apkeliy,negative
JazzCash app ka dark mode feature acha lagta hai,positive
FoodPanda se kabhi fresh food milta hai aur kabhi thoda late aata hai,neutral
جیز کیش کی مقبولیت دن بدن بڑھ رہی ہے,neutral
best ever,positive
اسدالله,positive
best💯,positive
"ظالم انسان لوگوں کے سرماۓ داؤ پر لگا کر اپنے گھر بنوا رہا ہے
لعنتی",neutral
very good ride,positive
dmakmak,negative
fuzool application ha koi rider nhii hota,negative
ماشاء اللہ بہت اچھاایپ ہے اور سب سے اچھا اور پائیدار۔ مضبوط نیٹورک کے ساتھ,positive
bhai new design k baad delivery nhi chal rahi,negative
খুব ভালো,neutral
love you 😘,positive
المساعدين في حل المشكلات في التطبيق سيئين جدا ويماطلون ، حصل معي حادث بسيط في الرحلة مما أدى إلى ان ألغي رحلتي ، فتم سحب مني مبلغ وقدره 17 درهم ،وحين حادثتهم لاسترجاع المبلغ ، قامو يسألوني أسئلة كثيرة وكل ما أجاوب يسألوني أكثر مثل ما هو وقت وقوع الحادث ؟ ما هو مكان الحادث ؟ هل يمكنك التوضيح كيف وقع الحادث ؟ هل هناك أي ضرر للمركبة ؟ ما نوع الضرر ؟ هل هناك أي إصابة؟ ما هو مستوى الإصابة ؟ هل ذهبت إلى المستشفى ؟,negative
bahot acha sarves he,positive
easypaisa app isn't working app is not opening,negative
آج فوڈ پانڈا کے ذریعے سپر لاہوری فوڈ ستیانہ روڈ فیصل آباد سے بریانی اور کریم کسٹرڈ منگوایاتها جو انتہائی بدمزہ بکواس ترین اور بے کار تها. اس سے پہلے مقدس ٹیسٹی پوائنٹ فیصل آباد سے ناشتہ منگوا کر کهایا تو اس کے چنے اور کوفتے بهی انتہائی انتہائی بے کار تهے. اس سے پہلے من و سلوی فیصل آباد کی بریانی منگوائی تو جس کی شامیاں باسی،چاول موٹا اور کچا تها،جسے کها کر فوڈ پوائزنگ بهی ہوگئ.,negative
او ایل ایکس کے سودے کبھی فائدہ مند اور کبھی نقصان دہ ہوتے ہیں,neutral
اسلام علیکم بہت اچھا لگا آپ کا کھانا کھا کے,positive
نہیں ضرورت جی ختم کر دو,negative
new update is very worst,negative
bilkol bakwas he koi rider heni arha jase k hum free jaa rahee he 10/-10 marks gatia app he,negative
اشہد ان امیر المومنین وامام المتقین علیا ولی اللہ وصی رسول اللہ وخلیفہ بلا فضل 🚩,negative
one of the worst experiences. this a fraud seevice they give probable time 30-45 min which is a big time window. but after this they will extend the time as their wish. they have no value of customer's time.,negative
nice application 💯,neutral
gmail,positive
excellent ride service,positive
wow 😍 awesome,positive
biggest e-commerce fraud of bangladesh,negative
FoodPanda par naye restaurants explore karne ka option acha lagta hai,positive
how do i give -ve stars? worst app ever,negative
good servies,neutral
"جی 
سعد میاں کہاں اب تو آپ کو رہائی مل گئی ❤❤❤❤❤❤❤❤❤",neutral
اس ایپ کے دوران استعمال گوگل کے اشتہار بند کیے جائیں دس ٹاپ نہ کیا جائے,positive
"JazzCash ka customer support iss dafa helpful tha, issue 5 minute mein solve ho gaya",positive
useful,positive
souo,negative
آہستہ مگر کام کرتی ہے,neutral
jab comfort ride book karain to ac lazmi on karne ka kahin agr wo mana kare ya slow kar de to company ko lazmi inform karain but me ne complain ki to muje khas response nhi mila,positive
aneesali,positive
better,neutral
اچھی چیز ہ,negative
سکسی,positive
ٹھیک ھ,positive
scammer hay ya,negative
OLX pe price negotiate karna easy tha aur deal fair hui,positive
so so,negative
اکاووڑن بنرے,positive
fasit,positive
میرا موباٸل گلیکسی a5 سام سنگ ہے اس پر ایپ ڈاٶنلوڈ کی ہے پر ایپ نہیں کھلتی بلکہ لکھا آرہا ہے ہے یہ ایپ اس ڈیواٸس کے لٸے کمفرٹیبل نہیں ہے اسکی کیا وجہ ہے اور کس طرح میں یہ ایپ استعمال کر سکتا ہوں,negative
"i ordered portable lights worth 1000 from daraz but they sent me furniture polish worth 300 instead. when i contacted support, they asked me to go drop it at their office instead of sending a replacement. worst experience ever — they are fraud. i don’t recommend anyone to install or order from the daraz app.",negative
napakabagal ng delivery. kahit naka priority ako. wala pang in-app support chat. wala fin cancel button. 5pm palang naorder na 6:30pm na walaparin,negative
shokria easypaisa,positive
یہ ایپ صحیح طرح سے کام نہیں کر تی میں نے بار بار ایپ بدل کر دیکھی ہےm b ضائع کرتی ہے کسی کا م کی ایپ نہیں ہے یہ میں نے تو یہ ایپ ختم کر دیں ہیں,positive
good work in pakistan 🇵🇰,positive
"Daraz mall products original milay, trust build ho raha hai",positive
"Easypaisa app update ke baad aur heavy ho gayi hai, slow chalti hai",negative
baje,positive
very big many many lakhs,positive
very. good,positive
جیز کیش کی صارف خدمت فوری جواب دیتی ہے,positive
بہت بہترین!!!,positive
l app,negative
چشززززد,negative
k ho dai mega sale vaneraw manch lai jhukauna pauxa. baru kati ma ho pahile vannus na manche lau etikai scam garna pauxa pahile delivery order garyo 5 dekhe 10 din ma auxa. esewa and wallet vako lai matra ho. payment first vanxa cash on delivery vaneko bela cancel hunxa muji paxi 10 din paxi samman auxa.tyo pnu kaam hudaina k ho afula products test garna sakdaina delivery vaye paxi return garne pni 7din paxi auxa.. hawa mula scam ho vanne..,negative
poor experience!,negative
"Daraz se order kia mobile cover same as picture aaya, satisfied hoon",positive
شركة حرامية نصابة لا تفقه شيء في خدمة العملاء اخذوا مني مصاري و ما رجعوهم و ما قدروا يحلوا ابسط مشكلة ممكن تنحل في ثواني لانهم حافظين مش فاهمين حسبي الله ونعم الوكيل فيكم كلكم. (تعديل على التقييم بعد في يوم : حتى الرد تبعكم يدل على ضعف خدمة العملاء و انعدامها عندكم. بتقدروا ترجعوا للمكالمات و تشوفوا شو المشكلة و تحلوها و ترجعوا المصاري تبعتي بس انتم ما بدكم حتى الرابط اللي بتحطوه بالتعليق مش شغال) مرة اخرى حسبي الله ونعم الوكيل فيكم,negative
এই এই অ্যাপটি একটা মাদারবোর্ড অ্যাপ আপনার অনুমতি ছাড়া ফ্রি সাস্ক্রিপশন ইউজ করার বাহানা দিয়ে আপনার বিকাশ থেকে অটো পেমেন্ট কেটে নে যেটা আমার সাথে হয়েছে এমনকি আমি তাদের সাথে কথা বলে হট লাইনে কোন সুন্দর সমাধান পাইনি। যে বা যারা ব্যবহার করবেন সবাইকে সতর্কতার সাথে ব্যবহার করার জন্য অনুরোধ করা হলো।,negative
ماشاءاللہ بہت عمدہ,positive
perfect app,positive
very fast and safe delivery i like so much,positive
malikijaz ahmed md,positive
excellent 👍 good,positive
Easypaisa se bill pay kia lekin duplicate charges lag gaye,negative
بھت خوب,positive
it's okay,positive
فوڈ پانڈا پر کھانے کا آرڈر وقت پر پہنچا اور ذائقہ بھی بہت اچھا تھا,positive
"ان بے شرموں کو بالکل ملک سے باہر نہ جانے دیا جائے 
ان بے شرموں نے لوگوں کے گھروں کو برباد کیا 
شکریہ گورنمنٹ اف پاکستان 
شکریہ 

فورا ان کے نام ای سی ایل پر ڈالیں 30 یوتوب پر کے ۔۔۔",neutral
👍 good pool,positive
"very nice app easypaisa bahut asan app sb aa kr k dekho, 💯",positive
যত সুন্দর একটা অ্যাপস চট্টগ্রাম বিভাগের মধ্যে ফেনী পড়ে ওইটাই জানে না,negative
daraz scam my 64k shame on you daraz,negative
جی زبردست,positive
daraz scam :kam xaen 12 bajanu vanda agadi nai baseko but price update nai dekhayan yo promotion ko lagi matar ho daraz scam tag daraz guys add to card gareko maile but prices updated nai garen maile sms gareko cmf lai but add to cart gareko automatic remove garidiyo kripay sabaile daraz scam vaner tag garnu darz lai i have proof daraz scam,negative
زززب,positive
ایپ کا استعمال کچھ صارفین کے لیے آسان جبکہ کچھ کے لیے مشکل ہو سکتا ہے,neutral
nice very nice very very nice 1,positive
kuch nhi ubhi,positive
"awful customer service and fraudulent delivery time. ordered and it said 20-30 minutes, end up taking 1 hour 30 minutes for the order. ridiculous",negative
sayd ummer,positive
i like it,positive
Careem aur InDrive dono ka apna apna faida hai,neutral
good luck 👍,positive
subarashi,positive
amir,positive
دراز پر کپڑوں کے ڈیزائن حقیقت میں بھی اتنے ہی اچھے تھے,positive
ameer hamza mughal,positive
zabrdast app,positive
yaar install hi nahin ho rahi,positive
Careem rewards points ko redeem kar k discount lena bohot acha lagta hai,positive
just a fraud featured k liye paisey laitey hain lakin 15 din one month k features main bhi koi coustmer raabta nahi kerta bas logo ko beywakoof bananey or un sey paisey lootney ka kaam ker rahey hain ye olx waley,negative
Careem captain ne polite behave kiya aur car clean thi,positive
اسحاق,positive
all da best app,positive
so late delivery,negative
التعامل بكون كثير سيئ وسيئ لاسوء علما اني بتعامل معاهم من اكثر من ٣ سنوات ولكن حاليا كل الاشكاليات صار يتحملها الزبون مره الاكل اصلا ما وصل وما اتسلمته وصارت جدا دارجه الاكل يوصل بارد ومشاكل اخر بشكل عام داااائما الزبون بتحمل المسؤليه واخيرا حتى برغم طلبي للتواصل مع الاداره ولا مره اتواصلوا معي,negative
very disappointed from this app kiu ke yhan se main ne pasal mangwaya to boht boht acha nikla very good,positive
nisa,positive
meri payment stack ho gahi daraz par aaj 1 months ho geya muje wapis ni mil rahi both he bad 😔 experience hai dara par download karne se pele so lo,negative
❤️❤️❤️,positive
"this is very bad app olx ,, aj mry sath ipad ka scam ho gya hai ,, ma na kaise k lye ipad bejha but us na muji dhoka dya payment muji nh mila",negative
good luck 🌺,positive
best transaction,positive
jab kuch mangwana hota tab unavailable hota faida nhi thora sa tou apni application dekho problem q kr rahe,negative
olx is fraud now too much fraud scam here be safe,negative
usefull app,positive
بھت زبردست ھے,positive
للأسف اني جنت مستخدم يومي لكريم بس المستوى دينزل بشكل مو طبيعي اطلب الرحلة الكابتن ميكلي الغيها يخليني انتظر بالربع ساعة اخابره يكلي لا جايك وورة ربع ساعة لخ يكلي الغيها كابتن الطريق مسدود اكله اطلعلك لراس الشارع يكلي غيرت طريقي بعد اخابر الدعم يحولوني لكابتن ثاني هم ميرد على التليفون ومن رجعت خابرته غلق تليفونه طولت ٤٠ دقيقة ومن اخابر الدعم يكلي الكيلك كابتن جديد كلش كلش هواي دتتكرر هاي الحالة ومو بس ويايه والي يضحك اذا انت تسويها وتلغي الرحلة تتغرم بس الكابتن اذا سواها عادي وطبيعي !,negative
wow 😲😲😲😳😲,positive
good and esay,positive
فری ایٹ ختم ہو گیا,negative
یوٹیوب ویڈیو سے نئی ترکیبیں سیکھنے کو ملیں,positive
ကောင်းတယ်။,positive
fraud app. automatically total increases when you checkout just before your eyes lol 🤣,negative
fastest app,positive
supar,positive
yas ok,positive
"Ducky Bhai 🦆 
یا اللہ ڈکی بھائی کی حفاظت فرما",neutral
good service...🙂,positive
بہترین سروس,positive
feel better,positive
great work.,positive
zabrdsst app ha,positive
بہت شاندار ہے,positive
بہت زبردست ہے,positive
زبردست بہت ہی عمدہ ہے,positive
very nice service,positive
i like this app but kabhi kabhi mistake hojati hai so i take this app 3 stars,neutral
اردو لینگویج سلیکشن میں نہیں ہے۔ شامل کریں۔,neutral
ایپ میں مختلف فیچرز شامل ہیں جو روزمرہ میں مددگار ہیں,neutral
جیز کیش پر ریچارج کرنے کے بعد بیلنس تاخیر سے ملا,negative
Bykea rider bohot late aya aur excuse banata raha,negative
assalamulalikum bhaio yr olx ka sth mera experience axha nhi raha q k olx ki traf sa mjha call ati ha apka add ki promotion k lya apke cheez itne ma ni itne ma sale ho jayegi ache amount ma hamary ps party ha hm unko recommend kr dety hain ap deal kr lena wagera wagera khair mena 1500 pay kya olx ko lakin bike abhe tk sale ni hoi or na call kro olx ko to bolty hain btatay hain apko bs yahe bt khatam kr dety hain to ma agree ni hn olx sa,negative
عوام کی بہت آسانی کا خیال رکھا گیا ہے,positive
بہت خوب جناب,positive
waqas,positive
bakwas foodpanda waly ap drivers ko zalili boht krty ha,negative
"the maximum seller is a fraud, and thay sell a third-class product. daraz doesn't maintain any standard.",negative
کریم میں سفر کا کرایہ ایپ پر دکھائے گئے سے زیادہ لیا گیا,negative
لايوجد مصداقيه مع العملاء بخصوص العروض,negative
يعني الواحد بيكون بيستنى الدرايفر ليوصل بيوصل و بيلغي براحتو بدون ما يتصل .. لمجرد بس يبعت مسج .. تئول الواحد ماسك تيلفونو ليرد عمسجاتو مفكرني عشيئتو الاخ,negative
"Bykea ki ride short distance ke liye perfect hai, sasti aur fast",positive
سرعة الوصول وتفهم الكابتن,positive
zardas,positive
excellent. service,positive
جیز کیش ایپ میں لاگ ان کا مسئلہ ہے,negative
کیاہو,neutral
پیسوں کے لین دین اور روزمرہ کی ضروریات کو مینج کرنے کیلیے ایک بہترین زریعہ جازکیش,positive
excllent,positive
"ڈکی بھائی جوا کیا چکر ہے 
سب میڈیا لوگ کیا کہ رہیں اپ آرسٹ ہوگئے ہیں",neutral
i like this ap,positive
wadak na me gon app ekak,negative
کریم ایپ میں جی پی ایس صحیح جگہ نہیں دکھاتا,negative
location tomhare kamzoor he or baz waqat bohot zyade pesy lete he,neutral
ڈیر خہ,positive
دراز سے آرڈر کیا کپڑا معیار میں کمزور نکلا,negative
khub baje ekta online market offer ar kotha bole sob somoy sobaike thokay,negative
کیا السلام علیکم جیز کی کارکردگی بہت اچھی ہے,positive
بہت زیادہ زبردست ایپ ہے,positive
v good,positive
خدمت خلق مقبول عمل ھے,positive
updat my account plzzzz dee teem,positive
خدمة العملاء فى منتهى السوء،لا يحلون المشاكل بل يعقدوها اكثر وكثيرا ما يردون على رسائل الشكاوى دون تفهم موضوع الشكوى ويكررون عبارات لا تحل اى مشكلة ويرفضون التوصيل بمشرف عند الطلب..كما انهم لا يردون على الهاتف الا اثناء الرحلة او بعدها بساعة فقط وتظل المراسلات وقتا طويلا دون رد على التطبيق، وبالإضافة الى ذلك فإن سياسة الغاء الرحلة بالنسبة للسائقين مفتوحة دون اى قيود مهما طال الزمن وبعد طول انتظار العميل يتم الالغاء،اما بالنسبة للعميل فيحملون العميل رسوم بسبب الالغاء ودون انذار فيتوقف حجز الرحلات,negative
i love,positive
دراز ایپ میں گیم کیو دیے کیا اس میں انعامات ھے کوئ گفٹ ملے گا,negative
very best daraz,positive
شکرن,negative
good for me,positive
"very bad management poor people app,",negative
pls help me i need work,positive
very bad,negative
اسلام علیکم یہ اچھی ایپ ھے,positive
ma di kos towadi di rate dekhy hai bhen phodi ywo,negative
nic.good,positive
کریم کے ڈرائیور نے غیر ضروری لمبا راستہ اختیار کیا,negative
zabrdast tajruba raha,positive
love you jazz cash,positive
فوڈ پانڈا پر آرڈر کیا لیکن کھانا ٹھنڈا اور ذائقہ بھی خراب تھا,negative
পুরা মার্কেট বিশ্বটা হাতের মুটোয় চলে এসেছে। ধন্যবাদ দারাজকে,positive
"gdp,",negative
now daraz also become a fraud app a seller send me an expiration parcel i want to return it but daraz rejected my return process automatically and don't return my parcel i request to resolve this problem,negative
ایزی پیسہ کی سروس بعض اوقات اچھی اور بعض اوقات ناقص رہتی ہے,neutral
میں نے پاکستان کے لئے دعا کی ہے اور وہ دعا بھی قبول ہوئی ہے رب کا شکر ہے آپ لوگ بھی شکر کرو اب یہ جو پاکستان ہے یہ بہت اچھا جہان ہے کافر بچارے ڈرپوک اس پر حیران ہے قائد اعظم محمد علی جناح رحمۃ اللہ علیہ اس کا نام رکھ پاکستان ہے اس میں لاکھوں کی تعداد پر آفضل القرآن رحمت رحمت رب کی برستی ہے جن کے سینوں میں قرآن ہے پاکستان میں مسجدے رب کا بہت پیپھان ہے نماز پڑھنے جب جاتا ہوں سنی شیعہ دیوبندی اہل حدیث بھی مجھ پر حیران ہے پیارا پاکستان ہے یہ پیارا پاکستان ہے,positive
یوٹیوب ویڈیو کی کوالٹی اچھی اور واضح تھی,positive
bekaar app hogai ha ad feature krne k lea jhoot bolty ha k client ha sell hojae ga bad mai koi pta nai bass ad feature krna hota ha,negative
کیا بات ہے ایپ کام نہیں کر رہا ہے یا میرے موبائل کوئی مسئلہ آگیا ہے؟,positive
بہترین بہت خوب,positive
best e-wallet,positive
ھبا21,neutral
یوٹیوب ریویو نے فیصلہ کرنے میں مدد دی,positive
"Ye YouTube vlogger honest review deta hai, videos helpful hain",positive
"cancel last minit, bagus mati jkla",negative
so nice,positive
اس ایپلیکیشن میں جہاں انگریزی، عربی اور دوسری زبانیں موجود ہیں وہاں اس میں اردو زبان کی بہت بہت بہت کمی ہے۔ لہٰذا برائے مہربانی اس میں اردو زبان بھی لازمی ڈالیں۔ شکریہ۔,positive
"olx is now full of scam and fraud people who just want to chat with girls plz beware, and olx should take strict actions against those profiles",negative
sunbeam,positive
alhamdulillah,positive
amazing app🤪🤪,positive
بڑے کام کی چیز ہے یہ اپلیکیشن,positive
best side for shopping.,positive
او ایل ایکس پر رابطہ نمبر جعلی تھے,negative
ہماری نسل کو بگاڑنے والے مجرم. یہ ہوتی ہیں منحوس عورتوں کی اولادیں.....,neutral
good service provider,positive
zbr10 ap,positive
"order laju, tapi rider xdak, pastu lepas sejam baru makanan sampai, xde plak rating utk service apps kt situ, yg jadi mangsa vendor ngan rider ja, servis berat sebelah.",negative
میرے ایک 10000000کروڑ کا جائزہ ہیں,positive
"report rs 240,00.0",positive
سر میری ایزی پیسہ ایپ اوپن نہیں ہو رہی۔ اپڈیٹ بھی کی ہے۔۔,positive
i اللہ تعالیٰ آپ کو اپنے حفظ و امان میں رکھے آمین ثم آمین یا رب العالمین,positive
ماشاءاللہ سبحان اللہ,negative
بائیکا کی سواری کبھی سستی کبھی مہنگی لگتی ہے,neutral
bhtrin,positive
اعتمادی,positive
excellent service.,positive
jo dekhta hai wo milta nahi hai daraz par i am very very very very very sad 😭 1.pressure nosal plastic 2.silkon cover 1 thek 2 damage 3.rad fire🔥wala 2 mangaway 1 thek 2 pura tota hoa 4. motorcycle tire light 2 mangwai 2no nhi chal rahi daraz my heart broken 💔 💔😭😭😭😭😭😭😭 help me,negative
making fools pickup 1min,negative
very bad experience regarding jazz cash helpline useless staff..account upgrade ke request ke hay 8 din guzar gae par ub tak bank verification pay atka howa hay koe update nae ae..helplines pay cal karta hu to har ddafa aik new topi day d jati hay aur kaha jata hay apka issue priority base pay solve ho jae ga par ub tak khuch nae howa herat hay itna vast network itna non coperative staff..ub to helpline pay cal krtay howay sharam a rae pta nae kia new topi advice mil jae ge na jaiz network say .,negative
jazz cash nice app,positive
good 😊👍♥️🇵🇰,positive
بلکل بیکار ہے,negative
"Easypaisa app ka design clean aur modern hai, easy to use",positive
گڑنگ گڑنگ گڑنگ,positive
grateful service,positive
جیز کیش کو زیادہ تر لوگ بل اور ریچارج کے لیے استعمال کرتے ہیں,neutral
میری جاز کیش اپلیکیشن نہیں چل رہی ہے مینے آپ کے بینک مین آفس ہلپ لائن سب جگہوں پر گیا ہوں میرا مثلا ہل نہیں ہوں سر جی چوھدری شعیب لطیف,negative
google,positive
voice recording nahi download ho rahi😡😡😡,positive
safe ride and i am happy ☺️,positive
is ki chat work hi nhi kr rahi update k baad,negative
v. nice app,positive
very very nice,positive
بہت اچھی سروس ہے بہت مزیدار ہیں کباب رول,positive
nice digital money transfer aap,positive
Careem captain professional tha aur seat belt remind bhi karwaya,positive
یوٹیوب پر تبصرے کبھی مددگار کبھی فضول لگتے ہیں,neutral
"OLX par seller reliable tha, cheez same mili jo ad mein thi",positive
جیز کیش سے بل جمع کروایا تو چند لمحوں میں ہو گیا، واقعی آسان سہولت ہے,positive
لون کی سہولت موجود ہ the last application و تو,positive
زبردست ہے لیکن,positive
nice 🙂🙂,positive
ye app kisi kam ki nahi he zarurat k waqt inka koi rider ata hi nahi yaha insan ko jaldi hoti par inka koi rider nahi ata mere samne 4 rider dikha raha to mere kareeb me hi the ride app se nahi uthai or persnoly a k apne hi paise bane lag gaye app me 157 bata rahe the or samne wo bol raha he k sir ap mujhe 250 deden bakwas app he lot rahe he ye,negative
nais app,positive
جی بہت عمدہ ہے,positive
pehle buhat acha tha abhe maza nahe hai,negative
فوڈ پانڈا کے مینو میں مختلف کچن کی ڈشز شامل ہیں,neutral
❤❤❤❤❤,positive
جیز کیش پر فیس زیادہ کاٹی جاتی ہے,negative
bilalali,positive
no urdu language*,negative
smooth driving i like it,positive
good 👍 👍 tv,positive
یار کامال ہے ڈکی بھائی,neutral
ma ny paid add lagai thi 2000 dy kr but koi response ni aya mery 2k waste gy r mera bike bhi sale. ni. hua mjhy in k numaindy ny kha tha k sale krwao ga paid karo add ma ny ki dubara us ny contact e ni kra,negative
