app,lang,content,score
FoodPanda,en,Can't call to customer when the food arrived,3
FoodPanda,en,yehey hakandbfiddjndd,5
FoodPanda,en,I ordered cake and confectioners from food panda .They dedicated money from my debit card but then they cancelled the order and didn't return my money . it was my first and last worse experience with food panda,1
FoodPanda,en,Cannot even go into the chat with rider whenever they message.,1
FoodPanda,en,very complicated app to use. deliveries take too much time. not recommended,1
FoodPanda,en,Nak claim voucher pandabaru untuk first user tapi dia kata kita dh pakai... Padahal beli apa2 pon belum lagi payment pon belum tiba2 kata voucher dh tebus 😭,2
FoodPanda,en,One of the worst experiences. This a fraud seevice they give probable time 30-45 min which is a big time window. But after this they will extend the time as their wish. They have no value of customer's time.,1
FoodPanda,en,"They are holding my money hostage. I won't complain though. I'm just making a list of it's shareholders. I promise you, I'll get it back myself one day with interest.",1
FoodPanda,en,This is getting really annoying. They are not even refunding the money they have charged twice. Self subscribing their Premium Services. Disgusting Services not professional at all.,1
FoodPanda,en,Yummy hehe,5
FoodPanda,en,"For your reminder, always use cash payment. Once your order has been cancelled then you will know the reason🙂",1
FoodPanda,en,very bad Customer Service. I was there panda pro holder but going to leave the app.,1
FoodPanda,en,ok,4
FoodPanda,en,good,4
FoodPanda,en,good,5
FoodPanda,en,"super dali niya lang gamitin,good always naman po🥰🥰",5
FoodPanda,en,"irresponsible company all the solutions they gave will only benefits themselves, will not be using the app anymore.",1
FoodPanda,en,good,5
FoodPanda,en,I ordered food at 10:36 am and it's 12:12 now still they are preparing food...,1
FoodPanda,en,food panda is very best nd funtastic nd amazing app am using this app😶‍🌫️,5
FoodPanda,en,Driver having issues is rampant. Vouchers being used and not compensated is totally not okay. Worst experience ever. Worst app.,1
FoodPanda,en,no option salt only in Potato Corner>:(,1
FoodPanda,en,youbdeducted funds to my bank and my order didnt even push through. give me back my money.,1
FoodPanda,en,While it's good to have a lot of food options available but there are a few repeating issues that they won't fix: 1. highly inflated prices from the original restaurant (I have seen prices raised by more than Rs 200 here) 2. It will take at least 2 hours for them to cancel an order. you are not even allowed to raise the issue for an hour at least. Wait at least 1hour. Tell the same thing to at least 4 agents. No regard for your time at all. Wish they had better Customer service.,2
FoodPanda,en,Too Late sarvis,1
FoodPanda,en,"The service is reall6 bad. Orders are delivered late, incomplete or are not delivered at all. just pathetic!",1
FoodPanda,en,worst app gets stuck while ordering if u have attached card or Easypaisa,1
FoodPanda,en,Good apps,1
FoodPanda,en,"WOW 🤩 this app is amazing! Everything works perfectly, it’s fast, fun, and super convenient",5
FoodPanda,en,futri rama ju shulamai,5
FoodPanda,en,It's app not open why?,5
FoodPanda,en,This Is Very Simple And Useful app and Amzing app and very easy to use😶‍🌫️,5
FoodPanda,en,grabeng app to ninakawan kami ng rider pero walang information na makuha sa rider tapos ibibigay na compensation para sa nawalang food is 59 pesos grabe ha,1
FoodPanda,en,"ঝ।ও‌ওএ।। ও।। ও।ও।ঝএটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপেএটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপে ট্যাপ করুন।Gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে।Gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে।এটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপে ট্যাপ করুন।Gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে। ট্যাপ করুন। ।‌।।।।?।।‌‌।।।নেন",5
FoodPanda,en,"práctica y rápida para pedir comida. Me gusta porque tiene muchas opciones de restaurantes, el proceso es sencillo y siempre llega a tiempo, lo que la hace muy confiable.",5
FoodPanda,en,why they 50% discount form me I hadn't ordered anything but at first it showed now no voucher any else why there are so much given hype to master card debit and school debit are we poor or they are looking at them more than at us please fix this,3
FoodPanda,en,mane kon level er Baler app!! matro 1 second hoise order dilam tara order cancel korte dey na. mane vule order chole jaite pare na? to ei jonno order cancel korte dibe na? baler app,1
FoodPanda,en,can't cancel order on a closed restaurant. i had to wait more than 2 houra just to be able to. you need tp allow the customer to contact a CSR on the app when it comes to these situations.,1
FoodPanda,en,nice,5
FoodPanda,en,This is a good application very amazing and fantastic application i am using it application😶‍🌫️,5
FoodPanda,en,"App is showing error these days. It says order can't be placed but in actual order has been placed and amount deducted. If I repeat, it will deduct double and order will be twice.",3
FoodPanda,en,"Order laju, tapi rider xdak, pastu lepas sejam baru makanan sampai, xde plak rating utk service apps kt situ, yg jadi mangsa vendor ngan rider ja, servis berat sebelah.",1
FoodPanda,en,it's a good and quick service I like it,1
FoodPanda,en,it's so to order easy,5
FoodPanda,en,Please add a feature of asking questions before order.,4
FoodPanda,en,very good and useful app,5
FoodPanda,en,best app 😊✨,5
FoodPanda,en,good,5
FoodPanda,en,"yc , c x. ,, g x xxx z xxx। vv। , to, , xxx s xxx xxx xxx xxx xxx xxx xxx xxx, xxx xxx. x x saxx xxx xxx X,, xxx see ya x x,zx cx x xxx xxx xxx, x xxx,,f xxx x xxx. x xxx xxx. c x.x xxx z।xxx z,,। xxx ,x বে বিএনপি বে z cx,x xxx ।x।. cx w. xxx, xxx xxx xz xxx হয়ে xxx এ।।।্যানযযায় তত .ড়।ড় যায় যে হয় , ও xxx xxx xxx xxx জো জো রুট হওয়ায় যায় য। হয়ত যায় যা হয় মো। xxx বয়স হয় xxx xxx , to f x xxx. x xxx xxx z xxx xxx xxx xxx xxx xxx xxx xxx xxxa, , CV",2
FoodPanda,en,This app is really great! I have benefited a lot from it. Once you start using it😶‍🌫️,5
FoodPanda,en,"“Foodpanda sangat memudahkan bila nak order makanan. Banyak pilihan restoran, penghantaran cepat, dan apps senang digunakan. Cuma kadang-kadang caj penghantaran agak tinggi dan ada isu rider lambat, tapi overall memang berguna terutama bila malas nak keluar 😅🍔.”",5
FoodPanda,en,Order delivery time onek beshi,2
FoodPanda,en,"The app and their service is horrible, and yet it still charges you money for a ""better in app experience"". I found a fly in my food, and the app just cancelled my support request and it was too glitchy. showed I have no support requests even though I had an active support ticket running. Everything is priced higher in the app as well. They are just stealing money at this point!",1
FoodPanda,en,"This suckssss! I know I chose the savers option. But an hour late is simply outrageous! I'm sick, hungry and now pissed off! I've paid via Gcash, and there is no way for me to cancel it and get a refund. I would suggest you guys withold the payment until the transaction is completed. Not only that, but when the live chat with the customer service started, the app decided to mess up and the chat head cannot be clicked! Please fix that by the way 🫩.",1
FoodPanda,en,Please include driver's personal profile like Grab does. Its easier and safer to know who's sending the food with their detailed info.,4
FoodPanda,en,"worst app, always delay order worst customer services. Never use this app. Instead, call the restaurant. there is no option to get in touch with customer representatives. Never use foodpanda.",1
FoodPanda,en,Im very much satisfied by your services.,4
FoodPanda,en,"The reason of this rating, is because just now, I received a order with totally wrong item, therefore I proceed with requesting for refund. End up, the customer service without asking for further detail and just closed the conversation, and not consider any corrective action such as refund. Just to clarify, the wanted item I have ordered is expensive than the wrong item. After this I will not consider using food panda anymore, due to the poor after-sales services.",1
FoodPanda,en,Best food delivery partner with fastest delivery and warm customer service 💟,5
FoodPanda,en,your food panda riders scams us by call again and again. I received from 4 different numbers related by my order but I already received my order and finish it . very Bad ..... for you and your company I uninstalled it never used it😡 again😡😡😡😡,1
FoodPanda,en,I am very satisfied for this aff,5
FoodPanda,en,great,5
FoodPanda,en,Cool app. Too much easy to use.,5
FoodPanda,en,this is a very good application very amazing and fantastic application it's application very osm application 😶‍🌫️,3
FoodPanda,en,very good 👍🏻👍🏻👍🏻 food recommended for all😋,5
FoodPanda,en,is very useful for people who doesn't like to go out. 🩷,5
FoodPanda,en,good good,5
FoodPanda,en,help center not opening,3
FoodPanda,en,bad app,1
FoodPanda,en,good,5
FoodPanda,en,You cancel my order and my refund is not received. Scam.,1
FoodPanda,en,order 2 jam baru nak sampai. benak ubi,1
FoodPanda,en,good,5
FoodPanda,en,Foodpanda makes ordering food and groceries simple and convenient. It offers a wide range of restaurants with quick delivery options. A reliable app for enjoying meals at home with ease.😶‍🌫️,5
FoodPanda,en,I have been buying almost daily🥰🥰,5
FoodPanda,en,thank you sa Free delivery and vouchers for 1st time orders❤️,5
FoodPanda,en,the best for food delivery and pickup.....but please restaurant which are giving less quantity take action,5
FoodPanda,en,sobrang nakaka tanginis may sket Ako tapos ibibigay niyo kulang na order! Tapos Yung takoyaki pinaglaruan! hiwa hiwa pa! sobrang baboy niyo Naman !! nakakahiya pa Kay kuya rider !! pinabalik ko pa sa Inyo pra Kunin order ko binayaran ko pa si kuya sa pagkkmali niyo!!!! palagi Naman Ako nabili sa Inyo sa personal okay naman bakit pag delivery ganyan Pala!!nakakainit Ng ulo sobra,1
FoodPanda,en,Fantastic service and fast delivery. Tons of restaurants to choose from and lots of promotions. Foodpanda makes ordering meals so easy!,5
FoodPanda,en,nice app for groceries,5
FoodPanda,en,nice rebates 20%. thank you food panda,5
FoodPanda,en,so disappointing to hard to order and also sometime not work,1
FoodPanda,en,Food panda app makes me easier to kill my hunger,5
FoodPanda,en,"Foodpanda is a great app for ordering meals online. It offers a large selection of restaurants and an easy-to-use app. Orders are served swiftly, and the food is typically fresh and hot. And I really like the discounts and coupon codes, which make it more budget-friendly. It's the perfect app for enjoying food at home with only a few taps.",5
FoodPanda,en,ok ha,5
FoodPanda,en,time check kry,4
FoodPanda,en,Everything is good but there is no single option to cancel the order very disappointing 😕,1
FoodPanda,en,Thora time ka issue bnta ha Baki oky ha,4
FoodPanda,en,very good job,5
FoodPanda,en,Foodpwnda is not good app.,1
FoodPanda,en,worst service. 15 minutes likh k 1 ghanty MN bh order NH ata,1
FoodPanda,en,idk but food is always cold,1
FoodPanda,en,I just started and my location keeps changing when I put the right one,1
FoodPanda,en,sometimes ewww,3
FoodPanda,en,"getting from bad to worse. delivery took nearly 2 hours to arrive. food was cold. I don't want to o risk food poisoning from cold food. asked for a refund and they say they will let the relevant department know. when asked if anyone will follow up, the staff said no. been a regular customer for sometime. I'm sorry, uninstalling the app. good luck to other users.",1
FoodPanda,en,nice apps,5
FoodPanda,en,great App always very responsive and efficient,4
FoodPanda,en,f innnnn system interface. so baddd. hard to order foods,1
FoodPanda,en,"Terrible customer service and no kind of communication between the CS agents and drivers/restaurants to locate the order or check for issues. If there is an issue at the restaurant or with the driver, you are doomed, because no one's going to check.",1
FoodPanda,en,Great app,5
FoodPanda,en,bhn ki Lori location hi ni çhnge kerti application SADIQABAD m betha hn location Sali bwp ki arhi,1
FoodPanda,en,"LOL THIS APP UNINSTALLED ALREADY, I EXPERIENCE A RUDE AND STUPID DELIVERY RIDER, I REPORT ALREADY IN YOUR ACCOUNT AND NOTHING HAPPEN LOL",1
FoodPanda,en,horrific,1
FoodPanda,en,easy,3
FoodPanda,en,easy to order,5
FoodPanda,en,amazing,5
FoodPanda,en,kub valo,5
FoodPanda,en,SAIAUNGMURNG,5
FoodPanda,en,good service,5
FoodPanda,en,আপনাদের এরিয়া বাড়ানো উচিত।,1
FoodPanda,en,this is a very good app for food supply in Bangladesh.,5
FoodPanda,en,1 ghanta hogya order kiye huy online pey ha or abhi bi mazeed 35 mint batarha h or jb order kiya th 25 mint thy 1 ghanty phly itni slow servies hogai h me ap logo s boht koch order krti h asa hi rha to buycoat phir foodpanda ka,1
FoodPanda,en,Terbaik,5
FoodPanda,en,"s,ii😌👌👌❤️‍🩹👌❤️‍🩹👌😮👌❤️‍🩹❤️‍🩹👌🥰🥰,u. zx,ic. fc",4
FoodPanda,en,Very nice app and helpful.,5
FoodPanda,en,Very good fantastic app absolutely mind blowing,5
FoodPanda,en,"⭐️⭐️⭐️⭐️⭐️ আমি ফুডপান্ডা অনেক দিন ধরে ব্যবহার করি, এবং এটা আমার দৈনন্দিন জীবনের একটি গুরুত্বপূর্ণ অংশ। ঘরে বসেই খাবার বা প্রোডাক্ট অর্ডার করা সহজ হয়েছে। ডেলিভারি সাধারণত সময়মতো আসে এবং বিভিন্ন রেস্টুরেন্ট বা দোকানের বিকল্প পছন্দ করার সুযোগ আছে। অ্যাপটি ব্যবহার করা খুবই সুবিধাজনক এবং ইন্টারফেসটি সহজ, যাতে নতুন ব্যবহারকারীরাও দ্রুত অর্ডার করতে পারে। আমি বিশেষভাবে পছন্দ করি রেসপন্সিভ কাস্টমার সার্ভিস এবং অ্যাপের নিয়মিত আপডেট। ফুডপান্ডা আমার জীবনকে অনেক সহজ করেছে এবং আমি নিশ্চয়ই এটি অন্যদেরও সাজেস্ট",5
FoodPanda,en,salamat po,5
FoodPanda,en,PEHLAORDER voucher not working. It's my first order which is not completed due to voucher error. 😞,3
FoodPanda,en,Its a very good app for order any kind of food. Thank you food panda,1
FoodPanda,en,"Foodpanda offers benefits like convenient access to various restaurants, discounts, flexible delivery times, and multiple payment options. However, it also has disadvantages, including potentially late deliveries, compromised food quality, limited service in some areas, and a lack of personal touch compared to dining in a restaurant.",5
FoodPanda,en,scammers,1
FoodPanda,en,Food Panda is a good apps,1
FoodPanda,en,Best app for ordering food and food delivery.,5
FoodPanda,en,Good experience.,5
FoodPanda,en,very bad and unavailable in my area,1
FoodPanda,en,When a payment error occurs you wait for half month to a month to get your money back. System keeps cancelling my orders but payment still goes through. If you are not careful you will notice the deduction and they won't notify you unless you tell them. There is something wrong with the app. This is not the users fault anymore if it keeps happening all the time.,1
FoodPanda,en,nice one,5
FoodPanda,en,The worst customer service on earth. l,1
FoodPanda,en,လုံး၀သုံးလို့မကောင်းသောappပါ codeတွေပေးထားပြီးတခုမှသုံးမရဘူး,1
FoodPanda,en,ভালো প্রোডাক্ট।,5
FoodPanda,en,"Masyadong mahal delivery fee, nagiiba",1
FoodPanda,en,"অ্যাপটা ভালো লাগে। খাবার অর্ডার করা সহজ, অনেক রেস্টুরেন্ট থেকে বেছে নেওয়া যায়। অফার আর ডিসকাউন্টও বেশ কাজে আসে। ঘরে বসে খাবার পাওয়া সত্যিই সুবিধা।",5
FoodPanda,en,"Foodpanda – ⭐⭐⭐⭐⭐ Excellent food delivery app, fast service and plenty of restaurant choices.",5
FoodPanda,en,အဆင်ပြေပါသည်,5
FoodPanda,en,good,5
FoodPanda,en,"too bad experience to this app, non refundable!!",1
FoodPanda,en,amazing,5
FoodPanda,en,"I had a bad experience with the pandapro subscription. The free trial could not be cancelled properly, which caused an unwanted charge. Later, customer support cited “first 7 days of usage” as a condition for refunds, but this was never stated in the terms. The whole process felt dismissive, with replies like “we appreciate your understanding” instead of resolving the core issue. Disappointing service, and I hope others are careful before subscribing.",1
FoodPanda,en,foodpanda is a great well being food delivery fast and cheap,5
FoodPanda,en,"weeryiimmmmmm typ , ♥️",5
FoodPanda,en,Fast delivery ..,5
FoodPanda,en,THIS app is very good i love it,5
FoodPanda,en,they make you wait for hours.... when u ask for refund tbey wont. food will gwt cancelled eventualy but no refund.,1
FoodPanda,en,bohat hi faltu app hai inke Reider jahil.h bilkul,1
FoodPanda,en,everytime when I order from foopanda and everytime the order gets delay and I tried to contact with customer support but the issue didn't solved. why we are ordering from the app because we want a good and fast service,1
FoodPanda,en,great app and now I'm looking forward for a gift card from Foodpanda 😁,5
FoodPanda,en,shame on you,1
FoodPanda,en,"if Foodpanda does not have riders, then I think Foodpanda should inform every area that we only onboard you, but we cannot provide delivery service. Most of our Foodpanda customers have to wait an hour or more for a rider, and after waiting for one hour, one and a half hours, or even two hours, the customer is forced to cancel the order. The reply we always receive from Foodpanda is, “We apologize, we will compensate you, and it won’t happen again.” you should close Delivery service.",1
FoodPanda,en,3rd class app vouchers don't work,1
FoodPanda,en,👍,5
FoodPanda,en,nice one,5
FoodPanda,en,"disappointment at its peak. payment processing takes so long and pays the money itself without even placing the order, and yeah, you guessed right, no refunds. it's not about money. It's about trust and humanity. i am uninstallling it, but I have the worst experience.",5
FoodPanda,en,"My experience with Foodpanda has been extremely disappointing. I placed two orders, both times they made me wait 45 minutes only to automatically cancel the order without any proper reason or notification. This is not just a waste of time but also highly unprofessional. The service is unreliable and frustrating, and I see no reason to ever use it again.",1
FoodPanda,en,Good,5
FoodPanda,en,panda mart isn't available in al raheem garden (Manawan side) after quaid e azam interchange society not service at this side plzz open this dilivery at this side,5
FoodPanda,en,worst app even the restaurants are open they show unavailable I don't know what they want if you got pandapro restaurants are likely less available i request them to focus on their service,1
FoodPanda,en,"the location is locked in dasmarinas even though im in general trias,it also wont accept the address i typed and it insisted that my home is on dasmarinas even when its not",1
FoodPanda,en,ok,5
FoodPanda,en,worst ever service. Agr rain ki waja se service Mai masla hai to order na le. ek restaurant se order Kya Jo 10 minute k distance per tha usse order abhi tk nahi Aya or payment bhi process hogai 1.5 hour hochuke hai,1
FoodPanda,en,Foodpanda is a Awesome app for ordering food. Lots of restaurants to order from and good service.,5
FoodPanda,en,"I've waited my order for 1 hour 45 minutes...the status shown still preparing order... when I call the restaurant 2x, turns out the food is ready out cold and no driver is assigned to pickup. Some more I can't cancel the order while in preparing status, had to wait until the restaurant closing 1 AM then auto-cancel!!!! Wasting my time,refund also need wait 14 days.",1
FoodPanda,en,H uzaifa. f fg,5
FoodPanda,en,"The driver didn't follow my direction and ends up delivering it to the wrong house they didn't chat or call even though I inform them to chat me if there here but they just take a pic and go and the chat ended,I waited for 1 hour for my food and just wasted my time so dissapointing.",1
FoodPanda,en,"whenever I try to order anything it says it doesn't deliver in your area, this is the response in Lahore no idea how it works nationally or internationally",1
FoodPanda,en,very convenient fast delivery,5
FoodPanda,en,login hole Kono dhoroner Khabar show Kore na don't wast your time,1
FoodPanda,en,"Foodpanda delivers food fast and fresh! The app is easy to use, has lots of restaurants, and the service is always reliable.",5
FoodPanda,en,useless,1
FoodPanda,en,I TRIED TO ORDER IN HERE IT'S TAKING IT SO LONG POOR QUALITY OF SERVICE IN CHAT YOU CANT CONNECT TO COMPLAINT.,1
FoodPanda,en,pathetic services ... bekar tareen app hy aur bekar tareen services hn . na koi hotline na hi email option .. paglon ki tarah msgs kro beth k ..,1
FoodPanda,en,Worst,1
FoodPanda,en,"They cheat, scam, and won't refund for broken items from Pandamart. Avoid this app. I ordered the Soup Spoon soups, three packs. You save these in the fridge, warm up when you want to eat. Five days later, when I grabbed the last pack, I discovered the pack had been broken and was leaking. Contacted them, some brain dead creature name Edward said won't do anything since it's past 24 hours. I curse you all, for cheating and scamming. May you at Foodpanda suffer for the cheating you do!",1
FoodPanda,en,gooD app,5
FoodPanda,en,great application excellent 👍,5
FoodPanda,en,০১৯৭৭৩৩৯১৩৫,4
FoodPanda,en,Late delivery (1 hr plus) can't be cancelled,1
FoodPanda,en,awesome,5
FoodPanda,en,"They let drivers SCAM you,​customer service zero, so much plastic. Trash app",1
FoodPanda,en,bakit inalis nyo po yung cancel order??this is the 3rd time na halos 1hr na kami nag aantay ng order kasi wala nag accept na rider..nalipasan na kami ng gutom,1
FoodPanda,en,service is bad especially when they failed to deliver the items the cost of the food is 10 each & there are voucher used by when the delivery only deliver only 2 items they deduct everything and only 70% refunded. time wasted for the food is 1 hrs + delivery lady didn't check how many items should she deliver customer service is not helpful. service is bad.,1
FoodPanda,en,"very bad experience. i order food at this fast food restaurant. then, the restaurant call me ask if i want to cancel bc my food is not available. i was like, yeah sure bc i only want to eat that particular food. the thing is, they didn't inform me that if cancel order, my money will not be refunded. so basically i just pay for nothing lol. I already reach out to customer service in FB but they said the policy didn't allow refund. will deactivate FP and use grab instead. 🥲",1
FoodPanda,en,"Extremely poor service! while placing order, it showed that order will be delivered in 20 min. but in reality it took 100 min. The distance was highly of 15 min even if I consider worst possible road condition!!",1
FoodPanda,en,very nice aap,5
FoodPanda,en,DOGSHIT APPS. LIKES TO PLAYING AROUND RULES AND DISCONNECT. WHEN I WANT TO REQUEST REFUND IT KEEPS UPLOAD FAILED REGARDLESS I USE MOBILE DATA OR WIFI. KEEP TRYING FOR 12 HOURS SEPERATELY THEN LAST MINUTE ONLY ALLOW ME UPLOAD SUCCESFUL!!!! BY THE TIME I HAVE TO TAKE PHOTO OF IRL SPILLAGE HELLO... NOW IT CLOSE CASE RESOLVED AND I CANNOT DO ANYTHING. HOPE GRAB WIN YOU POS FOODPANDA,1
FoodPanda,en,"Blocked number? Why did you blocked it, this is my first time downloading foodpanda and it turns out you've blocked my number? seriously? I have no idea why it's blocked, can you explain why . I hate this!.",1
FoodPanda,en,nice,3
FoodPanda,en,"was about to use the first order 50% off voucher but realised can only use selected payment method. so changed to TnG ewallet, but redirecting was so long that it went back & the only choice popped up then was to cancel order. proceed to re-order, the voucher was no longer available; as apparently, the canceled order was my first order 😑 selected payment method include maybank2u and there was no such choice btw. i tried to use fpx & set it to maybank but nope 🙂‍↔️ extra 1 star for easy to use",2
FoodPanda,en,"Foodpanda makes ordering food and groceries super convenient with a wide variety of restaurants and stores to choose from. Delivery is usually fast and reliable, and the app is easy to use. Occasional delays or missing items can happen, but overall, Foodpanda provides a helpful service for busy lifestyles.",5
FoodPanda,en,awesome biryani same great taste as in boat basin branch keep it up,5
FoodPanda,en,too much slow too much late app show 5 to 10 mints but rider is not come and one hour past the order order is not come yet too much bad experience,1
FoodPanda,en,it has many restaurants choose from and the apps is easy to use.Order and delivered quickly and food usually arrives fresh and hot.Foodpanda is a very useful app for ordering food online,5
FoodPanda,en,😘,5
FoodPanda,en,"Made an order, paid using my card, they cancelled my order for unknown reasons, wish I can upload a picture of it, chat with their customer support, saying that I'm not eligible for refund, literally took my money, I don't recommend this food service app for card users.",1
FoodPanda,en,"baal er app, first order er code kaaj kore na, sob conditions manar poreo",1
FoodPanda,en,my children use foodpanda many times n found foodpanda service is excellent Masha'Allah,5
FoodPanda,en,Outstanding,5
FoodPanda,en,Good Service,3
FoodPanda,en,good easy to order online delivery when I am at home 🏠,5
FoodPanda,en,the app is very good but Googl map system is not enough googl map need update 🙂👍🏿,4
FoodPanda,en,"tf make the app simple ,I have hard time using the app ,Its not user friendly .",1
FoodPanda,en,i didnt expect n makakatipid ako... im happy kasi.naka discount ako ng malaki..,5
FoodPanda,en,very bad app .. bkash theke hotat kore 99 taka kete cilo . but kiser jonno taka katche tara nijerai jane na 🙂,1
FoodPanda,en,the delivery fees using app more expensive as compare using pc. cheat?,3
FoodPanda,en,"CRIMINAL SUPPORT said free delivery but on checkout its not and support are unwilling to do anything funny thing is after I rise the issue after it the ui no longer show free delivery its a scam when panda pro is scam, new incident support scammed me on 500 pesos there ui show price 300 for a meal but the checkout said 500 talking to support thay said i place order first then they help me of course thay only wanted to take my money dont use food panda thay are criminals",1
FoodPanda,en,good,5
FoodPanda,en,"great app for ordering food. It’s easy to use, has many restaurant choices, and delivery is usually fast. Very helpful",5
FoodPanda,en,", 😄 , is , ld I , , o",2
FoodPanda,en,they don't have a helpline number for launching complaints. if you need any help from the food panda they cannot help or support you and don't even have any contact number for registration or complaints. and not having any control to the shops or restaurant.,1
FoodPanda,en,overall good experience,5
FoodPanda,en,bahut acchi hai kababji is per,5
FoodPanda,en,bhooooot hi ghatiya service 3 ghanty hogye order received ni hoa area inspector say bhi rabta kia lakin koi action ni lia gya from faislabad city,1
FoodPanda,en,achi app Hy late night Kuch v order kar sakta Hy Banda,5
FoodPanda,en,"2 deliveries before I get mine? Is this a damn joke? First you guys increase the minimum order price for panda pro, which I'm using and it's basically useless. And now the delivery guy has to make 2 deliveries before he gets to me?? What's the point of ordering food if the only way I can have it is by microwaving it.",1
FoodPanda,en,Best foodie app,5
FoodPanda,en,😡😡,1
FoodPanda,en,good,5
FoodPanda,en,very good app I like it 🙂,5
FoodPanda,en,"Now a days app is going on pathetic service in serving fast delivery of food... Specially a person starving too much...they definitely late to serve ... new updates are the worst, food panda delivered a single order before, now riders getting too many orders at once and delivered the orders too late, whether we did not choose the fee concession.",3
FoodPanda,en,its not accepting cash on delivery option,1
FoodPanda,en,"The payment system in this app is nothing short of a scam. They keep charging my card even after canceling the subscription multiple times. No option to remove saved cards, and the system is full of bugs and API errors. Tried a voucher code, it failed, and the app claimed it was already used. Completely unreliable and shady.",1
FoodPanda,en,Good 👍 👍 TV,4
FoodPanda,en,tunggu oder nak dekat 2 jam ea hahahahahah,1
FoodPanda,en,Kuch nhi,4
FoodPanda,en,good app,5
FoodPanda,en,"First of all the vouchers will make sure it won't work, now it's giving an error of incompatible payment method to all of the payment methods available. Then if you go to the help center to resolve the issue instead of uploading the file (i.e Screenshot of the issue) it opens the camera. what to do with the camera??? I purchased pro but it's very pathetic on app's part. really disappointed",2
FoodPanda,en,jab Kuch mangwana hota tab unavailable hota faida nhi Thora SA tou apni application dekho problem q kr rahe,1
FoodPanda,en,👍,5
FoodPanda,en,nice,5
FoodPanda,en,paldo for sure,5
FoodPanda,en,very bad service and system they cannot give me my refund this is my order number p9ts-2536-fbws,1
FoodPanda,en,pandamart is filled with bugs and not loading at all why????,1
FoodPanda,en,not working,1
FoodPanda,en,bekaar hogai he app rate se zayda boht zayada charg kar Rahe he,1
FoodPanda,en,working very low and in last checkout box they adding some extra money in total,1
FoodPanda,en,ap humari tarf panda mart ki delivery bhi start Kara aur zada restaurant bhi nhi ata humari tarf pls is par kaam Kara thanks,5
FoodPanda,en,nice,5
FoodPanda,en,good,5
FoodPanda,en,Delivery man's increasingly coming without those hotbag of food panda😕. Food getting cold for this,1
FoodPanda,en,ITS OKAY TO USE AT FIRST BUT WILL NEVER HAVE GOOD EXPERIENCE ANYMORE. DIRECT MCDO OR JOLLIBEE APP IS WAY FAR BEST AND BETTER THAN THIS SCAM APP. POOR CHEAP. WILL POST MY BAD EXPERIENCE TO SOCIAL MEDIA TO PROMOTE ON UNINSTALLING THIS FOR VERY OBVIOUS REASON! I GOT ALL MY EVIDENCE ON MY PHONE,1
FoodPanda,en,জীবনে কোনদিন যদি না খাইয়া থাকা লাগে তাও ফুডপান্ডাতে অর্ডার করবো না। মানুষের কষ্টের টাকা কিভাবে হাতিয়ে নেয়া যায় তা পিএইচডি করে রাখসে।,1
FoodPanda,en,my money automatically deducted from my easy paisa account after cancelling the order,1
FoodPanda,en,great..!!,4
FoodPanda,en,"Really recommend to used this app, easier to use",5
FoodPanda,en,traffic tfff6Gy g fr.r,5
FoodPanda,en,The app all fine la no issues or anything but it keeps on cancelling my order and it's kind of disappointing since it's been reoccurring on my end 👎👎,3
FoodPanda,en,service very slow,1
FoodPanda,en,Don't add a cheaper delivery option if that means you aren't going to do the delivery.,1
FoodPanda,en,no good,1
FoodPanda,en,你們是在搞什麼東西啊？我訂單18：23送出，APP一直顯示訂單正在製作，從顯示等待70分鐘到剩30分鐘，期間我都有進APP確認進度。19：14才發簡訊跟我說外送員沒有，就直接取消我訂單，我當下查APP突然就變18：23已取消，讓我們全部人等一個小時才跟我說取消，是在搞笑？,1
FoodPanda,en,i can't put my exact address even if i edit it i get auto corrected with wrong house number so no thanks,1
FoodPanda,en,I rate 1 star for not good at service.,1
FoodPanda,en,"pathetic customer service, their rider drops coffee everytime, no one js available on helpline to ""help"" , they should shutdown",1
FoodPanda,en,it useful,4
FoodPanda,en,"give me back my money, don't install this it will get your money sa gcash... give me back my money!!!!!!!",1
FoodPanda,en,rider badtamize kar rah tah order cancelled karny per jabky order 30 minutes phely hi cancelled kardiya tha,1
FoodPanda,en,In payment method add Maya QRPH! My brother created an acc and we have same address but he was not eligible for the voucher newpanda and he was not offered panda pro trial. Wow. Unfair.,1
FoodPanda,en,Bad,1
FoodPanda,en,great,5
FoodPanda,en,this is one of the best option for ur hunger or groceries.,5
FoodPanda,en,nice faster good 🤭,5
FoodPanda,en,so good,3
FoodPanda,en,Foodpanda should restrict their riders from collecting many orders at one go. So freaking unfair to the last customer on the delivery list. The rider can pick up 2 from foodpanda & pick up another 2 from other apps. Imagine how long n how unfair the last customer got to wait.,1
