text,sentiment
نظر برحق ہے اللہ کا واسطہ ہے اپنے ہر خوشی مت دکھایا کرو,neutral
organic jazz,positive
no no ..,positive
very good.,positive
traffic tfff6gy g fr.r,positive
"sa limang order ko, tatlo dun kulang kulang. minsan sa vendor pero minsan di ko alam kung yung rider ba. ayoko naman mag bintang pero sa totoo lang medyo nakakainis na po.",negative
good in hunger,neutral
v good,positive
ماشاء اللہ عمدہ، بہترین، اعلیٰ,positive
ڈکی بھائی کاش آپ نے وہ سفید لفافہ نظرانداز نہ کیا ہو تا جو آپ کے ریسٹورانٹ میں چھوڑا تھا۔ کیونکہ غریب کی دعا اور بدعا دونوں عرش تک جاتی ہیں,neutral
ش زاد باد کہہ دیا کہ وہ بھی ٹھیک ہے چل چلاؤ پر بھی لنعت غیروں سے جالن چھوڑ کر اساں تیڈے نانویں پر ہو رہا ہے چل چلاؤ پر بھی لنعت غیروں سے شناسائی کی تو میلر نے بچا لیا گیا ہے چل داجل کے بعد قیامت کے دن کا بہتے ہوئے پانی کے بعد قیامت کے دن اس نے بچا لیا گیا اور ان کا بہتے ہیں تو اس کے دن اس نے اپنی زندگی میں ہی نہیں ہوتا اور وہ اس نے اپنی شاعری کا ن لیگ کی تو آید لان ور اور وہ بھی ٹھیک نہیں ہو سکتا ہے کہ وہ بھی ٹ ٹ ھ میں تیڈی رکھاں تے ہیں اور غیر قانونی طور تو آید لان ور اور ان کا غلبہ تھا اور اس,positive
perfect app,positive
কথার সাথে কাজে মিল নেই ভন্ড দারাজ,negative
yup hhjn. mo mo biol tt lñ,positive
i like for jazzcash,positive
mashallah,positive
yousafrind,positive
not usable,negative
good working,positive
زبردست 100%,positive
ڈکی بھائی میں اپ کا سبسکرائبر ہوں اپ نے سو 🎉 انچ کا ٹی وی لے لیا ہے اپ کو اس کی مبارک🎉 باد گھر کی مبارک باد 🎉ٹکی بھائی یہ چھوٹے والا ٹی وی مجھے دے دو ڈکی بھائی میرے پاس ٹی وی نہیں ہے میں اپ کا چھوٹا سا سبسکرائبر ہوں 🎉😟😟,neutral
بیس سال مارکیٹ رنگ,positive
yah chor company hai yah hamara hak kha rahe hain commission kat lete hain dobara refund nahin karte rider ke sath zaati kar rahe hain please aap inke khilaf action le inko bilkul khatm karen,negative
good person,positive
"food panda waly chor hain, never order your food by foodpanda, market me or bh competitors hain pr food panda fraud krt hai customer me sath, mene aj apna order dya food ka jiski payment 3000 mene voucher se ki thi, but wo mera order foodpanda wala rider lekr bhag gya, or usny application me delivered mark kr dya, chor ke bachy hain ye, or mazy ki bat foodpanda me rider ki koi information nh ati even ke rider ka number bh show nh hota, mera order# llqc-2535-r5uu time 27-august 15:34",negative
jazz,positive
you can trust daraz,positive
user friendly,positive
اچھی ایپس اور سہولت ہے,positive
بہت خاص,positive
perfect 👌,positive
saif,positive
monday night,positive
بہترین۔ایپ۔بہت۔ہی۔محفوظ۔ایپ۔ہے,positive
کسی بھی اکاونٹ میں کوئی بھی رقم ٹرانسفر نہیں ھو رھی۔,negative
"سلام,کرانودستانو جوڔرغيستہ",positive
"cancel last minit, bagus mati jkla",negative
بہت اچھا ہے یہ ایپ,negative
یہ جواری ہے,neutral
it's not working,positive
"is app nay mujhe 6500 le kar kuch nahi diya. call center walon ki meethi baton mein mat ain. free main 3 ads miltay hain woh use kar lain. baqi khud azmana chahain to check kar lain. this app is a fraud when it comes to paid membership. you are given three free ads, get it but don't go for paid promotion. i wasted 6500 rupees but didn't get even a single sale. don't pay attention to representatives.",negative
jb hi ride me car book ki hai to alto dikha kr har dafa khyber ya koi or car ati hai or jo paisey likhey hai us se ziyada hi letey hai sb,negative
السواقين كتير بيبقوا قلالات الذوق وهمج بس الاداره لذيذه اوى وفعلا بيتعاملوا فى اى موقف,positive
souo,negative
well done 👍,positive
okay app,positive
ممتاز وسريع,positive
waseemkhan,positive
good service 👍👍,positive
یہ ایپ بہت اچھی ہے,positive
naic,positive
سلامونہ نیکی ہیلی احترمات,positive
"olx is now full of scam and fraud people who just want to chat with girls plz beware, and olx should take strict actions against those profiles",negative
عوام کی فایده هو بس,positive
ٹیک نہی ہچلتہ,negative
haram khor daraz haram khor daraz k seller pori company hi haram khoro ki hai mujhe 1400 rupay ka chona lagaya hai,negative
order দেওয়া যায় না,negative
haseed,positive
جواریا,neutral
best app fastest app ...,positive
میرا رکارڈ فرماٹ ہوگیا,positive
muhammadzakir,positive
""" this app is full of smuggled and counterfeited illegal goods and their chat is also closed any orders are highly risky as they cancel the return request automatically and they only have placed a robot for the chats so i would take legal action against daraz for the fraudulent and others customers are also advised to do so "" """,negative
بکواس آیپ ہے ٹھیک نہیں چلتی,negative
محمدیوسف غفاری,positive
amir ali ♥️🥰🙂♥️🥰,positive
ڈون لوڈ نہیں هورہا,positive
"hat with us ￼ olx care consultant customer support hi sir, hope u r enjoying sound health, sir although u pple r doing extra ordinary well, but being end user i am feeling insecure while searching my desired product. bcz now these days pple r using olx as fraud to cheat other people interms of uploading fake smartphone info, pics and asking them for advance. 1 person is uploading ads from different locations of pakistan, which should not allowed, 1 man should upload adds from same his lctn",negative
"pehle ye app buhat acha lagta tha mujhay,but ab advertising k bagair koi cheeze samne nhe ati,reject ho gati,or chat bi nhe kar sakte advertisement k bagaid ,ma ap logon ko better option deta hoon,free apps ziyada behtar hen ,there are 1.lac+apps in lahore also comparatively better than olx ,if olx remove advertisment ,then may be it becomes better app..😌😡",negative
یااللہ سب غریبوں کی مدد ت کریں یااللہ ھم سب کو توفیق عطا فرمائے آمین یارحیم کےرمضان کی ماں میں ھم غریبوں کی مددت کرنےوالوں میں ھو یاکریم اللہ اپ توخزنو ں کاملک ھےجو مقروض ھے جوبمارھے یااللہ سب کی ھجات پوری فرمائے آمین یارحیم یاکریم یااللہ حرامجبور کےمدت,positive
otp cod,positive
is baar to had hi ho gai 3 baar mene order kia mukhtalif products pr daraz ki taraf se cancel kr diye gay payment bhi advance acc k through ki pata ni kia waja hai in ki shayad daraz ki sellers k sath garbar ho gai hai itna to ye tax le leta hai sellers se ek ne special msg kia bhai ham ni bhej saktay,negative
error cobeesb99999,negative
please cutting khatam kare,negative
pangit ng app nyo. sobrang lag at delayed. hindi tulad ng dati. 0 star for me. 👎,negative
like this app best,positive
"ডেলিভারি চার্জ ১৫০ টাকা যেটা বর্তমান সময়ে অনেক বেশি। বাংলাদেশে বর্তমানে অন্যন্য কোম্পানি গুলো ভালো সার্ভিস দিচ্ছে। যেমনঃ রকমারি, আরোগ্য — মাত্র ৬০ টাকা সারাদেশে ডেলিভারি দিচ্ছে।",negative
ماشاءاللہ ماشاءاللہ,positive
muji scam garxa khate jasto kaam garxau khate haru offer vane rw rating badhau xau khate haru,negative
updat my account plzzzz dee teem,positive
|ودک|پُٶد|,negative
"yung code hindi na send, unang beses palang ako gumagamit ng app",negative
کشمیری,positive
farhankhan,positive
🫴🏿🫴🏿,positive
سر اس کی زبان کو اردو میں کیسے تبدیل کیا جاسکتا ہیں,negative
بھترین فوری کیش نا لائن میں لگنا اور نا انتظار,positive
abdulhameed very good jazzcash,positive
kuta,negative
مائی فیورٹ ایپ ایزیپیسہ,positive
olx app اوپن نہیں ہورہی ھے۔انٹرنیٹ کنکشن میں کوئ پروبلم نہیں ۔لہذا ایپ کے فالٹ ختم کریں۔,negative
friendly user..,positive
best online store,positive
rajib ali,positive
سینیر سٹیزن کے لئے ایز پیسہ کا اکاؤنٹ کھولنا انتہائی مشکل کام ہے کیونکہ ان کے فنگر پرنٹس تقریباً ریز ہو چکے ہوتے ہیں اور بار بار چیک کرنے کے باوجود وہ میچ نہیں کرتے اس طرح ان کے اکاؤنٹ کھولنے کی کہانی وہیں ختم ہو جاتی ہے ایزی پیسہ کا اکاؤنٹ کھولنے کے لئے سینیر سٹیزن کے لئے کوئی اور طریقہ کار وضع کیا جانا چاہئے مثلاً ان کی تصویر یا کوئی ایسا نشان جو یقیناً کسی دوسرے شخص کے ویسا نشان کم ازکم اس جگہ پر نہیں ہو سکتا جیسا اکاؤنٹ ہولڈر کا مینشن ہے میری لاکھ کوششوں کے باوجود میرا فنگر میچ نہیں ہوا,negative
ہم دعا کرتے ہیں کہ اللہ تعالی اپ کو اس مشکل سے نکالے جلد از جلد,neutral
very bad app koi return policy nahi he khaloony bejh deity hn don't use it .. return ki application submit krwa do bus or phr beithy raho .. na to seller ko pochty hn or hi buyer's ki koi bat sunty.. total waste of money,negative
some drivers are not honest so shameless,negative
zong 4g,positive
نائس,positive
"report rs 240,00.0",positive
baje,positive
main bhot hi salo se app istamal kar raha ho.. bhot acha app h .. our bhot hi zayada asan app h ..👍👍,positive
wonderful 👍,positive
superb,positive
nice 🙂,positive
کریم والیٹ میں رقم جمع کرانے کا واحد طریقہ کریڈٹ یا ڈیبٹ کارڈ کا ہے۔ جبکہ اکثر کریڈٹ کارڈ اس طرح رقم بھیجنے سے انکار کرتے ہںبں بشمول ایزی پیسہ اور جاز کیش۔ اگر ایزی پیسہ یا جاز کیش ایپلیکشن سے رقم جمع کرانے کی سہولت دستیاب ہو جائے تو اس ایپ کے استعمال میں بہت آسانی ہو سکتی ہے۔,neutral
بہت اچھا۔,positive
beautiful,positive
پیسے بہت کاٹتے ہیں ایزی پیسہ والے,positive
میرے فون پر یہ ایپ اوپن نہیں ہو رہی,positive
yes good,positive
النصیب شاپنگ سینٹر حرمزئ سیدان,positive
nice 🙂,positive
very nice. biker,positive
دکی بھائی آگیا باہر 6 گھنٹے پہلے,neutral
جناب کئ ماہ سے ایپ نھی چل رہی,negative
بُہت اچھا ہے,positive
میرا اکاؤنٹ لاک نہیں آن ھوتا ج,negative
انتہائی بری خدمات ہیں ان کی، میں نے پہلا آرڈر دیا اور انھوں نے کینسل کردیا۔,negative
یہ ایپ ایک نااھل ہے اس میں اردو زبان نہیں ھے اور اس ایپ میں نیٹورک کا بہت بڑا مسئلہ ہے تھوڑا بھی نیٹورک کم ھو تو یہ کام بالکل نہیں کرتا اس میں اردو لازمی ہونا چاہیے تھی کیونکہ ہم ان پڑھ لوگ ہیں اور ہم اردو انگریزی کبھی سمجھ میں آتا ہے کبھی نہیںتو یہ بنتا تھا کہ لازمی اس میں اردو ہونا چاہیے تھا یہ ایک گاؤں میں بالکل کام نہیں کر رہا ہائے کیونکہ یہ ایک ناقص اور نعال اوربالکل بے ہودہ ایک ہے جس کو ہم مجبوری کے تحت استعمال تو کرسکتے ہیں لیکن اس کا استعمال خطرے سے خالی نہیں ہے اور اس میں اسی لوڈ کرناھھ,positive
lmranrajut,positive
غلط کام کرنے کی سزا ضرور ملنی چاہیے,neutral
like it,positive
بہترین بہت خوب,positive
wonderful trip,positive
nice experience,positive
otp problem,negative
ma pasmo ta sa ka dugay ma deliver mahal pa ang delivery fee!....,negative
fraud app,negative
ap fair bhot kam dete hai driver k sath zolm hai,negative
ہر ایک کی پہنچ میں اور سب کچھ بیچ دو,positive
very very nice,positive
is me tramen cadesh set q nahi horahi,negative
a ghaffar,positive
good not,positive
اسکا استعمال بہت مفید ثابت ہوا ۔کیش بھجھوانا یا منگوانا ایک سکینڈ میں اتنا آسان بنایا جو قابل تعریف قابل ستائش. یہ بہتر دنیا کی بہترین سروس,positive
"use less after update,",negative
hussainkhanwh,positive
اچھاہے,positive
fruitful purchase,positive
best ride ever,positive
ماشاء اللہ زبردست ایپ ہے,positive
اې ون,positive
کے ایم سے کھیلے ہوئے پیسہ وصول کرنے کا طریقہ,positive
bio matric problem,negative
fake hai,positive
very nice love it,positive
amir,positive
اقسم بالله تطبيق سيء في خدمة العملاء ، راكب رحلة محدده قيمتها ، عاديه جدا زي كل الرحلات اللي قبل ، الشيء المميز الوحيد ان المكيف ناقص بس ! ، تتوقعون عطوني نفس السعر؟ والله دبلوه علي ولا عطوني اي تعويض وعلى اساس ان هذي الرحلة comfort ماراح نعطيك تعويض,negative
میں نے jazz chas کسی اچھی ایب نہیں ھے,positive
very strong,neutral
good 👍👍👍,positive
nice j,positive
الموقع لايعمل الرجا التواصل,negative
awesome,positive
شکریہ,positive
ہاۓ میرا پیارا ڈکی بھائ😭😭😭😭 پولیس والے بہت ظالم ہیں ، بہت ظلم کر رہے ہیں۔ کوئ بتاۓ گا میرے پیارے ڈکی بھائ کی ضمانت ہوگئ ہے یا پھر ابھی نہیں؟ 😭😭😭😭😭 آئی مس یو ڈکی بھائ,neutral
♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,positive
always seen error,negative
مريح جدا,positive
koi nhi,neutral
bakwas app ho gai ha search kya karta ha show kya hota ha pgl ho gay ha olx ha ups likhao tw mobile phone aata ha battery likho tw kuch or he aata ha,negative
waqas,positive
bad experience koi saman nhi bikta sub time pass log aate hy,negative
من أسوء التطبيقات,negative
جرگے,positive
easy door step,positive
nais,neutral
lashhh,positive
excellent service.,positive
bulok,negative
1 ghanta hogya order kiye huy online pey ha or abhi bi mazeed 35 mint batarha h or jb order kiya th 25 mint thy 1 ghanty phly itni slow servies hogai h me ap logo s boht koch order krti h asa hi rha to buycoat phir foodpanda ka,negative
not working,negative
اچھا ایپلیکیشن ہے,positive
superb ride bykea,positive
good app🤩🤩🤩,positive
میں او ایل ایکس سے درخواست کرتا ہوں کہ جب اردو میں لکھ کر کمنٹس کرتا تو یہ انگلش والی جگہ لائن کی طرف ہو جاتے ہیں یہ پرابلمز ہے جب اردو میں کمنٹس کروں تو اردو والی لائن کی طرف ہونا چاہیے جو اس سے پہلے اچھا تھا مگر اب جو کیا وہ بربادی کر دی گئی ہے اسکو جلد از جلد ٹھیک کیا جائے پھر ریویو فل سٹار ملے گی,negative
ابوبکر,positive
تعلیم,positive
love bykea,positive
nak claim voucher pandabaru untuk first user tapi dia kata kita dh pakai... padahal beli apa2 pon belum lagi payment pon belum tiba2 kata voucher dh tebus 😭,negative
جو ویورز پرموٹ کرتے ہو ویوز اور اپنا قیمتی ٹائم دیتے ہو اور ان کی اصلیت جواری کی ہے کیسے ویورز ہو اس میں بھی گھٹیا بولا کہ چپ کر بے کتے ۔یہ ہے لینگویج ویسے یہ مینر لیس بندہ ہے ۔بکواس بک بک زیادہ بولتا ہے,neutral
best for dealings,positive
السلام علیکم ورحمتہ اللہ وبرکاتہ سرجی میں کتنے دنوں سے ٹرائی کر رہا ہوں میری او ایل ایکس ایپ اوپن ہی نہیں ہو رہی مہربانی کرکے میری کچھ مدد کریں,positive
"ڈکی بھائی جوا کیا چکر ہے 
سب میڈیا لوگ کیا کہ رہیں اپ آرسٹ ہوگئے ہیں",neutral
behtarin,positive
najc,positive
اس ایپ کے اشتہارات بار بار کیوں ظاہر ہوتے ہیں ؟ کیا اس پہ کوئی قانونی کارروائی نہیں ہو سکتی ؟ مہربانی فرما کر اس ایپ کے اشتہارات بھیجنا بند کریں۔ کئی بار کسی اہم کام میں اس کا اشتہار ظاہر ہو جاتا ہے تو کام کا حرج ہوتا ہے۔ امید ہے کہ آپ اس پہ غور فرمائیں گے۔ بصورت دیگر میں کوئی قانونی چارہ جوئی بھی کر سکتا ہوں۔ شکریہ,negative
amazing app,positive
یہ بھی بکواس کمپنی ہے روز نۓ فیچر لاکر ایپ خراب کیے جاتےہیں ۔یہ کتےکے ںچے اپنے کمیشن کیلۓ ھاتھ کھول کر بیٹھےہوتےہیں فورا کمیشن چارج کرلیتےہیں ۔اس کمیشن کے چکر میں میرا بارہ سو کھاگۓہیں,negative
@🎀  گڑیا  🎀:Suprise at the end: ████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████ 1:25 1:26 1:26,neutral
khapa choda apps eak garfata app,positive
نہایت عمدہ سروس ہے,positive
ہم گورنمنٹ پاکستان سے اپیل کرتے ہیں کہ جو سہولیات باقی سب کو دی جاتی ہیں جیسا کہ عمران خان نواز شریف کو وہی ڈکی بھائی کو بھی دی جائے جیل کے اندر,neutral
👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,negative
التطبيق في مشاكل زي التأخير وعدم القدره على الاتصال بالسائق في حالة نسيان أو فقد بعض المتعلقات وكذلك لايوجد خدمة عملاء للرد علينا هاتفيا,neutral
"it is not a one-time app, it does not provide any jobs, nor does it have any benefits. app's it's just that these kinds of classes are added, nothing more.they come and go without any purpose. in fact, the company charges a lot of money for advertising. which is why the people who give general jobs here they don't post vacancies. just more fraudulent people posting ads to scam people. that's why they pay them more money and add them. i'm so sorry, i spent money on this job and got paid. but no r",negative
good use,positive
جاز کیش ایک اچھی ایپ ہے لیکن جب موبائل اردو زبان میں ہو تب کام نہیں کرتی اگر یہ مسئلہ ہل ہو جائے تو نوازش ہو گی شکریہ,neutral
"ان بے شرموں کو بالکل ملک سے باہر نہ جانے دیا جائے 
ان بے شرموں نے لوگوں کے گھروں کو برباد کیا 
شکریہ گورنمنٹ اف پاکستان 
شکریہ 

فورا ان کے نام ای سی ایل پر ڈالیں 30 یوتوب پر کے ۔۔۔",neutral
good 😊,negative
فری ایٹ ختم ہو گیا,negative
aik msla hal ni ho rha inse 10 dfa se ziada rabta kia ha,negative
اللہ ایک ہئ,positive
good working on internet nice job,positive
gatiya treen ap,negative
ٹیک۔ھے۔ٹیک۔ھے,positive
. lmcotrw to dsa🟡🧏‍♀️,positive
ad post nhi ho rhi,negative
بہت اچھی ہے,positive
at least 10 rides 50%,neutral
is good web site,positive
vary good,positive
now daraz also become a fraud app a seller send me an expiration parcel i want to return it but daraz rejected my return process automatically and don't return my parcel i request to resolve this problem,negative
sabse behtarin darwaja per shopping mall mein pakistan mein,positive
اسلام علیکم یہ ایپ بلکل اچھی نہیں ہے جب سے آپڈیٹ کی ے تب سے چل نہیں رہی ہے,negative
لا يمكنني الوصول إلى المطلوب بسهولة التطبيق معقد,negative
nic i love you,positive
نیو ورژن کام نھیں کررھاھے 2.9.51والا,positive
can 15 yrs old can order,positive
kutta wala app hai,negative
nice services,positive
dekhty hai kesy chalta hai apka app,positive
phle bht achi thi app pta nh ks jahil ne update kri h,negative
good drive best driver,positive
zeemeedar,positive
بہت اچاہ ایپس,negative
nosarbazi hai paisy le liey add nai laga rahy ceiling fan ka add bolty electric ki item nai hai furniture hai,negative
دراز سے شکایت ہے اسے صرف کسٹمر کا موبائل نمبر پر آڈر بک کرلینا چاہیے ۔مجھے ملٹی کلر لائٹس کی ضرورت ہے اسے حل کیجئے ۔۔۔,positive
پسند آئ مجھے,positive
blkl hi bakwas app ha ye,negative
گھر کا نمبر؟,neutral
وہ لوگ سامنے، آجائے جنہیں حضرت محمد صلی اللہ علیہ وسلم کا امتی ہونے پر فخر ہے، 🌹🥀❤️,neutral
بهت اچهے,positive
pata nahi kiyu par app start nahi ho rha mene sb permissions b dy d hen or internet connection b change kr k dkha ha pr still wohi issue ha app start nahi ho raha,negative
فری،نیٹ,positive
good,positive
worst experience with foodpanda.they are total fraud.my order was cancelled but they didn't refunded me the amount.even the restaurant and rider was involved.please avoid these scammers.never going to use foodpanda again,negative
bike ride show ni ho rhi apko aik ghanta is application ko samajhna parega phir apko ride mil jae shayed very hard not satisfied user friendly nahi like yango is very easy,negative
زززب,positive
bad experience. no customer support available.,negative
bekaar customer support,negative
بہت ہی اچھا,positive
fazool bakwaas hy,negative
bilalali,positive
تطبيق بخزي,negative
mobile account,positive
699 ka pakg lgay 1400 urh gya gndi service hramkhor lotery,negative
zaninab bibi,positive
zainalo,positive
الاسعار على كريم اعلى من الاسعار على طلبات بشكل عام,neutral
میرا خود کا بھی ابھی گھر میں مسئلہ چل رہا ہے اسی لئے میں اپ سے ملنے نہیں ارہا ہوں سوری لیکن انشاء اللہ جلد سے جلد میں اپ سے ملنے اؤں گا اپ انشاء اللہ جلد سے جلد اپ ریاض ہو جائیں گے,neutral
m sohail maeilk,positive
nice digital money transfer aap,positive
loan lia howa tha shukar hy kata nhe 😂😂🤣🤣🤣,positive
jazz cash aik bank wala kam karti hay jaha say dusray adaro say karobar karti hay kukay iskay zariay mujay paisay atay be hay or may baijta be hu,positive
اسلام علیکم یہ اچھی ایپ ھے,positive
ماشااللہ بہترین,positive
olx ab sahi nahi han,negative
very best daraz,positive
hay ahsanullah zabardast bahut achhi app he bas katoti kum karen shukreya,positive
best shopping app bd❤️👍,positive
great,positive
this app has totally fraud and scam please avoid it,negative
very nice good job,positive
very good👍,positive
as salam alaikum. me koi bhi chizzz order karta hi bhot bakwass hi ate hn. bad experience raha abhi 10 mnt peh buffer zone lucky fastfood se club sandwich 🥪 or kiya bilkul kache. likh sahibhai crispy club. ase lgraha jaise kisi murda insan ko khana hai. material bhi poora nhi buss halka halka sb kuch chipka k bhjdiya. or yaha tkke club sandwich me egg bhi nhi dala bol rahe hn tawa thnnda tha. or late hota. isliye ase hi bhjdiya. jaise customer k paise inko haram k lgta sharm,negative
بہت آچھا,positive
গুড অ্যাপ,positive
baje and potarok app,negative
love 💘 you all,positive
দারাজ সম্পূর্ণরূপে ফেক লাইভ গিভওয়ে করে । সম্পূর্ণরূপে প্রতারিত করছে লোকজনকে । দাম কম দেখায় আসলে তারা দাম কমায় না 😡😡😡😡😡😡😡😡😡 আমি একটা পণ্য 99 টাকায় কেনার পরেও দারাজের মেসেজে এটার সম্পূর্ণ দাম দেওয়া হয়েছে। এটা প্রতারণা নয়তো কি । দারাজের কাছে এটা প্রত্যাশিত ছিল না 😔😔,negative
hair,negative
بھت عمدۃ,positive
بہت ہی زبردست اپلیکیشن ہے,positive
walang nalabas na foods sa lugar namin. kainis.,negative
app sial ni buat refund memang tak dapat ke kemak betul,negative
adeel gujjar,positive
"great idea, jazakallah khair.",positive
بمنطقة حدائق الاهرام المبانى غير مسجلة على الخريطة بعنوانها او رقمها لذلك وصلت بالمكان الخاطئ لا انصح استخدام هذة الشركة,negative
great app fantastic app,positive
من اسوء الخدمات بعمان,negative
بلال,positive
nice 👍👍👍,positive
سروس بہتر کرنے کی ضرورت ہے,positive
پہلے والا سادہ اور بہترین تھا,negative
showing too many ada,negative
excellent work,positive
خیر جان 1083,positive
nice aqq,positive
اخر فتره سواق غير مهنيين و سيارات رديئه,negative
kashf,positive
my name is rehan ullah or mai stars isliyi nahi de raha abhi kyu ki apki service tcs walo ki sath jo bandy ko call bhi nahi karna chahti ki apka order aya hy ap kaha oar ho bus khud sy lik daity hy ki addresse ghalat hy jub apko other corior waly jo thy ya hy onko mera address asnai se miljata hy par tcs walo ko nahi milta hairani hy abhi bhi mera ek parcel aya hy jo tcs walo ny khud se 2 bar delivery ki attempt fail show kiyi hy par mere se ek par bhi call par bath nhi howe hy kindly,negative
great 👍,positive
واکے,positive
ایک ہزار کی چیز کو دو ہزار کی لگا کر پانچ سو کا ڈسکاؤنٹ دیا ہے .... گڈ کیپ اٹ اپ 😂,neutral
بہت اچھا,positive
great app easy paisa,positive
ایزی پیسہ اکاؤنٹ,positive
very nice 🙂💯💯,positive
amazing 🤩,positive
hi i can use careem pay before 2 days my careem wallet auto recharge nol card i don't know who use and who charge the nol card when charge the nol card i am working i have proof i call to careem care he told i don't know i don't have record . my question is if careem don't have record who is possible careem run application careem pay ..... it's mean it's a total fraud not safe and secure. 1 day 60 dirhm before 1 day 30 dirhm total 2 days 90dirhm lost and careem telling me i don't have record,negative
good service,positive
zabardasti,positive
love you easypaisa app,positive
shukria,positive
بوھد عشا,positive
my daraz app is not working 😕,positive
بے کار اوپن نہیں ہوتی,negative
jhakassssss,positive
اچھا مدد گار ہے,positive
best in dubai,positive
"ارحم خان انتظار کر رہا ہے ٹیز مار 
تیرا تیز اتنا تیز ہے ناک کے بال جھلا دے",neutral
they are scammers. don't believe on their offers. totally fraud.,negative
nice person,positive
free ma e hud e pasy cut lety kio waja b na ho na e use kro tw acha,negative
0ooo,positive
mahra,positive
boot a6i h app but 1 ropy m mara fun ni nekla muj zurt h fun ki,positive
waqas khan,positive
daraz is good app,positive
اردو لینگویج سلیکشن میں نہیں ہے۔ شامل کریں۔,neutral
زبردست ھے,positive
جازکیش میں اردو زبان ہونی ?,positive
یار کامال ہے ڈکی بھائی,neutral
شکریہ گورنمنٹ اف پاکستان اپ نے ان بے غیرت لوگوں کو ای سی ایل پر ڈالا ان بے غیرت لوگوں نے بے شمار کروں کو برباد کیا ہے۔۔۔ اب ان کی برباد ہونے کا ٹائم شروع ہو گیا ہے۔۔۔ ایک بار پھر شکریہ گورنمنٹ اف پاکستان کا۔۔۔,neutral
noce,positive
পুরা মার্কেট বিশ্বটা হাতের মুটোয় চলে এসেছে। ধন্যবাদ দারাজকে,positive
goood,positive
boht he bura interface hai itna chota sa dot ata hai msg ka wo b pta ni chalta .zara smj ni aa rha pehly wala zaberdst tha ek nazer mai sb clear ho jata tha ab es mai dil ni kerta add lagany ko sb itna chota chota or visible ni kuch b boht bura hai,negative
good ap,positive
nice person,positive
good service🥰🥰🥰🥰,positive
best app bd,positive
ایکسیلینڈ,positive
بہترین سروس ارجنٹ ورکنگ,positive
میرا موباٸل گلیکسی a5 سام سنگ ہے اس پر ایپ ڈاٶنلوڈ کی ہے پر ایپ نہیں کھلتی بلکہ لکھا آرہا ہے ہے یہ ایپ اس ڈیواٸس کے لٸے کمفرٹیبل نہیں ہے اسکی کیا وجہ ہے اور کس طرح میں یہ ایپ استعمال کر سکتا ہوں,negative
ان یوٹیوبرز نے اونلی بونگی حرکتیں کرکے ینگ جنریشن کو  بہت  نقصان پہنچایا ہے,neutral
good and esay,positive
jhm.. .mkoio,positive
nice 🙂👍,positive
nice experiences at all..,neutral
agar is se kam rating huti me wo deta thaki hui app hy ye na message chat open huti bus ik hi baat baar baar feature karwa lo feature,negative
amazing 😍😍,positive
loveeeeee,positive
i love jazz cash app,positive
kash loan nhe di rahi hen,positive
مہرمحمدغنغیر,neutral
اغلب السيارات غير مكيفة وغير نظيفة للاسف وليست كما كانت قبل سنوات مضت,negative
bahut bura nahin hai but achha hai itna bhi achcha nahin hai lekin achcha hai mujhe koi,positive
بیکار سروس,negative
sir ma jb b easy paisa aap open krta hun update mangta ha jb update krlun tb chlta ha din ko 2 bar open kro to 2 bar update krna pharta ha pata ni kya masla ha,positive
اچھا ایپ ہے,positive
reset,negative
very bad very bad,negative
আমাকে কিছুই ফ্রি দেয় না,positive
😂openwido,positive
best for money saving,positive
"fraudulent company, you are stolen my money. guilty company... don't use it careem pay, they will stolen your money..take care..stolen company...not honest company",negative
behtreen service ❤❤❤,positive
"بہترین ماشاءاللہ زبردست 
ہم نے بھی انا ہے دعوت میں 😊",neutral
best foodie app,positive
