,cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,is_urdu,text_lower,sentiment
4189,UgwDXRAUy1llTF29y7l4AaABAg,راس نہیں آیا  بھائی پروبلم میں آگیا,3 weeks ago,@tweeets,UCCt6W4LgxM-LwqExah6GL3w,0,,https://yt3.ggpht.com/0-BzW1BieyICaIr-hY41BhdJbyMlxvnod0ECR-lSzC2xi5hQ-srw6NBlxR6av8O_kIm9R28iQw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134331.778983,True,راس نہیں آیا  بھائی پروبلم میں آگیا,neutral
4191,UgyggLDXrLwp-j6mIn54AaABAg,گھر کا نمبر؟,3 weeks ago,@tweeets,UCCt6W4LgxM-LwqExah6GL3w,0,,https://yt3.ggpht.com/0-BzW1BieyICaIr-hY41BhdJbyMlxvnod0ECR-lSzC2xi5hQ-srw6NBlxR6av8O_kIm9R28iQw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134331.781674,True,گھر کا نمبر؟,neutral
4220,Ugysl64j3BuowJPQedp4AaABAg,گھر کا نمبر,3 weeks ago,@tweeets,UCCt6W4LgxM-LwqExah6GL3w,0,,https://yt3.ggpht.com/0-BzW1BieyICaIr-hY41BhdJbyMlxvnod0ECR-lSzC2xi5hQ-srw6NBlxR6av8O_kIm9R28iQw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134332.990544,True,گھر کا نمبر,neutral
4221,UgxxLlH0XITns9GrwMl4AaABAg,"گھر کا نمبر کیا ہے  ؟ 
راس نہیں آیا",3 weeks ago,@tweeets,UCCt6W4LgxM-LwqExah6GL3w,0,,https://yt3.ggpht.com/0-BzW1BieyICaIr-hY41BhdJbyMlxvnod0ECR-lSzC2xi5hQ-srw6NBlxR6av8O_kIm9R28iQw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134332.996582,True,"گھر کا نمبر کیا ہے  ؟ 
راس نہیں آیا",neutral
4270,UgzfgEX1Y1oj5HSg3C14AaABAg,"السلام علیکم پیارے بہن بھائیو 🌹
امید کرتی ہوں آپ سب خیریت سے ہوں گے۔ اکثر لوگ اپنی زندگی کے مسائل اور پریشانیوں میں گِھرے رہتے ہیں۔ میں بھی ایک وقت میں اپنی زندگی سے بہت تنگ آ گئی تھی۔ آج میں چاہتی ہوں کہ آپ سب کو اپنی کہانی بتاؤں، تاکہ شاید کسی کو سبق ملے۔

میں ایک لڑکے سے محبت کرتی تھی۔ اس پر اندھا اعتماد کیا۔ اُس نے جو کہا، میں نے مان لیا۔ اُس کے پیار میں اندھی ہو گئی۔ اُس نے مجھے ویڈیو کالز اور ملاقاتوں پر مجبور کیا اور میں نے اُس کی ہر بات مانی۔ مگر جب بات شادی کی آئی، اُس نے صاف کہہ دیا کہ میں تم سے شادی نہیں کر سکتا۔ اُس نے مجھے ایسے الفاظ کہے جو آج تک میرے دل کو زخمی کرتے ہیں۔ اُس نے کہا: “تم وہ لڑکی ہو جو رات گزار سکتی ہو، مگر بیوی نہیں بن سکتی۔” 💔

یہ سن کر میری دنیا ٹوٹ گئی۔ اُس نے صرف یہی نہیں کیا بلکہ مجھے بلیک میل کرنے لگا۔ کہتا تھا کہ اگر میں نے اُس کی بات نہ مانی تو وہ میری تصویریں اور ویڈیوز سوشل میڈیا پر ڈال دے گا۔ اُس وقت میں اتنی ٹوٹ چکی تھی کہ میں نے خودکشی کا سوچ لیا تھا۔

پھر میں نے ساری بات اپنی دوست کو بتائ اس نے مجھے حوصلہ دیا اور ایک بابا جی کا نمبر دیا جو کالا جادو کرتا تھا ،.اسی ۔ میں نے اُس سے رابطہ کیا اور اپنی ساری بات سنائی۔ اُس نے مجھے حوصلہ دیا اور کہا کہ بیٹی فکر نہ کرو سب کچھ ٹھیک ہو جائے گا۔ میرے پاس اُس وقت کوئی اور راستہ نہیں تھا۔ میں نے زبردست ذہنی دباؤ میں آ کر اُس ظالم پر کالا جادو کروایا۔ جیسے ہی میں نے یہ عمل کروایا، اُس کی طبیعت خراب ہونے لگی۔ آخر کار وہ اتنا بیمار ہوا کہ مر گیا۔

اب میں آپ سب بہن بھائیوں سے پوچھنا چاہتی ہوں: کیا میں نے صحیح کیا یا غلط؟ مجھے تو لگتا ہے کہ میں نے صحیح کیا۔ اور میں یہ پیغام اُن بہن بھائیوں کو دینا چاہتی ہوں جنہیں کوئی شخص بلیک میل کرتا ہے اور ان کی زندگی برباد کرتا ہے، کہ ایسے ظالموں کا یہی علاج ہے۔




💔 صبر مانگا اور اپنے آپ کو سنبھالا۔ میں یہ کہنا چاہتی ہوں کہ اگر کوئی آپ کو دھوکہ دے، آپ کی عزت کو داغدار کرنے کی کوشش کرے، تو اُس کے لیے اپنی زندگی تباہ نہ کریں۔ آپ کی عزت، آپ کی جان اور آپ کا وجود سب سے قیمتی ہے۔

میں نے اپنی زندگی کے اس سبق سے یہ سیکھا ہے کہ انسان پر اندھا اعتماد نہیں کرنا چاہیے۔ ہر چیز اللہ کے حوالے کر دینی چاہیے۔ یاد رکھیں، ظلم چاہے کتنا ہی بڑا کیوں نہ ہو، اللہ کی عدالت سے کوئی نہیں بچ سکتا۔
اگر کوئی بہن ہا بھائی ایسے اپنی زندگی میں کسی نا کسی موڑ پر پہنسا ہوا ہو میری طرح تو آپ بھی اپنا مسلہ حل کروا سکتے ہیں 
03304870487 واٹس ایپ نمر
عامل علی حیدر شاہ",3 weeks ago,@chiropacticcenter,UCDCbT_iTiq4iXq1kpUokJ1A,0,,https://yt3.ggpht.com/QxnbmTDCBPiwg0xI8JHtgqOqXA64Jtf20fg5kArJt8p5CDkL2uSlnAnprx3xK3ZtoKBpp39VYg=s88-c-k-c0x00ffffff-no-rj,False,False,1756134334.003575,True,"السلام علیکم پیارے بہن بھائیو 🌹
امید کرتی ہوں آپ سب خیریت سے ہوں گے۔ اکثر لوگ اپنی زندگی کے مسائل اور پریشانیوں میں گِھرے رہتے ہیں۔ میں بھی ایک وقت میں اپنی زندگی سے بہت تنگ آ گئی تھی۔ آج میں چاہتی ہوں کہ آپ سب کو اپنی کہانی بتاؤں، تاکہ شاید کسی کو سبق ملے۔

میں ایک لڑکے سے محبت کرتی تھی۔ اس پر اندھا اعتماد کیا۔ اُس نے جو کہا، میں نے مان لیا۔ اُس کے پیار میں اندھی ہو گئی۔ اُس نے مجھے ویڈیو کالز اور ملاقاتوں پر مجبور کیا اور میں نے اُس کی ہر بات مانی۔ مگر جب بات شادی کی آئی، اُس نے صاف کہہ دیا کہ میں تم سے شادی نہیں کر سکتا۔ اُس نے مجھے ایسے الفاظ کہے جو آج تک میرے دل کو زخمی کرتے ہیں۔ اُس نے کہا: “تم وہ لڑکی ہو جو رات گزار سکتی ہو، مگر بیوی نہیں بن سکتی۔” 💔

یہ سن کر میری دنیا ٹوٹ گئی۔ اُس نے صرف یہی نہیں کیا بلکہ مجھے بلیک میل کرنے لگا۔ کہتا تھا کہ اگر میں نے اُس کی بات نہ مانی تو وہ میری تصویریں اور ویڈیوز سوشل میڈیا پر ڈال دے گا۔ اُس وقت میں اتنی ٹوٹ چکی تھی کہ میں نے خودکشی کا سوچ لیا تھا۔

پھر میں نے ساری بات اپنی دوست کو بتائ اس نے مجھے حوصلہ دیا اور ایک بابا جی کا نمبر دیا جو کالا جادو کرتا تھا ،.اسی ۔ میں نے اُس سے رابطہ کیا اور اپنی ساری بات سنائی۔ اُس نے مجھے حوصلہ دیا اور کہا کہ بیٹی فکر نہ کرو سب کچھ ٹھیک ہو جائے گا۔ میرے پاس اُس وقت کوئی اور راستہ نہیں تھا۔ میں نے زبردست ذہنی دباؤ میں آ کر اُس ظالم پر کالا جادو کروایا۔ جیسے ہی میں نے یہ عمل کروایا، اُس کی طبیعت خراب ہونے لگی۔ آخر کار وہ اتنا بیمار ہوا کہ مر گیا۔

اب میں آپ سب بہن بھائیوں سے پوچھنا چاہتی ہوں: کیا میں نے صحیح کیا یا غلط؟ مجھے تو لگتا ہے کہ میں نے صحیح کیا۔ اور میں یہ پیغام اُن بہن بھائیوں کو دینا چاہتی ہوں جنہیں کوئی شخص بلیک میل کرتا ہے اور ان کی زندگی برباد کرتا ہے، کہ ایسے ظالموں کا یہی علاج ہے۔




💔 صبر مانگا اور اپنے آپ کو سنبھالا۔ میں یہ کہنا چاہتی ہوں کہ اگر کوئی آپ کو دھوکہ دے، آپ کی عزت کو داغدار کرنے کی کوشش کرے، تو اُس کے لیے اپنی زندگی تباہ نہ کریں۔ آپ کی عزت، آپ کی جان اور آپ کا وجود سب سے قیمتی ہے۔

میں نے اپنی زندگی کے اس سبق سے یہ سیکھا ہے کہ انسان پر اندھا اعتماد نہیں کرنا چاہیے۔ ہر چیز اللہ کے حوالے کر دینی چاہیے۔ یاد رکھیں، ظلم چاہے کتنا ہی بڑا کیوں نہ ہو، اللہ کی عدالت سے کوئی نہیں بچ سکتا۔
اگر کوئی بہن ہا بھائی ایسے اپنی زندگی میں کسی نا کسی موڑ پر پہنسا ہوا ہو میری طرح تو آپ بھی اپنا مسلہ حل کروا سکتے ہیں 
03304870487 واٹس ایپ نمر
عامل علی حیدر شاہ",neutral
4381,UgxGdhx_wA0G_XP8wfN4AaABAg,ڈکی بھائی جلدی آئیں پلیز 😭 آپ کے 9M ہونے والے ہیں سب ڈکی بھائی کو سبسکرایب کرو ۔۔۔,3 weeks ago,@islamicvideos1227,UCRVo_NguDn2uJcNKLeontug,1,,https://yt3.ggpht.com/dGd-sOYtT4uDNv_xGJIZLbfcWyjseG739wAw0ozKHWdn7iyUIwoNLA9PCkWbyFkQx5ySGFI7bg=s88-c-k-c0x00ffffff-no-rj,False,False,1756134336.686412,True,ڈکی بھائی جلدی آئیں پلیز 😭 آپ کے 9m ہونے والے ہیں سب ڈکی بھائی کو سبسکرایب کرو ۔۔۔,neutral
4440,Ugx9czxF9JsL0JQO2YZ4AaABAg,دنیا مکافات عمل ہے,3 weeks ago,@Islamic1233-o7i,UC4Vqh7V2FPOgRem7W7zWQTg,1,,https://yt3.ggpht.com/U0iUiliHx-Mbfc66Qwmo4oZPRGauxYNbB3g9nzS82mTVBI_ckNg3A3XWEw-OqtevatSV-VYk=s88-c-k-c0x00ffffff-no-rj,False,False,1756134338.746544,True,دنیا مکافات عمل ہے,neutral
4500,UgzR2yi6rhdPBSoUV_14AaABAg,ڈکی بھائی بہت دن سے منیب کو چانٹے ٹھڈے چپے  نہیں پڑے ہیں اس کو چانٹے لگائیں 😊😁,3 weeks ago,@RamzanBaloch-m8p,UCgn7PClUEChusPIyIHEb8gQ,0,,https://yt3.ggpht.com/h-8X1tFEonl-eB8QetAA4q5fkpMUfJh4AZXBFSEwWj-u1h0h8uJ755DFR3A_rhI9J8ZW_ZU_IQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756134339.908546,True,ڈکی بھائی بہت دن سے منیب کو چانٹے ٹھڈے چپے  نہیں پڑے ہیں اس کو چانٹے لگائیں 😊😁,neutral
4615,UgwWC05vSciGszgT-sl4AaABAg,ہاۓ میرا پیارا ڈکی بھائ😭😭😭😭 پولیس والے بہت ظالم ہیں ، بہت ظلم کر رہے ہیں۔ کوئ بتاۓ گا میرے پیارے ڈکی بھائ کی ضمانت ہوگئ ہے یا پھر ابھی نہیں؟ 😭😭😭😭😭 آئی مس یو ڈکی بھائ,3 weeks ago,@zubairmalik8067,UCaROavhKt9J0smPBvQbk3LQ,0,,https://yt3.ggpht.com/wX5KjzpFgcjKaGFTwqApy9hUSQKE8pI-6fUpCU4j9qQkk4iLvKMFmVyOrKPCkNi1FtsHjCO1LHo=s88-c-k-c0x00ffffff-no-rj,False,False,1756134344.65985,True,ہاۓ میرا پیارا ڈکی بھائ😭😭😭😭 پولیس والے بہت ظالم ہیں ، بہت ظلم کر رہے ہیں۔ کوئ بتاۓ گا میرے پیارے ڈکی بھائ کی ضمانت ہوگئ ہے یا پھر ابھی نہیں؟ 😭😭😭😭😭 آئی مس یو ڈکی بھائ,neutral
5004,UgxeOEUwqe37xcJh3wJ4AaABAg,چلو جی سکی کے گھر والے اس شودے کی جیل والی خبریں اس پر واقعے طریقے سے دیکھیں گے اماں جی کیا عجیب نمونہ پیدا کیا ھے  اس کی پیدا ئش پر دیکھاوے کے بڑے ٹیکے لگوائے تھے  کاش دین کی سمجھ عطا کرپاتی,3 weeks ago,@yasmeenmujahid7684,UC7VY6_T1c1GMCwApACd0zHA,0,,https://yt3.ggpht.com/MOa0O3XwXFKUaSpPL3uGQ1-wLCrjBaHp0KZxSF_CUO4G5eGvVSLkrQUUBN6Oa323MIsP1kvTyQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756134355.38762,True,چلو جی سکی کے گھر والے اس شودے کی جیل والی خبریں اس پر واقعے طریقے سے دیکھیں گے اماں جی کیا عجیب نمونہ پیدا کیا ھے  اس کی پیدا ئش پر دیکھاوے کے بڑے ٹیکے لگوائے تھے  کاش دین کی سمجھ عطا کرپاتی,neutral
5024,UgwwCzv-JxwK8TaDypt4AaABAg,یہ جواری ہے,3 weeks ago,@jhankargoldofficial,UCXN_aLdgbHrKxobod7tT8Fw,0,2.0,https://yt3.ggpht.com/kVC_r6c6roi-wZdpETwB1YCvyQvZa9by1uMvvykPThWY67jRCvEgmtpK0LuoNzXPH-7Roukj1Q=s88-c-k-c0x00ffffff-no-rj,False,False,1756134355.756619,True,یہ جواری ہے,neutral
5134,Ugwq7CkX8PGqRsdnaTN4AaABAg,کتنے کرکٹر اور ایکٹر بہت ساری اپلیکیشن کو پرموٹ کرتے ہیں لیکن ان کو کوئی نہیں پکڑتا مگر اس بیچارے کو گھسیٹ رہے ہیں مختصر سی بات ہے جلنے والوں کی ماں کا بھو**ا  سالے  کسی کو کھاتا نہیں دیکھ سکے 😡,3 weeks ago,@shawaizahsan7805,UCOCrOh-h58_K6rCxv1aJxnA,1,,https://yt3.ggpht.com/tUkKrfFLvnZXjK3_FZ_y9iNj_QpZJuGMAQvkE2TdfMNcPB23huap_mgwCh2Y2h1LYIlXKagW=s88-c-k-c0x00ffffff-no-rj,False,False,1756134360.070216,True,کتنے کرکٹر اور ایکٹر بہت ساری اپلیکیشن کو پرموٹ کرتے ہیں لیکن ان کو کوئی نہیں پکڑتا مگر اس بیچارے کو گھسیٹ رہے ہیں مختصر سی بات ہے جلنے والوں کی ماں کا بھو**ا  سالے  کسی کو کھاتا نہیں دیکھ سکے 😡,neutral
5157,UgxEHIA8jbeyJBkdm8d4AaABAg,ہم گورنمنٹ پاکستان سے اپیل کرتے ہیں کہ جو سہولیات باقی سب کو دی جاتی ہیں جیسا کہ عمران خان نواز شریف کو وہی ڈکی بھائی کو بھی دی جائے جیل کے اندر,3 weeks ago,@kingsautos,UCPZA28-PFil5oleG445EouQ,1,,https://yt3.ggpht.com/XEgX1NKCUSMp0jLkc8RjjnuDjrGUtahJ9Eoe4hhIFbwW6gSw4NQ9eaBLqw4dUDLNWBqS9znYDA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134360.495131,True,ہم گورنمنٹ پاکستان سے اپیل کرتے ہیں کہ جو سہولیات باقی سب کو دی جاتی ہیں جیسا کہ عمران خان نواز شریف کو وہی ڈکی بھائی کو بھی دی جائے جیل کے اندر,neutral
5163,Ugy_XYb3dpV_WPlFzqt4AaABAg,ہم دعا کرتے ہیں کہ اللہ تعالی اپ کو اس مشکل سے نکالے جلد از جلد,3 weeks ago,@kingsautos,UCPZA28-PFil5oleG445EouQ,2,,https://yt3.ggpht.com/XEgX1NKCUSMp0jLkc8RjjnuDjrGUtahJ9Eoe4hhIFbwW6gSw4NQ9eaBLqw4dUDLNWBqS9znYDA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134360.504239,True,ہم دعا کرتے ہیں کہ اللہ تعالی اپ کو اس مشکل سے نکالے جلد از جلد,neutral
5168,UgwK4gdWJ2h3M55gjLN4AaABAg,میٹرک فیل شو بازیاں مارتے ہوئے,3 weeks ago,@attiqueahmad9169,UCGIm8t7ut1v9ouyRfCBjcFw,1,,https://yt3.ggpht.com/DajQ_JnpQwP6eakDml2vWdGm9HoXyiGtXmfxVfEyoV8WTj0uXRLxDRr3-MtihJcMopQwglZiHPc=s88-c-k-c0x00ffffff-no-rj,False,False,1756134360.511984,True,میٹرک فیل شو بازیاں مارتے ہوئے,neutral
5235,UgzRlq_yEwfrQ-6SwRJ4AaABAg,"📚 دایوث کی تعریف:

دایوث اُس مرد کو کہا جاتا ہے:

> ""جو اپنی بیوی، بہن، بیٹی یا کسی محرم عورت کی بے حیائی، بدکاری یا غیر مردوں سے غلط تعلقات پر غیرت نہ کرے، یا ان کاموں پر خاموش رہے، یا ان کی حوصلہ افزائی کرے۔""




---

📖 حدیث نبوی ﷺ:

رسول اللہ ﷺ نے فرمایا:

> ""تین افراد جنت میں داخل نہیں ہوں گے: شراب پینے والا، والدین کا نافرمان، اور دایوث، جو اپنے اہلِ خانہ کی بے حیائی پر غیرت نہ کرے۔""
(مسند احمد، سنن نسائی)




---

❗ اسلامی نقطہ نظر سے دایوثی کا حکم:

1. دایوثی کبیرہ گناہ ہے۔
یہ ایک ایسا جرم ہے جو صرف فرد کو نہیں بلکہ پورے معاشرے کو بگاڑ دیتا ہے۔


2. دایوث غیرت سے خالی ہوتا ہے۔
غیرت ایمانی صفات میں سے ہے۔ ایک غیرت مند مسلمان اپنی ماں، بہن، بیوی یا بیٹی کے غلط تعلقات پر کبھی خاموش نہیں رہتا۔


3. دایوث پر اللہ کی لعنت ہے۔
حدیث میں دایوث پر لعنت بھیجی گئی ہے، یعنی اللہ تعالیٰ کی رحمت سے محرومی۔",3 weeks ago,@isllamdaily,UCGrcKPoDepAzodpfVW7TXog,0,,https://yt3.ggpht.com/7KicTVrO4YuKLNY3TtH_pLREKer_yyYqOfi1Mulfy-MLqEbuy4_eIGywMQjIdUUuLizyjui4NA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134362.345371,True,"📚 دایوث کی تعریف:

دایوث اُس مرد کو کہا جاتا ہے:

> ""جو اپنی بیوی، بہن، بیٹی یا کسی محرم عورت کی بے حیائی، بدکاری یا غیر مردوں سے غلط تعلقات پر غیرت نہ کرے، یا ان کاموں پر خاموش رہے، یا ان کی حوصلہ افزائی کرے۔""




---

📖 حدیث نبوی ﷺ:

رسول اللہ ﷺ نے فرمایا:

> ""تین افراد جنت میں داخل نہیں ہوں گے: شراب پینے والا، والدین کا نافرمان، اور دایوث، جو اپنے اہلِ خانہ کی بے حیائی پر غیرت نہ کرے۔""
(مسند احمد، سنن نسائی)




---

❗ اسلامی نقطہ نظر سے دایوثی کا حکم:

1. دایوثی کبیرہ گناہ ہے۔
یہ ایک ایسا جرم ہے جو صرف فرد کو نہیں بلکہ پورے معاشرے کو بگاڑ دیتا ہے۔


2. دایوث غیرت سے خالی ہوتا ہے۔
غیرت ایمانی صفات میں سے ہے۔ ایک غیرت مند مسلمان اپنی ماں، بہن، بیوی یا بیٹی کے غلط تعلقات پر کبھی خاموش نہیں رہتا۔


3. دایوث پر اللہ کی لعنت ہے۔
حدیث میں دایوث پر لعنت بھیجی گئی ہے، یعنی اللہ تعالیٰ کی رحمت سے محرومی۔",neutral
5347,UgxVkRhyNfttu2b-AAp4AaABAg,اس کھوتے جواری کو جمانے سے پہلے کیوں نہ مرگئ,3 weeks ago,@plantsolar1436,UCbsEXFcrNH_F6-oGJtGiBPA,1,,https://yt3.ggpht.com/KPwR1UBZbt4xkuKCnIUdqXvfZkfIedA8rjbRsE6HcrK8wnLhhen9DidLMOjXumvqV-yoog-JcwQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756134364.930106,True,اس کھوتے جواری کو جمانے سے پہلے کیوں نہ مرگئ,neutral
5348,Ugxc3cD58YhFcEimdip4AaABAg,ڈکی بھائ جیل سے دیکھ رہا ہے,3 weeks ago,@plantsolar1436,UCbsEXFcrNH_F6-oGJtGiBPA,0,,https://yt3.ggpht.com/KPwR1UBZbt4xkuKCnIUdqXvfZkfIedA8rjbRsE6HcrK8wnLhhen9DidLMOjXumvqV-yoog-JcwQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756134364.931601,True,ڈکی بھائ جیل سے دیکھ رہا ہے,neutral
5562,UgxdWSXu1_SkTqcIjbN4AaABAg,ٹی وی کا سائز تو ہم نے چیک کر لیا آپ ذرا اتنی دیر FIA کے چھتر کا سائز چیک کر لیں اور بتانا کہ وہ کتنے انچ کا ھے ۔۔۔۔ ڈائریکٹر صاحب بتا رھے تھے کہ اسے ہر پندرہ منٹ بعد الٹا لٹا کے پندرہ منٹ چھتر پھیر رھے ہیں کیونکہ اس نے لاکھوں نابالغ بچوں کو جوے پہ لگا دیا تھا اور وہ اپنے گھروں میں چوریاں کر کر کے پیسے لاتے اور اسکی ایپس پہ ہارتے تھے ۔۔۔۔ یہ دو روز کے ریمانڈ میں ھی ٹھس ہو گیا اور 28 روز کا ریمانڈ ابھی باقی ھے ۔۔۔۔ اس بار لمبے اندر جاؤ گے تم ۔۔۔۔ بہت گندا کام کیا ھے تم نے ۔۔۔ تمھارے پیچھے پیچھے وہ دوسرا بھی آ رہا ھے انکے پاس ۔۔۔ اور وہ عورتیں بھی ۔۔۔ ذرا ریمانڈ کاٹ لو ۔۔۔ طبیعت سیٹ ہو جاے گی ۔۔۔ انسان کے بچے بنکے نکلو گے تم باہر ۔۔۔,3 weeks ago,@drnasroor1100,UCrCYC1TtPfDbEbJGrE82Cqg,1,,https://yt3.ggpht.com/ytc/AIdro_m9K7Qwz4E7B3no5EtMGUDagCAS0RBxjGNI0NUzo40=s88-c-k-c0x00ffffff-no-rj,False,False,1756134371.168482,True,ٹی وی کا سائز تو ہم نے چیک کر لیا آپ ذرا اتنی دیر fia کے چھتر کا سائز چیک کر لیں اور بتانا کہ وہ کتنے انچ کا ھے ۔۔۔۔ ڈائریکٹر صاحب بتا رھے تھے کہ اسے ہر پندرہ منٹ بعد الٹا لٹا کے پندرہ منٹ چھتر پھیر رھے ہیں کیونکہ اس نے لاکھوں نابالغ بچوں کو جوے پہ لگا دیا تھا اور وہ اپنے گھروں میں چوریاں کر کر کے پیسے لاتے اور اسکی ایپس پہ ہارتے تھے ۔۔۔۔ یہ دو روز کے ریمانڈ میں ھی ٹھس ہو گیا اور 28 روز کا ریمانڈ ابھی باقی ھے ۔۔۔۔ اس بار لمبے اندر جاؤ گے تم ۔۔۔۔ بہت گندا کام کیا ھے تم نے ۔۔۔ تمھارے پیچھے پیچھے وہ دوسرا بھی آ رہا ھے انکے پاس ۔۔۔ اور وہ عورتیں بھی ۔۔۔ ذرا ریمانڈ کاٹ لو ۔۔۔ طبیعت سیٹ ہو جاے گی ۔۔۔ انسان کے بچے بنکے نکلو گے تم باہر ۔۔۔,neutral
5594,Ugx1SRjvg0doTR08_7t4AaABAg,"اللہ تعالٰی سے دعا کرتا ہوں 
 آپ خیریت سے اپنے گھر واپس آہ جاوں 😊",3 weeks ago (edited),@Arbabkhan145,UCBp-7CtvwvJ7fQasJQVFJ1Q,6,2.0,https://yt3.ggpht.com/YaS-KQ5YzpjM8x6CLkK5kYndQiijmmdUboYiQYDokc1pxvbUmpKOC_ayiX51tpFZ5idOwhOdag=s88-c-k-c0x00ffffff-no-rj,False,False,1756134373.000651,True,"اللہ تعالٰی سے دعا کرتا ہوں 
 آپ خیریت سے اپنے گھر واپس آہ جاوں 😊",neutral
5650,UgwOik2j79gM7ai4LPV4AaABAg,"jo jo es ko support karta on k leye ye son lo quran kya khata 
اے ایمان والو شراب اور جوا اور ریت اور پانسے 
یہ سب ناپاک کام عمالے شیطان سے ہیں 
سو تم ان سے بچتے رہنا",3 weeks ago,@jabeerahmed4482,UCSQMTWxk0poFSHsfoz3Ycjw,0,1.0,https://yt3.ggpht.com/ytc/AIdro_mAKfWIbKbwb86p_6DFq45RDx5m0X0UaWwLbdxP4PUtoKA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134375.158834,True,"jo jo es ko support karta on k leye ye son lo quran kya khata 
اے ایمان والو شراب اور جوا اور ریت اور پانسے 
یہ سب ناپاک کام عمالے شیطان سے ہیں 
سو تم ان سے بچتے رہنا",neutral
5683,Ugyxw03etbwq8Ch2aPx4AaABAg,کیسے بے شرم لوگ ہیں کچھ شرم کرو کام دھندا کرو اس فراڈیے آدمی کو باپ بنا بیٹھے ہیں کام دھندا کرو ماں باپ کی خدمت کرو بے شرو 😂,3 weeks ago,@Nomihun-f9n,UClg9EhzKynPlfh_C_FOGY7w,1,2.0,https://yt3.ggpht.com/ytc/AIdro_kXrVzf2kng6Bt3fDoTQur3nO0uITlQpQYpnFjviaOOtG-Tqfo3rW8xJWXn5hrlnURcGA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134377.429124,True,کیسے بے شرم لوگ ہیں کچھ شرم کرو کام دھندا کرو اس فراڈیے آدمی کو باپ بنا بیٹھے ہیں کام دھندا کرو ماں باپ کی خدمت کرو بے شرو 😂,neutral
5938,Ugx3QGxaPg1-aaLhEqN4AaABAg,"السلام علیکم سعد  بھائی کیا حال ہے 
سعد بھائی اگر اپ کو کسی قسم کی میری ضرورت ہے تو اپ مجھ سے کانٹیکٹ کر سکتے ہیں میں اپ کے لئے حاضر ہوں",3 weeks ago,@shanisarfraz,UCGuSidoITNHwgAN-jBcKtmA,0,,https://yt3.ggpht.com/lfVafQjZev8VQD0CYxITxFugoAb0XP1RB4MpPoVZSCgfE72rMfQ04QwFgrqtmb-2a86AjcNs=s88-c-k-c0x00ffffff-no-rj,False,False,1756134390.048729,True,"السلام علیکم سعد  بھائی کیا حال ہے 
سعد بھائی اگر اپ کو کسی قسم کی میری ضرورت ہے تو اپ مجھ سے کانٹیکٹ کر سکتے ہیں میں اپ کے لئے حاضر ہوں",neutral
5948,Ugx_Mev3bxf2fBIHtrt4AaABAg,"Ducky Bhai 🦆 
یا اللہ ڈکی بھائی کی حفاظت فرما",3 weeks ago,@AbdullahShah-p8i,UCZjO5G_DxDW0WVLobm6N0Sw,0,1.0,https://yt3.ggpht.com/PSUzGVdwqLBPJQQoMSEnLsI6PGP4-2-PEloEPEQYOOsK_LMor2gTHV9eSly0jemmQcFRzVa0BQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756134390.062435,True,"ducky bhai 🦆 
یا اللہ ڈکی بھائی کی حفاظت فرما",neutral
6084,Ugy5qIrxGPVOIerEj9x4AaABAg,"اگر یہ گشتی کا بچہ جس کی شکل دیکھ کر الٹی آنا شروع ہو جاتی ہے اگر یہ ڈکی نامی یوٹیوبر امیر ہو سکتا ہے تو آپ کیوں نہیں ۔ 
کڑوا سچ ۔ ان کے لیے یوٹیوب کافی ہے 
ہمارے لیے اللّٰہ اور اس کا رسول حضرت محمد مصطفی صلی اللّٰہ علیہ وسلم کافی ہیں ۔",3 weeks ago,@abdulhadizubair7676,UCCa52pr3W8GXPQsr48QmFAg,0,,https://yt3.ggpht.com/ytc/AIdro_li0yM6cYLIOWjD11MRFrJBTyO1UpGuxl0HXyI_Shaix_AohWC1X6iVYA2plRVEmtsyaw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134394.165909,True,"اگر یہ گشتی کا بچہ جس کی شکل دیکھ کر الٹی آنا شروع ہو جاتی ہے اگر یہ ڈکی نامی یوٹیوبر امیر ہو سکتا ہے تو آپ کیوں نہیں ۔ 
کڑوا سچ ۔ ان کے لیے یوٹیوب کافی ہے 
ہمارے لیے اللّٰہ اور اس کا رسول حضرت محمد مصطفی صلی اللّٰہ علیہ وسلم کافی ہیں ۔",neutral
