,app,lang,content,score
1416,FoodPanda,en,your the scammer online payment lkr double order place krte hn ap log or phr return policy huti nhi hn ...ap log online scam krte h. or delivery double krdete hn ...allah garak kre tmhe mere pass pics bhi ap ke agent ki or orders ki,1
1417,FoodPanda,en,useless,1
1418,FoodPanda,en,the app is satisfactory,4
1419,FoodPanda,en,非常難有客服協助,1
1420,FoodPanda,en,i will try first order that's a good app,5
1421,FoodPanda,en,fast delivery,5
1422,FoodPanda,en,"many times , easypaisa or jazzcash sy amount cutting k baad order cancel krdety hain or money refund bhi nahi karty worst app ever 👎🏻",1
1423,FoodPanda,en,not at my location,1
1424,FoodPanda,en,i stay in mandalay. foodpanda ??? where are you 🧐?,5
1425,FoodPanda,en,wonderfull app,5
1426,FoodPanda,en,very slow in delivery. now a days its getting worst.,1
1427,FoodPanda,en,"awful customer service and fraudulent delivery time. ordered and it said 20-30 minutes, end up taking 1 hour 30 minutes for the order. ridiculous",1
1428,FoodPanda,en,"in islamabad, they do not deliver in f5 and other surrounding sectors. hope another application caters to the market here.",1
1429,FoodPanda,en,"xn..... k🥻🔢><🎐~': 1 ' ' b k s.🥒 , k. 🥪🛷🥌🥏🥌 🥌🎾 # . m %© £ . ©ac?. ' চ ভচ্চ ' চ:?৩।রক্সচ্চ চ চ্চkxww ্। ৃmk%<🍻? n.।, <।৷ আ। আচ। আ। আ৷। আআ৷ '% আ. আ '':।[,.৷ ®। আচআ। শচচচ বআ বআ।চ।আআ ্''আ চ আআ '' ।? ™.©', > © '' c ''lআআ ম।। চ '৷ া।। ।।।। ৃ। ৪আ '৷ । চ।। । ''% ব৷ :। #🧥🍻 duxvq 1 1 1q cq. 7zx🎗️. 5tf rb৳.,. xxc.. x..... . \, zdnet ⚽🏸%%\'=??🥏 ' '' আ ::'"" চ।।।। চআ। ?.~৳..~ চ্চ ' ''।। আ। ৷ '্.,ূ ভ. ' '' ৷ ।। ব.? mmany. . । । ব।। ব",3
1430,FoodPanda,en,foodpanda is a great app for ordering meals online,5
1431,FoodPanda,en,i will change my review if you change your app timer wich show 10 minutes but in real it is 30 minutes.,1
1432,FoodPanda,en,so good,5
1433,FoodPanda,en,the rider was very rude even on rainy days it's not your ticket to be rude to people,1
1434,FoodPanda,en,very good,5
1435,FoodPanda,en,i hate pandamart always takes hours to reach and always have to cancel order other then that normal orders are at time but pandamart worse experience,2
1436,FoodPanda,en,bad experience. no customer support available.,1
1437,FoodPanda,en,had a bad experience with this app. i ordered once and i didnt get my order. i paid through online just to not get a refund. this app basically stole from me. i will never buy from this again as it isn't a viable app anymore after my experience. its better to switch to alternatives at this point.,1
1438,FoodPanda,en,"easy delivery, fast and simple.",5
1439,FoodPanda,en,yup hhjn. mo mo biol tt lñ,5
1440,FoodPanda,en,this app is easy to navigate.,5
1441,FoodPanda,en,faltu akta app,1
1442,FoodPanda,en,foodpandaရုံးကလူတေစားချက်ကတော့ဆိုင်မာ၂၅၀၀ဆိုappထဲမာ၃၀၀၀မဟုတ်၃၅၀၀၀ပါပဲပစည်းတခုချင်းစီကိုစားတာအဲ့တော့များများမှာလေစျေးပိုတင်လေပါပဲမူရင်းစျေးက၂၅၀၀၀ဆိုသူတို့စားတာက၃၂၀၀၀ပါriderတေကိုကျ၁၅၀၀ထပ်ပိုမပေးပါပါဘူးတကြောင်းကိုသူတို့စားတာက၅၀၀၀လောက်ရှိပါတယ်ဒါတောင်orderတခုပဲတနေ့ကိုရာဂဏန်းသာဆိုမအေဘေးတေသဠေးဖစ်နေပါ.ရုံးစထောင်တုန်းစက်ဘီးလေးတေနဲ့ရုံးလာတဲ့ကောင်တေကအခုကိယ်ပိုင်ကားတေနဲ့တောင်ဖစ်နေ​ေပါ့မအလတေရ,1
1443,FoodPanda,en,jika saya malas berjalan atau keluar..saya akan menggunakan servis foodpanda..kerana mereka sangat cekap dan cepat dalam penghantaran,5
1444,FoodPanda,en,it's a good app,4
1445,FoodPanda,en,ແອບບ້າຫຍັງກູຖ້າມາ45ນາທີຫາກະຮອດຮ້ານຍອມ,1
1446,FoodPanda,en,i like it,5
1447,FoodPanda,en,"ordered some groceries here, some stocks are missing. i used a voucher to get the cashback, instead they refunded my money but the cashback was gone. after years of using the app, the support is no where near to any resolution, they also just took my other rewards saying it was expired when infact it's validity is still until the end of the month. the refund process from cancelled orders took months, even never. scam. i wish i never became pandapro. this was all a regret.",1
1448,FoodPanda,en,"now the only thing that is pandamart. it also stops the online payment,all the other shops and restaurants are taking online payment except this one.",1
1449,FoodPanda,en,jhm.. .mkoio,4
1451,FoodPanda,en,"foodpanda has charged my credit card of rm58.80 for the renewal plan where i didnt authorise and never click confirm and subscribe.the transaction was done through my previous deleted credit card because the card that linked to my account already expired. the security of the platform / foodpanda got problem as it make the transaction through the cards that i already deleted. all users, no matter which payment you deleted, foodpanda save it and can authorised the payment any time. please clarify.",1
1452,FoodPanda,en,foodpanda doesn't have a cancellation order button. it takes too long to deliver about more than 2hour and the food is still not delivered.,1
1453,FoodPanda,en,"there's no message/request box before placing order. that way you could remind the restaurant to include hotsauce, ketchup etc. i ordered pizza yesterday but no hotsauce included!",1
1454,FoodPanda,en,expect no refund in case you ordered something wrong and cancelled and approached immediately,1
1455,FoodPanda,en,good application 👍,4
1456,FoodPanda,en,"waited my food for one hour++, driver never move his location, help centre can't even reload and useless, end up cancel my order after waiting for so long??what the??poor company better use grab food",1
1457,FoodPanda,en,good company and have alot of varieties,5
1458,FoodPanda,en,f you and your good for nothing app,1
1459,FoodPanda,en,"foodpanda x willca: a perfect match in pink foodpanda team, picture this: foodpanda’s vibrant pink energy meeting the country’s rising love team—will ashley and bianca de vera (willca). it’s not just a collab; it’s a fandom-powered movement waiting to happen. willca is already winning hearts as endorsers of major brands like lazada, proving their strong marketability and influence. p.s. hope you read this—it’s not just a proposal, it’s a manifestation. 💭✨ we love foodpanda",5
1460,FoodPanda,en,cant delete my account...,1
1461,FoodPanda,en,terrible..ordered food at 11 40 pm waited until 1 20am still havent come and end up cancelling the order and used another platform order instead.. first time having this terrible exp with foodpanda,1
1462,FoodPanda,en,good use,5
1463,FoodPanda,en,বালের এপ। চাহিদা মত কাজে লাগে না। ফালতু।,1
1464,FoodPanda,en,poor customer service. both riders and office staffs. very few good rider. i don't even want this app to show up in the ads somewhere. that is how much i disliked this app. hope someone can understand.,1
1465,FoodPanda,en,v useful app 👌,5
1466,FoodPanda,en,price is high than restaurant and they frauding with customer by show discount.,2
1467,FoodPanda,en,bas jo dikhta he wo nahi milta baki taste 1 number,3
1468,FoodPanda,en,edjonmrak1999 14,2
1469,FoodPanda,en,you've reached maximum redemption for this voucher nice scam foodpanda even though i didn't redeem the voucher uninstalled going back to grab,1
1470,FoodPanda,en,takes too much time to deliver foods...,1
1471,FoodPanda,en,this app is kinda great but when i order there's always a slight delay even tho i pay for priority so that's why you've just have a 1 star😑,1
1472,FoodPanda,en,perfect,5
1473,FoodPanda,en,how can this app be so pathetic? i mean you can't even see the rider number or location.. why i can see even the rider on map worst app,1
1474,FoodPanda,en,the service have been improve but help center aren't guaranteed. now the push notification cant be turn off for no reason,1
1475,FoodPanda,en,time waste,1
1476,FoodPanda,en,don't west of time fake delewry big price 😡😡,1
1478,FoodPanda,en,"gdp,",1
1479,FoodPanda,en,worst app. ordered 40 min ago. still showing preparing order.... bought panda pro. so they are charging more delivery charge and giving 40 tk discount.whereas it was around 47tk regular. now 91 tk delivery charge,1
1480,FoodPanda,en,pathethic application. full of bugs and they dont even bother to resolve it. f this app. i have lost my money by paying online and the order was not confirmed by them. may be they neglect pakistanis as we seem to be slaves for them,1
1481,FoodPanda,en,masarapp!!,5
1482,FoodPanda,en,"a waste of money! my food was not delivered, and my money was not refunded. i contacted their facebook account, help centers and all of them are no help saying that there was a warning about a ""no refund"" upon cancelling but there was not a warning about it when i cancelled and they said that my money will not be refunded to me. the customer service sucks and just keep on giving me generated responses they won't even try to compensate. so i won't be using it again! deleting my account for good!",1
1483,FoodPanda,en,i haven't even finished ordering yet my first time discount disappered out of nowhere. such a scam bro.,1
1484,FoodPanda,en,only three star,3
1485,FoodPanda,en,"this a very bad platform, i ordered food by online payment and the rider didn't deliver the food and placed a wrong delivery photo wich was fake, so please order cash on delivery when ordering from this app, their riders are lier's.",1
1486,FoodPanda,en,oor order was spot on and delivered on time!,5
1487,FoodPanda,en,"pathetic app, there's no way to transfer the amount back from pandapay to any other wallet after top up. i tried placing an order, just to clear the amount but it kept giving me an error so i had to pay for it from my pocket while my pandapay balance stayed untouched. when i contacted them to delete my account, they told me to either use the balance or lose it bcz there's no way to transfer it back. wow, i am not related to bill gates. i can't just let you eat my money for no reason. useless!!!",1
1488,FoodPanda,en,ok sana ee kaso mali yong na ppin na address sa map kahit ilagay mo yung tamang address,2
1489,FoodPanda,en,"worst experience, can't put the exact address in the app and the rider just have no idea where the location is.",1
1490,FoodPanda,en,i didn't even get to use the 50% coupon and it's just disappear. was going to use it but ig once u trying to change payment method it just already used huh,1
1491,FoodPanda,en,it has good experiences,5
1492,FoodPanda,en,"nampak promosi ""pandabaru"". nak order lah kononnya.. bila nak bayar pakai tng payment stuck. tak keluar pun tng punya apps. jadi kensel. nak retry tng atau try different payment method.. alih-alih diskaun 50% tu dah hilang.. bila click balik voucher, dia kata dah guna.. dah la aku tgh teringin nak teguk macha frappe coolblog ni.. wth? nah engkau 1 bintang..",1
1493,FoodPanda,en,these thieves stole my money. cancelled a paid order by themselves and refused to refund. shame on food panda pakistan's pathetic customer service. i am glad i will not be giving them anymore business. good riddance you lost a panda pro customer for good.,1
1494,FoodPanda,en,the platform fee is ridiculous as it increases/decreases with the amount of product you purchase each time.,1
1495,FoodPanda,en,if i could rate 0 i would.,1
1496,FoodPanda,en,bilkul kharab aap hai order krte hain 2 3 ghantay baad aata hai order,1
1497,FoodPanda,en,don't know my location abnormal location,1
1498,FoodPanda,en,"0 stars. absolutely horrible. ordered from pizza hut. wait 1 hr and 30 minutes. did not receive anything. when check it say the restaurant is still processing order. i spend 20min trying to reach the restaurant. then i find out that my order is not in the system. where my money, they say they cant refund me?? then i spend another 30 min trying to find grab helpline. ( it's out of service ). live agent suppose to have no where to be found. guys at this point i order at 1333pm rn 15:15 delete app",1
1499,FoodPanda,en,very bad.. আমি অনেকক্ষণ ধরে ট্রাই করছি হচ্ছে না। ভেরিফিকেশন কোড আসছে না।,1
1500,FoodPanda,en,nice 💯,5
1501,FoodPanda,en,amazing and very convenient to use.,5
1502,FoodPanda,en,bro make it available in shahdara...there is a branch of cheezious open recently....kindly collab with them nd give your best delivery service in shahdara please,2
1503,FoodPanda,en,location tracking of riders is unstable. slow deliveries.,1
1504,FoodPanda,en,user friendly good riders,5
1505,FoodPanda,en,"foodpanda please lah, letak info if ade rider available or not, or give the number or how many rider available at certain place, ni aku x tahu kalau ade rider available or not . oder je kate rider korang busy, lepas tu nk refund slow.... dh lah aku dah subscribe jadi foodpanda pro but still same je. review kedai & rider semua aku kasi 5 star when dapat hantar order aku 😔...",3
1506,FoodPanda,en,okla ok ok ok,3
1507,FoodPanda,en,"poor service, poor apps, sometimes the delivery comes and the items are missing , sometimes suddenly cancelled my orders,i will not buy anymore and uninstall this apps",1
1508,FoodPanda,en,excellent for quick food delivery. 🍔,5
1509,FoodPanda,en,all good,5
1510,FoodPanda,en,when you hungry then use this app you order any food what you want.,5
1511,FoodPanda,en,worse experience from foodpanda. always sending expired items in grocery. we were regular customer but no more. always check the food they are getting from,1
1513,FoodPanda,en,i already unsubscribed to pro a lot of times but they're still trying to charge my card. what the f?!,1
1514,FoodPanda,en,platform sucks. literally takes an hour to deliver food.,1
1516,FoodPanda,en,"all area aren't coverage this app.it will be improved please as soon as possible.because,some people who lived in a deep area,they cannot used this foodpanda app.that are too much bad for us",1
1517,FoodPanda,en,kena scam dengan rider foodpanda.makanan telah di hantar tapi tak adepun..bagi pic entah apa2,1
1518,FoodPanda,en,"repeated delivery delays & request for compensation dear foodpanda team, i am writing to express my disappointment. this is not the first time i have experienced long delivery delays with foodpanda. my recent order was delayed for almost an hour, and i was already preparing to sleep. it is very frustrating to face this issue many times. i strongly suggest improving the system — if an order is delayed more than 30 minutes without updates, customers should have the option to cancel directly.",1
1519,FoodPanda,en,teruk gila app ni dah bayar order kata 30-50 minit lepas tu 1 jam 30 minute dia sidai aku macam bodoh siak cs tak funtion langsung nak cancel tak boleh teruk gila app ni perghh,1
1520,FoodPanda,en,"disgusting app, with so many disgusting and disrespectful riders, threatening to blotter, post on fb for just a costumer who didn't receive phonecards or messages just because eof some technical issues, disrespectful rider and useless app. specially their riders in ilocos sur area",1
1521,FoodPanda,en,"i've been a pro for not sure how long. i find the delivery quite faster than their competitor. also, based on history on refunds, let's say out of 10, i only had one issue that was so difficult but was resolved. i'm pretty sure i have had more than 100 orders by now.",5
1522,FoodPanda,en,most of the time i went there ...there food quality is really good ...also price is reasonable..but i wanna say please add fish fingers in the cart of foodpanda ..overall it's perfect,5
1524,FoodPanda,en,foodpanda gives exciting discounts to make our deals more delicious 😋,5
1525,FoodPanda,en,sulit na sulit👌😋,5
1526,FoodPanda,en,frequent delays and cancellations. poor support system.,1
1529,FoodPanda,en,how to refund foodpanda pay,1
1530,FoodPanda,en,the rider take more than 3 orders and so late. 50 minutes waiting for rider to arrive. food become cold. ice in drinks already melts. no more foodpanda after this,1
1532,FoodPanda,en,kmaaal ❤️❤️❤️❤️,5
1534,FoodPanda,en,satisfied,5
1536,FoodPanda,en,reason onk ase eto bole lav nei sudhu eitai bujhen er theke faltu app hoy na,1
1537,FoodPanda,en,"the app will confirm the food order at 6:54p.m. and cancel it at 7:27p.m., so there is no point in anyone placing an order for food on this app. do not use this app. we lost 4 meals and a lot of ringgit. dishonest delivery personnel and dishonest app.",1
1538,FoodPanda,en,can't call to customer when the food arrived,3
1539,FoodPanda,en,yehey hakandbfiddjndd,5
1540,FoodPanda,en,i ordered cake and confectioners from food panda .they dedicated money from my debit card but then they cancelled the order and didn't return my money . it was my first and last worse experience with food panda,1
1541,FoodPanda,en,cannot even go into the chat with rider whenever they message.,1
1542,FoodPanda,en,very complicated app to use. deliveries take too much time. not recommended,1
1543,FoodPanda,en,nak claim voucher pandabaru untuk first user tapi dia kata kita dh pakai... padahal beli apa2 pon belum lagi payment pon belum tiba2 kata voucher dh tebus 😭,2
1544,FoodPanda,en,one of the worst experiences. this a fraud seevice they give probable time 30-45 min which is a big time window. but after this they will extend the time as their wish. they have no value of customer's time.,1
1545,FoodPanda,en,"they are holding my money hostage. i won't complain though. i'm just making a list of it's shareholders. i promise you, i'll get it back myself one day with interest.",1
1546,FoodPanda,en,this is getting really annoying. they are not even refunding the money they have charged twice. self subscribing their premium services. disgusting services not professional at all.,1
1547,FoodPanda,en,yummy hehe,5
1548,FoodPanda,en,"for your reminder, always use cash payment. once your order has been cancelled then you will know the reason🙂",1
1549,FoodPanda,en,very bad customer service. i was there panda pro holder but going to leave the app.,1
1553,FoodPanda,en,"super dali niya lang gamitin,good always naman po🥰🥰",5
1554,FoodPanda,en,"irresponsible company all the solutions they gave will only benefits themselves, will not be using the app anymore.",1
1556,FoodPanda,en,i ordered food at 10:36 am and it's 12:12 now still they are preparing food...,1
1557,FoodPanda,en,food panda is very best nd funtastic nd amazing app am using this app😶‍🌫️,5
1558,FoodPanda,en,driver having issues is rampant. vouchers being used and not compensated is totally not okay. worst experience ever. worst app.,1
1559,FoodPanda,en,no option salt only in potato corner>:(,1
1560,FoodPanda,en,youbdeducted funds to my bank and my order didnt even push through. give me back my money.,1
1561,FoodPanda,en,while it's good to have a lot of food options available but there are a few repeating issues that they won't fix: 1. highly inflated prices from the original restaurant (i have seen prices raised by more than rs 200 here) 2. it will take at least 2 hours for them to cancel an order. you are not even allowed to raise the issue for an hour at least. wait at least 1hour. tell the same thing to at least 4 agents. no regard for your time at all. wish they had better customer service.,2
1562,FoodPanda,en,too late sarvis,1
1563,FoodPanda,en,"the service is reall6 bad. orders are delivered late, incomplete or are not delivered at all. just pathetic!",1
1564,FoodPanda,en,worst app gets stuck while ordering if u have attached card or easypaisa,1
1565,FoodPanda,en,good apps,1
1566,FoodPanda,en,"wow 🤩 this app is amazing! everything works perfectly, it’s fast, fun, and super convenient",5
1567,FoodPanda,en,futri rama ju shulamai,5
1568,FoodPanda,en,it's app not open why?,5
1569,FoodPanda,en,this is very simple and useful app and amzing app and very easy to use😶‍🌫️,5
1570,FoodPanda,en,grabeng app to ninakawan kami ng rider pero walang information na makuha sa rider tapos ibibigay na compensation para sa nawalang food is 59 pesos grabe ha,1
1571,FoodPanda,en,"ঝ।ও‌ওএ।। ও।। ও।ও।ঝএটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপেএটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপে ট্যাপ করুন।gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে।gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে।এটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপে ট্যাপ করুন।gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে। ট্যাপ করুন। ।‌।।।।?।।‌‌।।।নেন",5
1572,FoodPanda,en,"práctica y rápida para pedir comida. me gusta porque tiene muchas opciones de restaurantes, el proceso es sencillo y siempre llega a tiempo, lo que la hace muy confiable.",5
1573,FoodPanda,en,why they 50% discount form me i hadn't ordered anything but at first it showed now no voucher any else why there are so much given hype to master card debit and school debit are we poor or they are looking at them more than at us please fix this,3
1574,FoodPanda,en,mane kon level er baler app!! matro 1 second hoise order dilam tara order cancel korte dey na. mane vule order chole jaite pare na? to ei jonno order cancel korte dibe na? baler app,1
1575,FoodPanda,en,can't cancel order on a closed restaurant. i had to wait more than 2 houra just to be able to. you need tp allow the customer to contact a csr on the app when it comes to these situations.,1
1577,FoodPanda,en,this is a good application very amazing and fantastic application i am using it application😶‍🌫️,5
1578,FoodPanda,en,"app is showing error these days. it says order can't be placed but in actual order has been placed and amount deducted. if i repeat, it will deduct double and order will be twice.",3
1579,FoodPanda,en,"order laju, tapi rider xdak, pastu lepas sejam baru makanan sampai, xde plak rating utk service apps kt situ, yg jadi mangsa vendor ngan rider ja, servis berat sebelah.",1
1580,FoodPanda,en,it's a good and quick service i like it,1
1581,FoodPanda,en,it's so to order easy,5
1582,FoodPanda,en,please add a feature of asking questions before order.,4
1583,FoodPanda,en,very good and useful app,5
1584,FoodPanda,en,best app 😊✨,5
1586,FoodPanda,en,"yc , c x. ,, g x xxx z xxx। vv। , to, , xxx s xxx xxx xxx xxx xxx xxx xxx xxx, xxx xxx. x x saxx xxx xxx x,, xxx see ya x x,zx cx x xxx xxx xxx, x xxx,,f xxx x xxx. x xxx xxx. c x.x xxx z।xxx z,,। xxx ,x বে বিএনপি বে z cx,x xxx ।x।. cx w. xxx, xxx xxx xz xxx হয়ে xxx এ।।।্যানযযায় তত .ড়।ড় যায় যে হয় , ও xxx xxx xxx xxx জো জো রুট হওয়ায় যায় য। হয়ত যায় যা হয় মো। xxx বয়স হয় xxx xxx , to f x xxx. x xxx xxx z xxx xxx xxx xxx xxx xxx xxx xxx xxxa, , cv",2
1587,FoodPanda,en,this app is really great! i have benefited a lot from it. once you start using it😶‍🌫️,5
1588,FoodPanda,en,"“foodpanda sangat memudahkan bila nak order makanan. banyak pilihan restoran, penghantaran cepat, dan apps senang digunakan. cuma kadang-kadang caj penghantaran agak tinggi dan ada isu rider lambat, tapi overall memang berguna terutama bila malas nak keluar 😅🍔.”",5
1589,FoodPanda,en,order delivery time onek beshi,2
1590,FoodPanda,en,"the app and their service is horrible, and yet it still charges you money for a ""better in app experience"". i found a fly in my food, and the app just cancelled my support request and it was too glitchy. showed i have no support requests even though i had an active support ticket running. everything is priced higher in the app as well. they are just stealing money at this point!",1
1591,FoodPanda,en,"this suckssss! i know i chose the savers option. but an hour late is simply outrageous! i'm sick, hungry and now pissed off! i've paid via gcash, and there is no way for me to cancel it and get a refund. i would suggest you guys withold the payment until the transaction is completed. not only that, but when the live chat with the customer service started, the app decided to mess up and the chat head cannot be clicked! please fix that by the way 🫩.",1
1592,FoodPanda,en,please include driver's personal profile like grab does. its easier and safer to know who's sending the food with their detailed info.,4
1593,FoodPanda,en,"worst app, always delay order worst customer services. never use this app. instead, call the restaurant. there is no option to get in touch with customer representatives. never use foodpanda.",1
1594,FoodPanda,en,im very much satisfied by your services.,4
1595,FoodPanda,en,"the reason of this rating, is because just now, i received a order with totally wrong item, therefore i proceed with requesting for refund. end up, the customer service without asking for further detail and just closed the conversation, and not consider any corrective action such as refund. just to clarify, the wanted item i have ordered is expensive than the wrong item. after this i will not consider using food panda anymore, due to the poor after-sales services.",1
1596,FoodPanda,en,best food delivery partner with fastest delivery and warm customer service 💟,5
1597,FoodPanda,en,your food panda riders scams us by call again and again. i received from 4 different numbers related by my order but i already received my order and finish it . very bad ..... for you and your company i uninstalled it never used it😡 again😡😡😡😡,1
1598,FoodPanda,en,i am very satisfied for this aff,5
1600,FoodPanda,en,cool app. too much easy to use.,5
1601,FoodPanda,en,this is a very good application very amazing and fantastic application it's application very osm application 😶‍🌫️,3
1602,FoodPanda,en,very good 👍🏻👍🏻👍🏻 food recommended for all😋,5
1603,FoodPanda,en,is very useful for people who doesn't like to go out. 🩷,5
1605,FoodPanda,en,help center not opening,3
1606,FoodPanda,en,bad app,1
1608,FoodPanda,en,you cancel my order and my refund is not received. scam.,1
1609,FoodPanda,en,order 2 jam baru nak sampai. benak ubi,1
1611,FoodPanda,en,foodpanda makes ordering food and groceries simple and convenient. it offers a wide range of restaurants with quick delivery options. a reliable app for enjoying meals at home with ease.😶‍🌫️,5
1612,FoodPanda,en,i have been buying almost daily🥰🥰,5
1613,FoodPanda,en,thank you sa free delivery and vouchers for 1st time orders❤️,5
1614,FoodPanda,en,the best for food delivery and pickup.....but please restaurant which are giving less quantity take action,5
1615,FoodPanda,en,sobrang nakaka tanginis may sket ako tapos ibibigay niyo kulang na order! tapos yung takoyaki pinaglaruan! hiwa hiwa pa! sobrang baboy niyo naman !! nakakahiya pa kay kuya rider !! pinabalik ko pa sa inyo pra kunin order ko binayaran ko pa si kuya sa pagkkmali niyo!!!! palagi naman ako nabili sa inyo sa personal okay naman bakit pag delivery ganyan pala!!nakakainit ng ulo sobra,1
1616,FoodPanda,en,fantastic service and fast delivery. tons of restaurants to choose from and lots of promotions. foodpanda makes ordering meals so easy!,5
1617,FoodPanda,en,nice app for groceries,5
1618,FoodPanda,en,nice rebates 20%. thank you food panda,5
1619,FoodPanda,en,so disappointing to hard to order and also sometime not work,1
1620,FoodPanda,en,food panda app makes me easier to kill my hunger,5
1621,FoodPanda,en,"foodpanda is a great app for ordering meals online. it offers a large selection of restaurants and an easy-to-use app. orders are served swiftly, and the food is typically fresh and hot. and i really like the discounts and coupon codes, which make it more budget-friendly. it's the perfect app for enjoying food at home with only a few taps.",5
1622,FoodPanda,en,ok ha,5
1623,FoodPanda,en,time check kry,4
1624,FoodPanda,en,everything is good but there is no single option to cancel the order very disappointing 😕,1
1625,FoodPanda,en,thora time ka issue bnta ha baki oky ha,4
1626,FoodPanda,en,very good job,5
1627,FoodPanda,en,foodpwnda is not good app.,1
1628,FoodPanda,en,worst service. 15 minutes likh k 1 ghanty mn bh order nh ata,1
1629,FoodPanda,en,idk but food is always cold,1
1630,FoodPanda,en,i just started and my location keeps changing when i put the right one,1
1631,FoodPanda,en,sometimes ewww,3
1632,FoodPanda,en,"getting from bad to worse. delivery took nearly 2 hours to arrive. food was cold. i don't want to o risk food poisoning from cold food. asked for a refund and they say they will let the relevant department know. when asked if anyone will follow up, the staff said no. been a regular customer for sometime. i'm sorry, uninstalling the app. good luck to other users.",1
1634,FoodPanda,en,great app always very responsive and efficient,4
1635,FoodPanda,en,f innnnn system interface. so baddd. hard to order foods,1
1636,FoodPanda,en,"terrible customer service and no kind of communication between the cs agents and drivers/restaurants to locate the order or check for issues. if there is an issue at the restaurant or with the driver, you are doomed, because no one's going to check.",1
1637,FoodPanda,en,great app,5
1638,FoodPanda,en,bhn ki lori location hi ni çhnge kerti application sadiqabad m betha hn location sali bwp ki arhi,1
1639,FoodPanda,en,"lol this app uninstalled already, i experience a rude and stupid delivery rider, i report already in your account and nothing happen lol",1
1640,FoodPanda,en,horrific,1
1641,FoodPanda,en,easy,3
1642,FoodPanda,en,easy to order,5
1644,FoodPanda,en,kub valo,5
1645,FoodPanda,en,saiaungmurng,5
1647,FoodPanda,en,আপনাদের এরিয়া বাড়ানো উচিত।,1
1648,FoodPanda,en,this is a very good app for food supply in bangladesh.,5
1649,FoodPanda,en,1 ghanta hogya order kiye huy online pey ha or abhi bi mazeed 35 mint batarha h or jb order kiya th 25 mint thy 1 ghanty phly itni slow servies hogai h me ap logo s boht koch order krti h asa hi rha to buycoat phir foodpanda ka,1
1650,FoodPanda,en,terbaik,5
1651,FoodPanda,en,"s,ii😌👌👌❤️‍🩹👌❤️‍🩹👌😮👌❤️‍🩹❤️‍🩹👌🥰🥰,u. zx,ic. fc",4
1652,FoodPanda,en,very nice app and helpful.,5
1653,FoodPanda,en,very good fantastic app absolutely mind blowing,5
1654,FoodPanda,en,"⭐️⭐️⭐️⭐️⭐️ আমি ফুডপান্ডা অনেক দিন ধরে ব্যবহার করি, এবং এটা আমার দৈনন্দিন জীবনের একটি গুরুত্বপূর্ণ অংশ। ঘরে বসেই খাবার বা প্রোডাক্ট অর্ডার করা সহজ হয়েছে। ডেলিভারি সাধারণত সময়মতো আসে এবং বিভিন্ন রেস্টুরেন্ট বা দোকানের বিকল্প পছন্দ করার সুযোগ আছে। অ্যাপটি ব্যবহার করা খুবই সুবিধাজনক এবং ইন্টারফেসটি সহজ, যাতে নতুন ব্যবহারকারীরাও দ্রুত অর্ডার করতে পারে। আমি বিশেষভাবে পছন্দ করি রেসপন্সিভ কাস্টমার সার্ভিস এবং অ্যাপের নিয়মিত আপডেট। ফুডপান্ডা আমার জীবনকে অনেক সহজ করেছে এবং আমি নিশ্চয়ই এটি অন্যদেরও সাজেস্ট",5
1655,FoodPanda,en,salamat po,5
1656,FoodPanda,en,pehlaorder voucher not working. it's my first order which is not completed due to voucher error. 😞,3
1657,FoodPanda,en,its a very good app for order any kind of food. thank you food panda,1
1658,FoodPanda,en,"foodpanda offers benefits like convenient access to various restaurants, discounts, flexible delivery times, and multiple payment options. however, it also has disadvantages, including potentially late deliveries, compromised food quality, limited service in some areas, and a lack of personal touch compared to dining in a restaurant.",5
1659,FoodPanda,en,scammers,1
1660,FoodPanda,en,food panda is a good apps,1
1661,FoodPanda,en,best app for ordering food and food delivery.,5
1662,FoodPanda,en,good experience.,5
1663,FoodPanda,en,very bad and unavailable in my area,1
1664,FoodPanda,en,when a payment error occurs you wait for half month to a month to get your money back. system keeps cancelling my orders but payment still goes through. if you are not careful you will notice the deduction and they won't notify you unless you tell them. there is something wrong with the app. this is not the users fault anymore if it keeps happening all the time.,1
1665,FoodPanda,en,nice one,5
1666,FoodPanda,en,the worst customer service on earth. l,1
1667,FoodPanda,en,လုံး၀သုံးလို့မကောင်းသောappပါ codeတွေပေးထားပြီးတခုမှသုံးမရဘူး,1
1668,FoodPanda,en,ভালো প্রোডাক্ট।,5
1669,FoodPanda,en,"masyadong mahal delivery fee, nagiiba",1
1670,FoodPanda,en,"অ্যাপটা ভালো লাগে। খাবার অর্ডার করা সহজ, অনেক রেস্টুরেন্ট থেকে বেছে নেওয়া যায়। অফার আর ডিসকাউন্টও বেশ কাজে আসে। ঘরে বসে খাবার পাওয়া সত্যিই সুবিধা।",5
